,condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,gsea_enrichment,rank,leading_edge,core_enrichment
563,"ChAd-BNT (V2, D7)",Plasmacytoid dendritic cell(pDC),Plasmacytoid dendritic cell(pDC)...563,Plasmacytoid dendritic cell(pDC),9,0.7337034467,1.962851767,0.001541802804,0.03417662882,0.0311065478,CellMarker,474,"tags=56%, list=9%, signal=51%",MZB1/JCHAIN/CD38/ITM2C/CD27
564,"ChAd-BNT (V2, D7)",B cell,B cell...564,B cell,25,0.4918674679,1.774827592,0.007438258353,0.1413269087,0.1286315354,CellMarker,173,"tags=28%, list=3%, signal=27%",MZB1/TNFRSF17/MKI67/CDC20/JCHAIN/CDK1/CD38
565,"ChAd-BNT (V2, D7)",Antibody Secreting B cell,Antibody Secreting B cell...565,Antibody Secreting B cell,2,0.9119238664,1.469527377,0.01896229126,0.180141767,0.1639596613,CellMarker,474,"tags=100%, list=9%, signal=91%",CD38/CD27
566,"ChAd-BNT (V2, D7)",Class switched plasmablast,Class switched plasmablast...566,Class switched plasmablast,2,0.9119238664,1.469527377,0.01896229126,0.180141767,0.1639596613,CellMarker,474,"tags=100%, list=9%, signal=91%",CD38/CD27
567,"ChAd-BNT (V2, D7)",Plasmablast B cell,Plasmablast B cell...567,Plasmablast B cell,2,0.9119238664,1.469527377,0.01896229126,0.180141767,0.1639596613,CellMarker,474,"tags=100%, list=9%, signal=91%",CD38/CD27
568,"ChAd-BNT (V2, D7)",Terminal differentiated B cell,Terminal differentiated B cell...568,Terminal differentiated B cell,2,0.9119238664,1.469527377,0.01896229126,0.180141767,0.1639596613,CellMarker,474,"tags=100%, list=9%, signal=91%",CD38/CD27
569,"ChAd-BNT (V2, D7)",Tissue-like memory B cell,Tissue-like memory B cell...569,Tissue-like memory B cell,2,0.9119238664,1.469527377,0.01896229126,0.180141767,0.1639596613,CellMarker,474,"tags=100%, list=9%, signal=91%",FCRL4/CD27
570,"ChAd-BNT (V2, D7)",Transitional B cell,Transitional B cell,Transitional B cell,2,0.9119238664,1.469527377,0.01896229126,0.180141767,0.1639596613,CellMarker,474,"tags=100%, list=9%, signal=91%",CD38/CD27
571,"ChAd-BNT (V2, D7)",Unswitched plasmablast,Unswitched plasmablast...571,Unswitched plasmablast,2,0.9119238664,1.469527377,0.01896229126,0.180141767,0.1639596613,CellMarker,474,"tags=100%, list=9%, signal=91%",CD38/CD27
572,"ChAd-BNT (V2, D7)",Platelet,Platelet...572,Platelet,9,-0.7547899209,-1.782410158,0.02877848633,0.2392211676,0.2177319689,CellMarker,1112,"tags=89%, list=21%, signal=71%",CD274/CD151/CD14/CD9/CSF3R/GP9/PF4/PPBP
573,"ChAd-BNT (V2, D7)",Immature neutrophil,Immature neutrophil...573,Immature neutrophil,1,0.9824626866,1.317736801,0.02851705884,0.2392211676,0.2177319689,CellMarker,95,"tags=100%, list=2%, signal=98%",TOP2A
574,"ChAd-BNT (V3, D1)",TCR REPERTOIRE,TCR REPERTOIRE...574,TCR REPERTOIRE,12,-0.8868739206,-2.833688222,2.67E-08,3.74E-07,2.81E-07,ImmuneGO,275,"tags=100%, list=12%, signal=89%",TRBV20-1/TRBV19/TRAV13-1/TRBJ2-3/TRBV6-5/TRGC1/TRAV8-2/TRAV14DV4/TRAV38-2DV8/TRGV8/TRBV6-4
575,"ChAd-BNT (V3, D1)",BCR REPERTOIRE,BCR REPERTOIRE...575,BCR REPERTOIRE,2,-0.9711951849,-1.609137622,0.002126378834,0.01488465184,0.01119146755,ImmuneGO,70,"tags=100%, list=3%, signal=97%",IGLV4-69
576,"ChAd-BNT (V3, D1)",INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...576,INNATE IMMUNE SYSTEM,117,0.4385366139,1.480222224,0.008412634699,0.03925896193,0.02951801649,ImmuneGO,866,"tags=56%, list=37%, signal=37%",CCL8/BATF2/CCL2/GBP1/CXCL9/CXCL3/GBP6/CFB/FCGR1A/IFIT1/MX1/FOSL1/TYRO3/CXCL2/IL31RA/IFIT2/DDX60/IFI6/STAT1/TRIM22/RIGI/STAT2/PARP9/CCL3L1/IFI35/GBP2/OAS2/EIF2AK2/PML/MRC1/IL34/IL27/IFITM3/GCH1/CLEC6A/TAP1/IRF1/IFI30/EPS8/NLRC5/CCL3/MX2/TRIM21/TAP2/IL15/CLNK/CASP1/HLA-DPA1/CD40/FCGR2B/APOBEC3A/BST2/IFITM1/IL17RC/HLA-DMB/HLA-DMA/PDE4B/CIITA/SP100/CASP4/PIK3AP1/IL1RN/TNFAIP3/ADAR/SCIMP/NFKBIA
577,"ChAd-BNT (V3, D1)",ANTIVIRAL AND INTERFERON,ANTIVIRAL AND INTERFERON...577,ANTIVIRAL AND INTERFERON,31,0.5851745738,1.713751248,0.0148458913,0.05196061955,0.039068135,ImmuneGO,480,"tags=55%, list=21%, signal=44%",CCL8/CCL2/GBP1/GBP6/IFIT1/MX1/IFIT2/STAT1/RIGI/STAT2/CCL3L1/GBP2/OAS2/EIF2AK2/MRC1/IFITM3/IRF1
578,"ChAd-BNT (V3, D1)",Natural killer cell,Natural killer cell...578,Natural killer cell,29,-0.6901366767,-2.899050577,3.04E-07,3.98E-05,3.52E-05,CellMarker,336,"tags=79%, list=14%, signal=69%",CD3D/TRAC/CD3E/CD27/CHST2/CXXC5/ZBTB16/KLRD1/CD7/CD247/NCAM1/TRGC1/KLRB1/TBX21/NCR1/NKG7/NCR3/IL2RB/GNLY/KLRF1/PRSS23/SPON2/KIR3DL1
579,"ChAd-BNT (V3, D1)",CD4+ recently activated effector memory or effector T cell (CTL),CD4+ recently activated effector memory or effector T cell (CTL)...579,CD4+ recently activated effector memory or effector T cell (CTL),8,-0.8724137931,-2.441442292,2.78E-05,0.00182261533,0.001610989846,CellMarker,305,"tags=100%, list=13%, signal=87%",CD3E/CTSW/S1PR5/PRF1/TBX21/NKG7/GNLY
580,"ChAd-BNT (V3, D1)",Natural killer T(NKT) cell,Natural killer T(NKT) cell...580,Natural killer T(NKT) cell,8,-0.8590517241,-2.40404866,8.27E-05,0.003609916252,0.003190765671,CellMarker,336,"tags=100%, list=14%, signal=86%",TRAC/CD3E/KLRD1/NCAM1/KLRB1/NKG7/NCR3
581,"ChAd-BNT (V3, D1)",CD8+ recently activated effector memory or effector T cell (CTL),CD8+ recently activated effector memory or effector T cell (CTL)...581,CD8+ recently activated effector memory or effector T cell (CTL),6,-0.87166236,-2.136883908,0.0002422891273,0.007934968919,0.007013632632,CellMarker,305,"tags=100%, list=13%, signal=87%",CD3E/EOMES/S1PR5/PRF1/TBX21
582,"ChAd-BNT (V3, D1)",Effector CD8+ memory T (Tem) cell,Effector CD8+ memory T (Tem) cell...582,Effector CD8+ memory T (Tem) cell,19,-0.6254027974,-2.399811951,0.0004856338051,0.01272360569,0.01124625654,CellMarker,461,"tags=79%, list=20%, signal=64%",RASSF1/PLEKHG3/LPCAT1/TPST2/ARL4C/LLGL2/TTC38/KLRD1/S1PR5/TBX21/ADGRG1/GNLY/KLRF1/PRSS23/SPON2
583,"ChAd-BNT (V3, D1)",Naive CD4+ T cell,Naive CD4+ T cell...583,Naive CD4+ T cell,9,-0.7334578335,-2.144113181,0.002687908048,0.05868599239,0.0518719097,CellMarker,348,"tags=89%, list=15%, signal=76%",LDLRAP1/RPS5/CD3D/S1PR1/CD3E/CD27/TMEM204/MAL
584,"ChAd-BNT (V3, D1)",Effector CD4+ T cell,Effector CD4+ T cell...584,Effector CD4+ T cell,5,-0.857942316,-1.971446013,0.003218914758,0.06023969047,0.05324520652,CellMarker,336,"tags=100%, list=14%, signal=86%",CD3E/KLRB1/PRF1/GNLY
585,"ChAd-BNT (V3, D1)",CD8+ mucosal-associated invariant T cell(CD8+ MAIT),CD8+ mucosal-associated invariant T cell(CD8+ MAIT)...585,CD8+ mucosal-associated invariant T cell(CD8+ MAIT),4,-0.8777969019,-1.848502528,0.004754298314,0.0760842509,0.06725004097,CellMarker,289,"tags=100%, list=12%, signal=88%",ZBTB16/KLRB1/NCR3
586,"ChAd-BNT (V3, D1)",Effector CD8+ T cell,Effector CD8+ T cell...586,Effector CD8+ T cell,4,-0.8575731497,-1.805914479,0.008131141318,0.0760842509,0.06725004097,CellMarker,336,"tags=100%, list=14%, signal=86%",CD3E/PRF1/GNLY
587,"ChAd-BNT (V3, D1)",CD4+ cytotoxic T2 cell,CD4+ cytotoxic T2 cell...587,CD4+ cytotoxic T2 cell,3,-0.8774193548,-1.671276553,0.005981842787,0.0760842509,0.06725004097,CellMarker,289,"tags=100%, list=12%, signal=88%",CD27/NKG7
588,"ChAd-BNT (V3, D1)",Cytotoxic CD8+ T cell,Cytotoxic CD8+ T cell...588,Cytotoxic CD8+ T cell,2,-0.9539982803,-1.57785167,0.006527792018,0.0760842509,0.06725004097,CellMarker,110,"tags=100%, list=5%, signal=95%",GNLY
589,"ChAd-BNT (V3, D1)",Cytotoxic CD4+ T2 cell,Cytotoxic CD4+ T2 cell...589,Cytotoxic CD4+ T2 cell,2,-0.9505588994,-1.572163155,0.007593538695,0.0760842509,0.06725004097,CellMarker,118,"tags=100%, list=5%, signal=95%",NKG7
590,"ChAd-BNT (V3, D1)",Effector regulatory T(eTreg) cell,Effector regulatory T(eTreg) cell...590,Effector regulatory T(eTreg) cell,2,-0.9505588994,-1.572163155,0.007593538695,0.0760842509,0.06725004097,CellMarker,118,"tags=100%, list=5%, signal=95%",GNLY
591,"ChAd-BNT (V3, D1)",Terminal effector CD8+ T cell,Terminal effector CD8+ T cell...591,Terminal effector CD8+ T cell,2,-0.9505588994,-1.572163155,0.007593538695,0.0760842509,0.06725004097,CellMarker,118,"tags=100%, list=5%, signal=95%",NKG7
592,"ChAd-BNT (V3, D1)",Classical monocyte,Classical monocyte...592,Classical monocyte,21,0.6057080962,1.683000375,0.01877189006,0.1639411732,0.144905818,CellMarker,252,"tags=48%, list=11%, signal=43%",IFI44L/MX1/IFIT3/ISG15/HLA-DQB1/XAF1/EPSTI1/HLA-DQA1/IFIT2/IFI6
593,"ChAd-BNT (V3, D1)",T follicular helper(Tfh) cell,T follicular helper(Tfh) cell...593,T follicular helper(Tfh) cell,2,-0.9161650903,-1.515278012,0.02134697532,0.1644972804,0.1453973551,CellMarker,198,"tags=100%, list=9%, signal=92%",CXCR3
594,"ChAd-BNT (V3, D1)",T helper 1(Th1) cell,T helper 1(Th1) cell...594,T helper 1(Th1) cell,2,-0.9161650903,-1.515278012,0.02134697532,0.1644972804,0.1453973551,CellMarker,198,"tags=100%, list=9%, signal=92%",CXCR3
595,"ChAd-BNT (V3, D1)",Macrophage,Macrophage...595,Macrophage,14,0.5945680764,1.516217999,0.03427172583,0.2494220046,0.2204613942,CellMarker,391,"tags=57%, list=17%, signal=48%",GBP1/CD274/MARCO/IFI6/STAT1/VSIG4/DHRS9/CD83
596,"I (D10, moderate)",T CELLS,T CELLS...596,T CELLS,92,-0.3588046766,-1.854706569,0.0004343454067,0.005228906463,0.003538357757,ImmuneGO,1280,"tags=43%, list=21%, signal=35%",ITGB7/PRF1/BCL2/RPL22/ITK/CD7/CD247/SKAP1/CD81/PIK3R1/CRTAM/EOMES/GPR183/NLRC3/SPNS2/TOX/GATA3/DPP4/KLRK1/SPN/CD28/RASGRP1/LFNG/CD1C/S1PR1/PLCG1/THEMIS/ZAP70/TESPA1/IL7R/CD8B/CD40LG/CD3G/TCF7/CD6/GZMM/CCR7/ZNF683/GPR15/FCER1A
597,"I (D10, moderate)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...597,CELLULAR ADAPTIVE IMMUNE SYSTEM,103,-0.3373363208,-1.797491788,0.0007469866375,0.005228906463,0.003538357757,ImmuneGO,1280,"tags=41%, list=21%, signal=33%",ITGB7/PRF1/BCL2/RPL22/ITK/CD7/CD247/SKAP1/RORA/CD81/PIK3R1/CRTAM/EOMES/GPR183/NLRC3/SPNS2/TOX/GATA3/DPP4/KLRK1/SPN/CD28/RASGRP1/RORC/LFNG/CD1C/S1PR1/PLCG1/THEMIS/ZAP70/TESPA1/IL7R/CD8B/CD40LG/CD3G/TCF7/GZMM/CCR7/ZNF683/ZFPM1/GPR15/FCER1A
598,"I (D10, moderate)",INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...598,INNATE IMMUNE SYSTEM,165,0.3003551732,1.54512583,0.006034082897,0.02815905352,0.01905499862,ImmuneGO,1771,"tags=48%, list=29%, signal=35%",IFI27/CH25H/CD177/PPARG/EDNRB/MT1G/IFIT1/RNASE2/IL10/IFI6/TYRO3/IL18RAP/BATF2/OAS2/MX1/DDX60/TARM1/RNASE3/CXCL2/ANXA3/NFKBIA/FCGR1A/DEFA4/VNN1/TRIM22/CRISP3/HMGB2/GBP6/S100A12/MAP2K6/CXCL3/GBP1/EIF2AK2/CFB/PARP9/LCN2/PTX3/BPI/TRIM40/IFITM1/IL1RN/IFIT2/RNF135/FCER1G/CAMP/MERTK/FLT1/F12/PRKCE/IL15/FCAR/F2/ANKHD1/STAT2/SP100/MILR1/APOBEC3A/PIK3AP1/IFI35/CASP1/GCH1/LY86/C1R/SLC15A4/ADAM17/HLA-C/GBP2/VIM/CD58/IFNL1/TAP1/TLR4/LILRA5/CR1/CLEC6A/HDAC4/PML/JMJD6/IFI30/IFNGR2
599,"I (D10, moderate)",ANTIVIRAL AND INTERFERON,ANTIVIRAL AND INTERFERON...599,ANTIVIRAL AND INTERFERON,36,0.4251174138,1.655389223,0.01592302935,0.05573060273,0.03771243794,ImmuneGO,1771,"tags=58%, list=29%, signal=41%",IFI27/IFIT1/OAS2/MX1/GBP6/GBP1/EIF2AK2/IFITM1/IFIT2/RNF135/FCAR/STAT2/SP100/CASP1/GBP2/VIM/CD58/IFNL1/TLR4/HDAC4/IFNGR2
600,"I (D10, moderate)",BCR REPERTOIRE,BCR REPERTOIRE...600,BCR REPERTOIRE,2,0.8721436756,1.417898183,0.04708097928,0.131826742,0.08920606601,ImmuneGO,188,"tags=50%, list=3%, signal=48%",IGLL5
601,"I (D10, moderate)",ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...601,ADAPTIVE IMMUNE SYSTEM,154,-0.2207064733,-1.268149333,0.06792018434,0.1584804301,0.1072423963,ImmuneGO,1002,"tags=29%, list=17%, signal=24%",SKAP1/RORA/CD81/PIK3R1/CRTAM/EOMES/GPR183/NLRC3/SPNS2/TOX/GATA3/DPP4/KLRK1/CCL5/SPN/CD28/RASGRP1/CD1E/RORC/LRRC8A/LFNG/IL2RB/CD1C/S1PR1/PLCG1/CXCR5/THEMIS/ZAP70/TESPA1/IL7R/CLEC10A/KLRC2/CD8B/CD40LG/CD3G/TCF7/CD6/GZMM/CCR7/ZNF683/VCAM1/ZFPM1/GPR15/FCER1A
602,"I (D10, moderate)",Naive CD8+ T cell,Naive CD8+ T cell...602,Naive CD8+ T cell,70,-0.5571909033,-2.875331117,4.31E-09,6.33E-07,3.76E-07,CellMarker,1919,"tags=83%, list=32%, signal=57%",APEX1/NPAT/DGKA/EIF3L/TPCN1/LRRC75A/TMEM63A/ATM/TRAP1/SH3YL1/ITFG2/LDHB/ARHGEF18/TRMT1/NOSIP/RPS8/THEM4/NT5E/LDLRAP1/SPTBN1/GLTSCR2/GPR183/PRKCQ-AS1/LMO7/CD4/PLEKHB1/CD28/CD3D/ABLIM1/OXNAD1/GCSAM/LEF1/S1PR1/RCAN3/EEF2/IL7R/CD3E/CAMK4/THAP7/TRABD2A/SNED1/APBA2/LINC01550/EPHX2/PASK/CA6/STMN3/CD8B/FAM102A/CD8A/TCF7/TMEM204/LEF1-AS1/CCR7/NELL2/CD248/NOG/LRRN3
603,"I (D10, moderate)",Naive CD4+ T cell,Naive CD4+ T cell...603,Naive CD4+ T cell,26,-0.6260838655,-2.475823326,7.03E-06,0.0005167956579,0.0003071538819,CellMarker,1071,"tags=65%, list=18%, signal=54%",LDLRAP1/GPR183/CD4/CD28/CD3D/ABLIM1/LEF1/S1PR1/TESPA1/IL7R/CD3E/TRABD2A/TCF7/TMEM204/CCR7/NELL2/LRRN3
604,"I (D10, moderate)",Effector memory CD8+ T cell,Effector memory CD8+ T cell...604,Effector memory CD8+ T cell,7,-0.8701947079,-2.232620437,2.17E-05,0.001064307602,0.0006325637735,CellMarker,788,"tags=100%, list=13%, signal=87%",GZMK/FGFBP2/CD3E/CXCR3/CD8B/CD8A
605,"I (D10, moderate)",CD4+ recently activated effector memory or effector T cell (CTL),CD4+ recently activated effector memory or effector T cell (CTL)...605,CD4+ recently activated effector memory or effector T cell (CTL),10,-0.7927072927,-2.305360671,3.28E-05,0.001167029358,0.0006936157304,CellMarker,1256,"tags=100%, list=21%, signal=79%",GNLY/CTSW/CD4/NKG7/S1PR5/S1PR1/CD3E/GZMH/KLRG1
606,"I (D10, moderate)",Basophil,Basophil...606,Basophil,6,-0.8751004223,-2.131431971,3.97E-05,0.001167029358,0.0006936157304,CellMarker,236,"tags=83%, list=4%, signal=80%",CLC/CCR3/GATA2/CPA3/MS4A2
607,"I (D10, moderate)",M2 macrophage,M2 macrophage...607,M2 macrophage,4,0.9447771124,1.908644046,5.10E-05,0.001250238301,0.0007430703831,CellMarker,336,"tags=100%, list=6%, signal=94%",CD163/ARG1/IL10/MS4A4A
608,"I (D10, moderate)",CD8+ recently activated effector memory or effector T cell (CTL),CD8+ recently activated effector memory or effector T cell (CTL)...608,CD8+ recently activated effector memory or effector T cell (CTL),11,-0.7928393006,-2.394076406,6.05E-05,0.001270187882,0.0007549272766,CellMarker,1256,"tags=100%, list=21%, signal=79%",EOMES/CD4/S1PR5/FGFBP2/S1PR1/CD3E/GZMH/KLRG1/CD8B/CD8A
609,"I (D10, moderate)",CD1C-CD141- dendritic cell,CD1C-CD141- dendritic cell...609,CD1C-CD141- dendritic cell,131,0.386868472,1.939287287,0.0001103666591,0.00202798736,0.001205320092,CellMarker,2399,"tags=74%, list=40%, signal=46%",LY6E/MT2A/OAS1/ISG15/IFIT3/IFI6/C3AR1/DDX60/MS4A4A/IRAK3/ARL4A/PSTPIP2/NUDT16/TLR2/CSGALNACT2/GBP1/SAMSN1/DDX60L/FGD4/BCL2A1/CNIH4/LILRA6/IFITM1/CLEC12A/DDX58/SMAP2/UPP1/IFIT2/FAM45B/VAMP5/MARCKS/RNF144B/FCAR/S100A4/CDC42EP3/WSB1/TSC22D3/APOL6/TNFSF10/PELI1/ABHD3/TBC1D8/APOBEC3A/TXNIP/FAM26F/NFKBIZ/PIK3AP1/RALB/S100A11/FAM46A/DUSP1/ICAM4/CASP1/SCPEP1/NDUFB3/RAB24/CORO2A/MCTP1/GBP2/ACOT9/TYMP/SAT1/ZCCHC6/TLR4/P2RX1/LILRA5/NPL/STX11/IFI30/PTGER2/IFNGR2/MXD3/DOK3/LGALS3/ALOX5/ZFAND5/NAMPT/ALDH3B1/CLEC7A/CHST15/CALML4/HMOX1/SLA/KDM1B/BLVRA/ITM2B/MBD2/LIMS1/RAB10/GNS/TMBIM1/FTL/RNF149/CMTM7/MPP1/SSH2/DMXL2
610,"I (D10, moderate)",Neutrophil,Neutrophil...610,Neutrophil,21,0.6873132364,2.310639411,0.0001477193318,0.002171474177,0.001290600478,CellMarker,1122,"tags=71%, list=19%, signal=58%",RSAD2/CD177/MMP8/IFI6/LTF/S100A8/DEFA4/CEACAM8/TLR2/S100A9/LCN2/IFITM1/CAMP/CD38/MMP9
611,"I (D10, moderate)",Classical monocyte,Classical monocyte...611,Classical monocyte,23,0.6648535274,2.302507184,0.0001338640768,0.002171474177,0.001290600478,CellMarker,920,"tags=65%, list=15%, signal=55%",IFI44L/EPSTI1/ISG15/IFIT3/IFI6/XAF1/MX1/S100A8/S100A12/S100A9/ALOX5AP/CD9/PLBD1/IFIT2/CYP1B1
612,"I (D10, moderate)",CD8+ T cell,CD8+ T cell...612,CD8+ T cell,24,-0.5898397918,-2.280996377,0.0001637654737,0.00218850224,0.001300720987,CellMarker,911,"tags=67%, list=15%, signal=57%",GPR183/ANK3/CD4/GZMK/CD28/NKG7/CD3D/FGFBP2/THEMIS/CD3E/CD8B/CD8A/CD3G/TCF7/CCR7/PDCD1
613,"I (D10, moderate)",Macrophage,Macrophage...613,Macrophage,14,0.7233716276,2.184480073,0.0003250243967,0.00367527587,0.002184374488,CellMarker,890,"tags=71%, list=15%, signal=61%",VSIG4/CD163/IFI6/S100A12/GBP1/CD274/CD9/IL18/MARCO/DHRS9
614,"I (D10, moderate)",Exhausted CD8+ T cell,Exhausted CD8+ T cell...614,Exhausted CD8+ T cell,5,-0.8956912327,-2.02446675,0.0003230767919,0.00367527587,0.002184374488,CellMarker,633,"tags=100%, list=11%, signal=90%",CD3E/TIGIT/CD8A/PDCD1
615,"I (D10, moderate)",Natural killer T (NKT) cell,Natural killer T (NKT) cell...615,Natural killer T (NKT) cell,3,-0.9464493597,-1.773698129,0.0003533264296,0.003709927511,0.002204969448,CellMarker,326,"tags=100%, list=5%, signal=95%",CD8A/ZNF683
616,"I (D10, moderate)",Cytotoxic CD8+ T cell,Cytotoxic CD8+ T cell...616,Cytotoxic CD8+ T cell,6,-0.8116472546,-1.976882725,0.0005715517309,0.005601206962,0.003329038152,CellMarker,1139,"tags=100%, list=19%, signal=81%",CCL5/NKG7/FGFBP2/GZMH/KLRG1
617,"I (D10, moderate)",Memory CD8+ T cell,Memory CD8+ T cell...617,Memory CD8+ T cell,10,-0.713269648,-2.074339179,0.0006768328098,0.00621840144,0.00369586337,CellMarker,1139,"tags=90%, list=19%, signal=73%",GNLY/CCL5/GZMK/CD3D/FGFBP2/CD3E/GZMH/KLRG1/CD8A
618,"I (D10, moderate)",CD8 T cell,CD8 T cell...618,CD8 T cell,4,-0.8955422488,-1.891435394,0.0008021931869,0.006936611675,0.004122726595,CellMarker,633,"tags=100%, list=11%, signal=90%",CD3E/CD8B/CD8A
619,"I (D10, moderate)",Natural killer T(NKT) cell,Natural killer T(NKT) cell...619,Natural killer T(NKT) cell,6,-0.8011019839,-1.951198213,0.0008763717079,0.007157035615,0.004253734021,CellMarker,646,"tags=83%, list=11%, signal=74%",NKG7/CD2/CD3D/CD3E/CD8A
620,"I (D10, moderate)",Effector CD4+ T cell,Effector CD4+ T cell...620,Effector CD4+ T cell,6,-0.7921797005,-1.929466719,0.001148748268,0.008887683971,0.005282332757,CellMarker,1256,"tags=100%, list=21%, signal=79%",GNLY/CD4/GZMK/CD3D/CD3E
621,"I (D10, moderate)",Effector CD8 T cell,Effector CD8 T cell...621,Effector CD8 T cell,5,-0.8705706205,-1.967688429,0.00171496036,0.01046448904,0.006219495815,CellMarker,784,"tags=100%, list=13%, signal=87%",GZMK/NKG7/FGFBP2/GZMH
622,"I (D10, moderate)",CD4+ cytotoxic T2 cell,CD4+ cytotoxic T2 cell...622,CD4+ cytotoxic T2 cell,5,-0.8699051738,-1.966184368,0.001779675007,0.01046448904,0.006219495815,CellMarker,788,"tags=100%, list=13%, signal=87%",CCL5/CD28/NKG7/CD3E
623,"I (D10, moderate)",Exhausted CD4+ T cell,Exhausted CD4+ T cell...623,Exhausted CD4+ T cell,5,-0.8699051738,-1.966184368,0.001779675007,0.01046448904,0.006219495815,CellMarker,788,"tags=100%, list=13%, signal=87%",CD3D/CD3E/TIGIT/PDCD1
624,"I (D10, moderate)",T helper 1(Th1) cell,T helper 1(Th1) cell...624,T helper 1(Th1) cell,5,-0.8699051738,-1.966184368,0.001779675007,0.01046448904,0.006219495815,CellMarker,788,"tags=100%, list=13%, signal=87%",CCR6/CCR4/CXCR5/CXCR3
625,"I (D10, moderate)",T helper 17(Th17) cell,T helper 17(Th17) cell...625,T helper 17(Th17) cell,5,-0.8699051738,-1.966184368,0.001779675007,0.01046448904,0.006219495815,CellMarker,788,"tags=100%, list=13%, signal=87%",CCR6/RORC/CCR4/CXCR3
626,"I (D10, moderate)",Plasmacytoid dendritic cell,Plasmacytoid dendritic cell...626,Plasmacytoid dendritic cell,131,-0.2974253706,-1.690386431,0.001669502008,0.01046448904,0.006219495815,CellMarker,823,"tags=26%, list=14%, signal=23%",NRP1/ANKRD36B/AHI1/IGFBP3/CD4/FLNB/TP53I13/TTC24/PTPRS/CARD11/FMNL3/TBC1D4/LY9/CXCR3/PTPRCAP/NOTCH4/PLXNA4/TNFRSF21/ARHGEF4/LTB/VIPR2/PACSIN1/SLC12A3/SMPD3/LIME1/CUX2/CLIC3/CYP46A1/LRRC36/SPNS3/LILRA4/PLD4/LOC100507600/KRT5
627,"I (D10, moderate)",Regulatory T(Treg) cell,Regulatory T(Treg) cell...627,Regulatory T(Treg) cell,19,-0.562266769,-2.026243442,0.00207371856,0.01129024549,0.00671027838,CellMarker,1074,"tags=63%, list=18%, signal=52%",CORO1B/CDC25B/S1PR4/IL32/CD4/CD28/CCR4/CD3D/IKZF2/CD3E/TIGIT/CCR7
628,"I (D10, moderate)",CD4+ central memory like T (Tcm-like) cell,CD4+ central memory like T (Tcm-like) cell...628,CD4+ central memory like T (Tcm-like) cell,6,-0.7754837332,-1.888801308,0.002045844789,0.01129024549,0.00671027838,CellMarker,788,"tags=83%, list=13%, signal=72%",CD4/CD28/CD3E/TCF7/CCR7
629,"I (D10, moderate)",Proliferative CD8+ T cell,Proliferative CD8+ T cell...629,Proliferative CD8+ T cell,3,-0.8953933145,-1.678016293,0.003454985909,0.01813867602,0.01078059513,CellMarker,633,"tags=100%, list=11%, signal=90%",CD3E/CD8A
630,"I (D10, moderate)",Memory CD4+ T cell,Memory CD4+ T cell...630,Memory CD4+ T cell,11,-0.6893251979,-2.08150276,0.0037619075,0.0190689794,0.01133351443,CellMarker,911,"tags=82%, list=15%, signal=70%",GPR183/CD4/GZMK/CCR6/CD3D/S1PR1/IL7R/CD3E/CCR7
631,"I (D10, moderate)",Activated CD4+ T cell,Activated CD4+ T cell...631,Activated CD4+ T cell,11,-0.6843723596,-2.066547051,0.004212430247,0.02064090821,0.01226777932,CellMarker,788,"tags=73%, list=13%, signal=63%",CD4/CCR6/CD3D/IL7R/CD3E/CXCR3/TCF7/CCR7
632,"I (D10, moderate)",T follicular helper(Tfh) cell,T follicular helper(Tfh) cell...632,T follicular helper(Tfh) cell,7,-0.7398712238,-1.898255183,0.004797574499,0.02274978875,0.01352117771,CellMarker,788,"tags=86%, list=13%, signal=75%",CD4/CCR6/CXCR5/CXCR3/TIGIT/PDCD1
633,"I (D10, moderate)",Activated CD8+ T cell,Activated CD8+ T cell...633,Activated CD8+ T cell,7,-0.7335290403,-1.881983321,0.005783965419,0.02657009114,0.01579174769,CellMarker,784,"tags=86%, list=13%, signal=75%",CCL5/NKG7/CD3D/CD3E/GZMH/CD8A
634,"I (D10, moderate)",CD4+ T cell,CD4+ T cell...634,CD4+ T cell,31,-0.4931634561,-2.043029327,0.006032679978,0.02687284717,0.01597168862,CellMarker,1145,"tags=61%, list=19%, signal=50%",CDR2/RNF43/RORA/IL32/CD4/CD28/CCR6/CD3D/IKZF2/IL7R/CD3E/LTB/ZNRF3/TIGIT/FAM102A/CD3G/TCF7/CCR7/LRRN3
