"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"3622","LGALS9","Vaccination",2,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Vaccination only"
"3623","LGALS9","Vaccination",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3624","LGALS9","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3625","LGALS9","Vaccination",2,"Tolerance, NK cell","NATURAL KILLER CELL TOLERANCE INDUCTION","Vaccination only"
"3626","LGALS9","Vaccination",2,"NK cell","NK CELL","Vaccination only"
"3627","LIF","Vaccination",5,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3628","LILRA5","Vaccination",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3629","LILRA5","Vaccination",2,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3630","LILRA5","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3631","LILRB1","Vaccination",2,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"3632","LILRB1","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3633","LILRB1","Vaccination",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3634","LILRB1","Vaccination",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3635","LILRB1","Vaccination",2,"Proliferation, Immune response, T cell","T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3636","LILRB1","Vaccination",2,"T cells","T CELLS","Vaccination only"
"3637","LILRB4","Vaccination",2,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"3638","LILRB4","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3639","LILRB4","Vaccination",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3640","LILRB4","Vaccination",2,"Tolerance, Induction","TOLERANCE INDUCTION","Vaccination only"
"3641","LYL1","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3642","LYL1","Vaccination",2,"Differentiation, B cell","B CELL DIFFERENTIATION","Vaccination only"
"3643","LYL1","Vaccination",2,"B cells","B CELLS","Vaccination only"
"3644","MAP3K8","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3645","MAP3K8","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3646","MAP3K8","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3647","MAP3K8","Vaccination",1,"Costimulation, T cell","T CELL COSTIMULATION","Vaccination only"
"3648","MAP3K8","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3649","MASP1","Vaccination",1,"Activation, Complement","COMPLEMENT ACTIVATION","Vaccination only"
"3650","MASP1","Vaccination",1,"Complement, Lectin pathway","COMPLEMENT ACTIVATION, LECTIN PATHWAY","Vaccination only"
"3651","MASP1","Vaccination",1,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Vaccination only"
"3652","MASP1","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3653","MASP1","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3654","MASP1","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3655","MDK","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3656","MDK","Vaccination",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3657","MDK","Vaccination",2,"Chemotaxis, Inflammatory response, Leukocyte","LEUKOCYTE CHEMOTAXIS INVOLVED IN INFLAMMATORY RESPONSE","Vaccination only"
"3658","MDK","Vaccination",2,"Activation, Immune response, T cell","T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"3659","MDK","Vaccination",2,"T cells","T CELLS","Vaccination only"
"3660","MPL","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3661","MPL","Vaccination",1,"B cells","B CELLS","Vaccination only"
"3662","MPL","Vaccination",1,"Homeostasis, Basophil","BASOPHIL HOMEOSTASIS","Vaccination only"
"3663","MPL","Vaccination",1,"Eosinophil","EOSINOPHIL","Vaccination only"
"3664","MPL","Vaccination",1,"Homeostasis, Eosinophil","EOSINOPHIL HOMEOSTASIS","Vaccination only"
"3665","MPL","Vaccination",1,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3666","MPL","Vaccination",1,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Vaccination only"
"3667","MPL","Vaccination",1,"Ig, Immune response","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Vaccination only"
"3668","MPL","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3669","MPL","Vaccination",1,"Homeostasis, Monocyte","MONOCYTE HOMEOSTASIS","Vaccination only"
"3670","MPL","Vaccination",1,"Monocytes","MONOCYTES","Vaccination only"
"3671","MPL","Vaccination",1,"Neutrophil","NEUTROPHIL","Vaccination only"
"3672","MPL","Vaccination",1,"Homeostasis, Neutrophil","NEUTROPHIL HOMEOSTASIS","Vaccination only"
"3673","MRC1","Vaccination",2,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3674","MRC1","Vaccination",2,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Vaccination only"
"3675","MRC1","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3676","MT1G","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3677","MT1G","Vaccination",1,"Activation, Monocyte","MONOCYTE ACTIVATION","Vaccination only"
"3678","MT1G","Vaccination",1,"Monocytes","MONOCYTES","Vaccination only"
"3679","MX1","Vaccination",7,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3680","MX1","Vaccination",7,"Antiviral innate immune response","ANTIVIRAL INNATE IMMUNE RESPONSE","Vaccination only"
"3681","MX1","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3682","MX1","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3683","MX1","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3684","MX1","Vaccination",7,"Response to Interferon I","RESPONSE TO TYPE I INTERFERON","Vaccination only"
"3685","MX2","Vaccination",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3686","MX2","Vaccination",5,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3687","MX2","Vaccination",5,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3688","NCAPH2","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3689","NCAPH2","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3690","NCAPH2","Vaccination",1,"Differentiation, T cell, Thymus","T CELL DIFFERENTIATION IN THYMUS","Vaccination only"
"3691","NCAPH2","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3692","NCF1","Vaccination",2,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3693","NCF1","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3694","NEDD4","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3695","NEDD4","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3696","NFKBIA","Vaccination",4,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3697","NFKBIA","Vaccination",4,"Antigen recognition processing and presentation","ARPP","Vaccination only"
"3698","NFKBIA","Vaccination",4,"Signaling, BCR, B cell","B CELL RECEPTOR SIGNALING PATHWAY","Vaccination only"
"3699","NFKBIA","Vaccination",4,"B cells","B CELLS","Vaccination only"
"3700","NFKBIA","Vaccination",4,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3701","NFKBIA","Vaccination",4,"PRR, NOD1","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","Vaccination only"
"3702","NFKBIA","Vaccination",4,"PRR, NOD2","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","Vaccination only"
"3703","NFKBIA","Vaccination",4,"PRR, TLR4, Pathway","TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","Vaccination only"
"3704","NKX2-3","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3705","NKX2-3","Vaccination",1,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3706","NKX2-3","Vaccination",1,"Development, Lymph node","LYMPH NODE DEVELOPMENT","Vaccination only"
"3707","NKX2-3","Vaccination",1,"Development, Lymphoid tissue, Mucosa","MUCOSA-ASSOCIATED LYMPHOID TISSUE DEVELOPMENT","Vaccination only"
"3708","NKX2-3","Vaccination",1,"Development, Spleen","SPLEEN DEVELOPMENT","Vaccination only"
"3709","NLRC5","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3710","NLRC5","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3711","NLRC5","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3712","NLRP9","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3713","NLRP9","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3714","NLRP9","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3715","NRARP","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3716","NRARP","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3717","NRARP","Vaccination",1,"Differentiation, T cell","T CELL DIFFERENTIATION","Vaccination only"
"3718","NRARP","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3719","OAS2","Vaccination",7,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"3720","OAS2","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3721","OAS2","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3722","OAS2","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3723","OAS2","Vaccination",7,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Vaccination only"
"3724","OLR1","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3725","OSM","Vaccination",2,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3726","PARP9","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3727","PARP9","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3728","PARP9","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3729","PBX1","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3730","PBX1","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3731","PBX1","Vaccination",1,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3732","PBX1","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3733","PBX1","Vaccination",1,"Differentiation, NK cell","NATURAL KILLER CELL DIFFERENTIATION","Vaccination only"
"3734","PBX1","Vaccination",1,"NK cell","NK CELL","Vaccination only"
"3735","PBX1","Vaccination",1,"Development, Spleen","SPLEEN DEVELOPMENT","Vaccination only"
"3736","PBX1","Vaccination",1,"Development, Thymocyte","THYMUS DEVELOPMENT","Vaccination only"
"3737","PDE4B","Vaccination",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3738","PDE4B","Vaccination",3,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3739","PDE4B","Vaccination",3,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3740","PDE4B","Vaccination",3,"Migration, Leukocyte","LEUKOCYTE MIGRATION","Vaccination only"
"3741","PDE4B","Vaccination",3,"Neutrophil","NEUTROPHIL","Vaccination only"
"3742","PDE4B","Vaccination",3,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Vaccination only"
"3743","PDE4B","Vaccination",3,"Homeostasis, Neutrophil","NEUTROPHIL HOMEOSTASIS","Vaccination only"
"3744","PDE4B","Vaccination",3,"Signaling, T cell","T CELL RECEPTOR SIGNALING PATHWAY","Vaccination only"
"3745","PDE4B","Vaccination",3,"T cells","T CELLS","Vaccination only"
"3746","PF4V1","Vaccination",1,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
"3747","PF4V1","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3748","PF4V1","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3749","PF4V1","Vaccination",1,"Neutrophil","NEUTROPHIL","Vaccination only"
"3750","PF4V1","Vaccination",1,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Vaccination only"
"3751","PI3","Vaccination",4,"Antibacterial humoral response","ANTIBACTERIAL HUMORAL RESPONSE","Vaccination only"
"3752","PI3","Vaccination",4,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3753","PI3","Vaccination",4,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3754","PIK3AP1","Vaccination",3,"Antigen recognition processing and presentation","ARPP","Vaccination only"
"3755","PIK3AP1","Vaccination",3,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3756","PIK3AP1","Vaccination",3,"PRR, TLR2, Pathway","TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","Vaccination only"
"3757","PIK3AP1","Vaccination",3,"PRR, TLR4, Pathway","TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","Vaccination only"
"3758","PIK3AP1","Vaccination",3,"PRR, TLR7, Pathway","TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","Vaccination only"
"3759","PIK3AP1","Vaccination",3,"PRR, TLR9, Pathway","TOLL-LIKE RECEPTOR 9 SIGNALING PATHWAY","Vaccination only"
"3760","PIK3R1","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3761","PIK3R1","Vaccination",1,"Differentiation, B cell","B CELL DIFFERENTIATION","Vaccination only"
"3762","PIK3R1","Vaccination",1,"B cells","B CELLS","Vaccination only"
"3763","PIK3R1","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3764","PIK3R1","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3765","PIK3R1","Vaccination",1,"Migration, Myeloid leukocyte","MYELOID LEUKOCYTE MIGRATION","Vaccination only"
"3766","PIK3R1","Vaccination",1,"Differentiation, T cell","T CELL DIFFERENTIATION","Vaccination only"
"3767","PIK3R1","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3768","PML","Vaccination",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3769","PML","Vaccination",5,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3770","PML","Vaccination",5,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3771","PPP2CA","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3772","PPP2CA","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3773","PPP2CA","Vaccination",1,"Homeostasis, T cell","T CELL HOMEOSTASIS","Vaccination only"
"3774","PPP2CA","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3775","PRDX2","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3776","PRDX2","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3777","PRDX2","Vaccination",1,"Inflammation","INFLAMMATION","Vaccination only"
"3778","PRDX2","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3779","PRDX2","Vaccination",1,"Activation, Leukocyte","LEUKOCYTE ACTIVATION","Vaccination only"
"3780","PRDX2","Vaccination",1,"Respiratory burst, Inflammation","RESPIRATORY BURST INVOLVED IN INFLAMMATORY RESPONSE","Vaccination only"
"3781","PRDX2","Vaccination",1,"Homeostasis, T cell","T CELL HOMEOSTASIS","Vaccination only"
"3782","PRDX2","Vaccination",1,"Proliferation, T cell","T CELL PROLIFERATION","Vaccination only"
"3783","PRDX2","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3784","PRDX2","Vaccination",1,"Development, Thymocyte","THYMUS DEVELOPMENT","Vaccination only"
"3785","PRF1","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3786","PRF1","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3787","PRF1","Vaccination",1,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3788","PRF1","Vaccination",1,"Immune response, Tumor cell","IMMUNE RESPONSE TO TUMOR CELL","Vaccination only"
"3789","PRF1","Vaccination",1,"Formation, Immunological synapse","IMMUNOLOGICAL SYNAPSE FORMATION","Vaccination only"
"3790","PRF1","Vaccination",1,"Cytotoxicity, Leukocyte","LEUKOCYTE MEDIATED CYTOTOXICITY","Vaccination only"
"3791","PRF1","Vaccination",1,"T cell-mediated cytotoxicity","T CELL MEDIATED CYTOTOXICITY","Vaccination only"
"3792","PRF1","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3793","PRTN3","Vaccination",2,"Antimicrobial humoral response","ANTIMICROBIAL HUMORAL RESPONSE","Vaccination only"
"3794","PRTN3","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3795","PRTN3","Vaccination",2,"Neutrophil","NEUTROPHIL","Vaccination only"
"3796","PRTN3","Vaccination",2,"Extravasation, Neutrophil","NEUTROPHIL EXTRAVASATION","Vaccination only"
"3797","PSMB11","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3798","PSMB11","Vaccination",1,"Differentiation, CD8+, abT cell","CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION","Vaccination only"
"3799","PSMB11","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3800","PSMB11","Vaccination",1,"Differentiation, T cell, Thymus","T CELL DIFFERENTIATION IN THYMUS","Vaccination only"
"3801","PSMB11","Vaccination",1,"T cells","T CELLS","Vaccination only"
"3802","PSMB9","Vaccination",4,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"3803","PTAFR","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"3804","PTX3","Vaccination",4,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3805","PTX3","Vaccination",4,"B cells","B CELLS","Vaccination only"
"3806","PTX3","Vaccination",4,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"3807","PTX3","Vaccination",4,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"3808","PTX3","Vaccination",4,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"3809","PTX3","Vaccination",4,"Opsonization","OPSONIZATION","Vaccination only"
