Cond1	Cond2	Shared	NotShared_cond1	NotShared_cond2	Total_Genes_Cond1	Total_Genes_Cond2	Genes_Names	Percentage_Shared_Cond1	Percentage_Shared_Cond2	pvalue	qvalue	log_q
BNT-I (D26, mild)	BNT-I (D1)	63	98	295	161	358	HMGB3, NFKBIA, MIR221, MIR222, IGFBP2, MAPKAPK2, JMJD6, JAG1, IL1R2, CD3G, TRIM32, ITGA9, SLC11A1, VSIG4, LYVE1, GAPDH, S1PR1, IRS2, NFKBIZ, FTH1, LAX1, MSH2, SLPI, C1R, IKZF3, BCL3, CD40LG, ZNF572, EOMES, PURA, GCSAM, ADAM9, RAP1GAP, CCR6, PELI1, KLRC4, CAMP, LTF, GPR18, AHR, MMP8, FCER2, TRIB1, ADGRG3, SIT1, CTSK, ARG1, TUBB4B, CD2, SLC18A2, IL7R, KLRG1, TIGIT, SLAMF6, CR2, FUT4, DUSP1, CD22, NFIL3, STAP1, CLEC5A, TLR3, CXCR5	39.13	17.6	7.82601221563692e-57	2.40022773948678e-56	55.6197475494092
BNT-I (D26, severe)	BNT-I (D1)	24	137	55	161	79	NFKBIA, CXCL2, MIR221, MIR222, FOXO3, MAPKAPK2, JMJD6, JAG1, TRIM32, F12, LYVE1, S1PR1, IRS2, ITGB3, PELI1, LTF, MMP8, TRIB1, TUBB4B, JUN, SLC18A2, XKR8, CR2, NFIL3	14.91	30.38	1.09226410837984e-32	1.9456837074607e-32	31.710927757731
BNT-I (D3)	BNT-I (D1)	42	119	68	161	110	NFKBIA, FOSL1, MIR221, EGR3, PRR7, ADORA2A, MIR222, APOA2, JMJD6, JAG1, IL1R2, ICAM1, GPR15, VSIG4, SLC15A3, FCAR, F12, TREM1, TNFAIP3, NFKBIZ, C1R, BCL3, NR4A3, CXCL16, RAP1GAP, PELI1, TNFSF9, RAB43, SH2B2, MMP8, FCER2, TRIB1, ADGRG3, CHGA, ARG1, SLC18A2, NFKBID, RGS1, NFIL3, IL13, CLEC5A, IFNL2	26.09	38.18	2.54370492513423e-29	4.09668324364602e-29	28.3875676144835
BNT-I (D4)	BNT-I (D1)	10	151	12	161	22	EPB42, ADORA2A, SLC4A1, FOXO3, JMJD6, AHSP, RAP1GAP, PELI1, ALAS2, KLF1	6.21	45.45	6.36697318810818e-13	5.9884099429168e-13	12.2226884772247
BNT-I-BNT (D51, mild)	BNT-I (D1)	19	142	48	161	67	ITGA9, GAPDH, S1PR1, IRS2, MSH2, CD40LG, GCSAM, CAMP, LTF, AHR, MMP8, FCER2, IL7R, TIGIT, SLAMF6, CR2, FUT4, CD22, CXCR5	11.8	28.36	4.51620001147144e-32	7.88554233303095e-32	31.1031684324374
BNT-I-BNT (D51, severe)	BNT-I (D1)	2	159	13	161	15	AHR, OSM	1.24	13.33	7.72413451976988e-18	8.54021718023098e-18	17.0685310849343
BNT-MO (V3, D1)	BNT-I (D1)	15	146	180	161	195	NFKBIA, CXCL2, FOSL1, EGR3, ICAM1, TNFAIP3, HOXA5, NR4A3, PELI1, TRIB1, DUSP1, RGS1, NFIL3, OSM, JUNB	9.32	7.69	8.64972742852387e-80	5.0846485651570806e-79	78.2937390587663
ChAd (V1, D3)	BNT-I (D1)	7	154	130	161	137	CD34, CXCL2, CXCL3, IL1R2, LYVE1, CD276, ADGRG3	4.35	5.11	4.3014342471493003e-75	2.10712627012588e-74	73.6763094383949
ChAd (V1, D6)	BNT-I (D1)	2	159	83	161	85	EPB42, VSIG4	1.24	2.35	7.60077374328549e-64	3.0463857986938e-63	62.5162150978371
ChAd (V1, D7)	BNT-I (D1)	6	155	31	161	37	EPB42, SLC4A1, AHSP, SLPI, ALAS2, PGLYRP1	3.73	16.22	4.0875404513709394e-30	6.7684968266028e-30	29.169507770369002
ChAd (V2, D1)	BNT-I (D1)	3	158	141	161	144	CD34, CXCL2, SIT1	1.86	2.08	2.5238896303789096e-84	1.61851764825897e-83	82.790882560704
ChAd (V2, D3)	BNT-I (D1)	2	159	9	161	11	RAB43, CHGA	1.24	18.18	2.08749692423769e-13	2.0061783968967499e-13	12.6976304505065
ChAd (V2, D7)	BNT-I (D1)	0	161	1	161	1	NA	0	0	0.00617283950617284	0.00419495587569307	2.37727260290293
ChAd-BNT (V2, D3)	BNT-I (D1)	12	149	170	161	182	CXCL3, MIR222, APOA2, IL1R2, ITGB3, NFKBIZ, EREG, RAB43, ADGRG3, XCL2, CCL24, JUNB	7.45	6.59	1.12191728852545e-80	6.70685007634176e-80	79.1734814016876
ChAd-BNT (V2, D7)	BNT-I (D1)	20	141	97	161	117	EPB42, CXCL2, CXCL3, EGR3, SLC4A1, PTX3, IL1R2, ICAM1, AHSP, TREM1, ITGB3, MPL, NR4A3, CD83, RAP1GAP, ALAS2, ADGRG3, CD300LD, TAL1, TNF	12.42	17.09	2.17767598459075e-51	5.44733292116914e-51	50.2638160814171
ChAd-BNT (V3, D1)	BNT-I (D1)	17	144	227	161	244	CXCL2, CXCL3, FOSL1, EGR3, FLT3, ICAM1, VSIG4, TNFAIP3, NFKBIZ, EREG, CD83, TRIB1, KYNU, ATP1B1, EPS8, CD300LD, RGS1	10.56	6.97	6.658266750687299e-88	4.79264079117728e-87	86.3194251201957
I (D10, moderate)	BNT-I (D1)	61	100	423	161	484	HMGB3, NFKBIA, GPR171, CXCL2, CXCL3, MIR221, EGR3, FLT3, SDC4, MIR222, PTX3, APOA2, FOXO3, JMJD6, JAG1, IL1R2, ICAM1, CD3G, TRIM32, GPR15, VSIG4, FCAR, F12, LYVE1, S1PR1, IRS2, ITGB3, NFKBIZ, SLPI, C1R, BCL3, EREG, CD40LG, EOMES, GCSAM, ADAM9, CCR6, PELI1, THBS1, KLRC4, CAMP, LTF, MIR146A, AHR, MMP8, TRIB1, ACVR1B, SIT1, CTSK, ARG1, JUN, CD2, IL7R, KLRG1, CEACAM4, TIGIT, FUT4, DUSP1, NFIL3, CLEC5A, CXCR5	37.89	12.6	2.77655963779398e-70	1.28855566122658e-69	68.8898968166618
I (D10, severe)	BNT-I (D1)	72	89	463	161	535	HMGB3, NFKBIA, GPR171, CXCL2, SLC22A13, FLT3, SDC4, FOXO3, MAPKAPK2, JMJD6, JAG1, IL1R2, CD3G, TRIM32, GPR15, SLC11A1, VSIG4, FCAR, F12, TREM1, LYVE1, GAPDH, S1PR1, IRS2, TNFAIP3, NFKBIZ, NR1H2, HOXA5, HIF1A, FTH1, SLPI, C1R, BCL3, EREG, CD40LG, ZNF572, PURA, CXCL16, GCSAM, ADAM9, RAP1GAP, CCR6, PADI4, PELI1, THBS1, RAB43, CAMP, LTF, GPR18, MMP8, TRIB1, ADGRG3, ACVR1B, SIT1, CHGA, ARG1, ATP1B1, TUBB4B, CD2, SLC18A2, IL7R, KLRG1, XKR8, CEACAM4, TIGIT, PGLYRP1, DUSP1, CCR8, NFIL3, INHBA, HRH2, TLR3	44.72	13.46	1.53524888044267e-63	6.01652948535666e-63	62.2206539505996
I (D26, moderate)	BNT-I (D1)	63	98	252	161	315	HMGB3, NFKBIA, CXCL2, CXCL3, FLT3, SDC4, SLC4A1, IGFBP2, FOXO3, JMJD6, JAG1, IL1R2, CD3G, TRIM32, AHSP, SPTA1, ITGA9, GPR15, SLC11A1, VSIG4, FCAR, F12, LYVE1, GAPDH, S1PR1, IRS2, ITGB3, LAX1, SLPI, C1R, EREG, CD40LG, EOMES, GCSAM, ADAM9, CCR6, PADI4, PELI1, THBS1, KLRC4, CAMP, LTF, AHR, MMP8, TRIB1, ACVR1B, SIT1, CTSK, ARG1, CD2, SLC18A2, IL7R, KLRG1, TIGIT, CR2, FUT4, PGLYRP1, DUSP1, NFIL3, INHBA, CLEC5A, HRH2, CXCR5	39.13	20	4.62982998430833e-52	1.19193959154012e-51	50.9237457544327
I (D26, severe)	BNT-I (D1)	69	92	458	161	527	HMGB3, NFKBIA, CXCL2, CXCL3, SLC22A13, FLT3, PRG2, SDC4, PRR7, PTX3, APOA2, FOXO3, JMJD6, JAG1, KCNQ1, IL1R2, TRPM4, ICAM1, CD3G, TRIM32, SPTA1, ITGA9, GPR15, VSIG4, FCAR, F12, LYVE1, S1PR1, IRS2, TNFAIP3, ITGB3, NFKBIZ, HIF1A, FTH1, SLPI, BCL3, EREG, CD40LG, ZNF572, EOMES, CXCL16, GCSAM, ADAM9, PELI1, KLRC4, RAB43, CAMP, LTF, MIR146A, MMP8, TRIB1, SIT1, CTSK, ARG1, JUN, CD2, SLC18A2, IL7R, CD14, EPS8, KLRG1, TIGIT, XCL2, FUT4, DUSP1, NFIL3, INHBA, CLEC5A, TLR3	42.86	13.09	8.03193378674955e-66	3.4973964929515e-65	64.4562551297897
I (D51, moderate)	BNT-I (D1)	5	156	8	161	13	EPB42, SLC4A1, AHSP, LTF, MMP8	3.11	38.46	9.2267364051306e-11	8.135755561855229e-11	10.0896021082333
I (D51, severe)	BNT-I (D1)	76	85	299	161	375	NFKBIA, CXCL2, FOSL1, MIR221, EGR3, SLC22A13, FLT3, SDC4, ADORA2A, MIR222, SLC4A1, PTX3, IGFBP2, APOA2, FOXO3, MAPKAPK2, ZC3H12A, JMJD6, JAG1, IL1R2, ICAM1, CD3G, TRIM32, AHSP, GPR15, SLC15A3, FCGRT, FCAR, F12, TREM1, GAPDH, S1PR1, IRS2, TNFAIP3, NFKBIZ, NINJ1, NR1H2, HOXA5, HIF1A, FTH1, SLPI, C1R, BCL3, NR4A3, EREG, CD40LG, ZNF572, GCSAM, ADAM9, RAP1GAP, CDC42EP4, SPHK1, PELI1, THBS1, DUSP10, KLRC4, SLC7A5, TNFSF9, SH2B2, CAMP, LTF, MMP8, TRIB1, ADGRG3, CHGA, ARG1, TUBB4B, IL7R, CEACAM4, FUT4, PGLYRP1, NFKBID, RAPGEF3, NFIL3, INHBA, JUNB	47.2	20.27	7.39035223278229e-48	1.7262272182756702e-47	46.7629020399368
I-BNT-I (D2)	BNT-I (D1)	1	160	0	161	1	EREG	0.62	100	1	0.55984682558178	0.251930779965426
I-I (D1)	BNT-I (D1)	2	159	12	161	14	FCER2, CD22	1.24	14.29	8.959996042933051e-17	9.57643019809899e-17	16.0187963525281
I-I (D5)	BNT-I (D1)	0	161	1	161	1	NA	0	0	0.00617283950617284	0.00419495587569307	2.37727260290293
ZF2001 (V3, D07)	BNT-I (D1)	39	122	191	161	230	NFKBIA, CXCL2, CXCL3, FOSL1, SLC22A13, SDC4, PRR7, ADORA2A, PTX3, ZC3H12A, ICAM1, SBDS, LYVE1, CD276, IRS2, TNFAIP3, NFKBIZ, NINJ1, FTH1, BCL3, NR4A3, EREG, CD83, SPHK1, PELI1, DUSP10, SLC7A5, AHR, TRIB1, CEACAM4, FUT4, PGLYRP1, RGS1, NFIL3, IL13, INHBA, OSM, TNF, JUNB	24.22	16.96	1.8908439798669698e-60	6.35149799879366e-60	59.1971238344111
ZF2001 (V3, D14)	BNT-I (D1)	8	153	25	161	33	NFKBIA, CXCL2, SLC22A13, ADORA2A, PTX3, SBDS, SPHK1, TRIB1	4.97	24.24	2.13192688922662e-24	2.9838812532649e-24	23.5252184640673
ZF2001 (V3, D28)	BNT-I (D1)	4	157	13	161	17	NFKBIA, CXCL2, PTX3, TNFAIP3	2.48	23.53	1.75080382448117e-16	1.84332727436389e-16	15.7343975509274
BNT-I (D10, severe)	BNT-I (D10, mild)	478	163	177	641	655	FCRL3, LY9, IFI27, IL21R, IKZF3, IL7R, SMARCD3, SLAMF6, RAB32, TRIM32, FCER1A, TIGIT, GPR174, NFATC2, CTSF, CD96, NLRC3, GCSAM, THEMIS, ETS1, ITGB7, ADD2, UBASH3A, MS4A2, RNF135, ZAP70, RFTN1, GCNT4, CCR6, IL15, KLRG1, CD2, CCR7, ITGA7, MID2, TBX21, CNR2, CAMK4, CXCR5, CARD11, SCART1, SP100, OTUD7B, MAP2K6, SKAP1, CD8B, PLCG1, CST7, TESPA1, RASGRP1, IFI44, CD247, STXBP4, KLRC4, CD3E, PIP, IL18, SH2D2A, CD6, TCF7, ITK, HLA-DOA, GPR171, MFHAS1, HMGN2, ZNF675, AKIRIN2, CD8A, PYHIN1, LRRC14, CRTAM, KLRC3, BACH2, FBXO9, EREG, CTSW, LCK, S100A7, CD5, ANXA3, LMO4, HERC5, RPS17, CD3G, ANKHD1, TGFBR3, CHIT1, RPL22, ITGB8, EOMES, JAK2, TRAT1, NCR3, CD40LG, A2M, PTPRS, CBLB, GATA3, PLEKHA1, RORA, MMP8, TNIP1, PTGDR2, OASL, TRIM22, HHEX, GAPDH, APOBEC3A, S1PR1, ATM, CD58, S100A9, LAX1, IL18RAP, IFI44L, GNLY, CD200R1, BCL2, LEF1, ZBP1, IFI6, BCL6, S100A8, OAS1, RORC, SMPD3, PHF10, LY96, SARM1, RUNX3, MTUS1, IL2RB, PRKCH, CEACAM7, PLSCR1, IFITM1, ANXA1, UBE2J1, KLRC2, SPN, C1R, PDGFD, SRPK1, BCL11B, STK39, DOCK10, DNAJA3, POLR3H, PARP9, VSIG4, PLD4, KLRB1, SH2D1A, VAV3, ENPP3, MAPK14, TXK, RNASE2, HMGB2, SLPI, VNN1, IFI30, NMI, ZBTB25, KLRK1, DDX60, SIT1, CR1L, RSAD2, USP18, OAS2, CD28, KMT2A, MCU, HLA-C, GPER1, SIRPG, NDRG1, ADAM9, ADARB1, CLEC4A, MX1, SPPL2A, SLAMF1, LILRA6, SDC4, ITGA3, IRAK3, GPR18, HP, NFIL3, LTF, ALOX15, FCER1G, GPR183, ALPK1, FYN, MFSD6, LCN2, DEFA4, B2M, CD59, OAS3, RTN4, CASP1, TLR5, VPREB3, USP15, GCSAML, WNT10B, HAVCR1, IL5RA, POLR3B, CD1C, CD3D, CFLAR, FCGR1A, MYD88, TOX, FASLG, VIM, ITGA6, CCL28, FFAR3, GATA2, ACE, KLRC4-KLRK1, YES1, CCNB2, STXBP1, PSMB8, ITFG2, C3AR1, ZNF16, CCR9, ITGAM, ARG1, SERPING1, GZMM, CACNA1C, HLA-B, PIK3AP1, DPP4, MERTK, VEGFB, GPR15, PGLYRP4, GPR89B, TRAFD1, SELL, NCAPH2, FLOT1, STAT2, GPR108, EIF2AK2, PSMB9, FCER2, BTN1A1, TLR2, TIFA, KLF10, PRKCA, ASB2, DLL4, MIR17HG, CXCL3, CCR4, G3BP1, RNASE4, DNASE1L3, FAS, ALOX5, ISG15, RBCK1, MX2, FLNB, TNFSF13B, POLR3E, PYCARD, TBKBP1, ANG, TNFRSF21, CTSD, FNIP1, IFNGR2, CR2, THBS1, PPP2R3C, CEACAM1, TANK, TRIM25, N4BP3, TLR10, TRIM6, CD4, TLR3, CCL5, PURA, CD24, JAK3, SMAD7, TARM1, NOD2, ZNF572, MPO, DLL1, CEACAM8, BTN2A3P, HLA-E, KAT6B, WNT1, IFIT1, CD84, MYC, CLEC4D, MAPK3, TGFB3, RARG, HSPH1, IFIH1, ICOS, IFI35, CDC42EP4, TBK1, RAB20, EXT1, EPHB2, POLR3D, CEBPB, ZNF683, IL1RN, ITM2A, BATF, HLA-A, APBB1IP, AIM2, IFIT3, TSC22D3, IFI16, RAF1, MAPT, TRIM64B, S100A12, SOS2, BST1, IL1R1, SLC39A10, CD200, SNX27, BPI, CFH, GBP6, CCR8, TNFSF11, RNF125, KLHL25, ADM, RIOK3, PARP14, PRKCQ, CD274, ZBTB34, RC3H1, LILRA5, PIK3R1, IL1R2, CD160, HFE, RAG1, CCND3, CD248, PML, CRISP3, IFITM2, CXCL10, IRS2, FTH1, NFKBIA, FUT4, BATF2, JMJD6, TNFAIP6, ROMO1, AZI2, TRIB1, BCL3, ZC3HAV1, GPX1, CXCL11, SEMA4A, PPARG, HLA-H, ALAS1, POLB, CDK6, C1QC, HMGB3, PDCD1, OLR1, TFEB, KLF6, FGR, GSN, NBN, DTX3L, BMX, TRIM21, LAT2, CLNK, FUT7, F12, PRKCD, ADAR, JAG1, BCL10, CAMP, CD1E, CLEC4E, AZU1, GBP2, RNASE3, CD55, MCOLN2, POU4F1, SLC15A4, DYSF, BAK1, IL10RB, ZBTB46, IRAK1BP1, CTSG, HHLA2, CTLA4, NCF2, PRG2, CXCR3, HLX, HDAC4, CYP19A1, DBH, IL36A, NTRK1, IFIT5, DCST1, CACTIN, HOXB4, CASP4, NAIP, C1QB, FLT3, LAMP3, CD177, WDFY1, SMPDL3B, RIPK3, IL4, TAP1, GBP1, CDKN2B, IFITM3, IL23R, LFNG, PELI1, IL17RA, LAT, PLK2, MAFB, RIPK2, TREM2, CFB, CR1, ELANE, RBM47, C1RL, DNAJB9, TSPAN6, CX3CR1, TRAF4	74.57	72.98	4.72748189661602e-20	5.74965314370332e-20	19.2403583539746
BNT-I (D26, mild)	BNT-I (D10, mild)	296	345	62	641	358	FCRL3, LY9, IL21R, IKZF3, IL7R, SMARCD3, SLAMF6, RAB32, TRIM32, TIGIT, GPR174, NFATC2, CTSF, AKAP1, CD96, NLRC3, GCSAM, THEMIS, ETS1, ITGB7, MAD2L2, ADD2, UBASH3A, RNF135, ZAP70, RFTN1, GCNT4, CCR6, KLRG1, CD2, CCR7, ITGA7, MID2, TBX21, CNR2, CAMK4, CXCR5, CARD11, SCART1, OTUD7B, MAP2K6, PLCG1, CST7, TESPA1, RASGRP1, GPAM, CD247, STXBP4, KLRC4, CD3E, PIP, IL18, SH2D2A, CD6, TCF7, ITK, HLA-DOA, MFHAS1, HMGN2, ZNF675, AKIRIN2, LRRC14, KLRC3, BACH2, FBXO9, LCK, CD5, ANXA3, MEN1, RPS17, CD3G, ANKHD1, CHIT1, RPL22, EOMES, JAK2, TRAT1, NCR3, CD40LG, A2M, CBLB, GATA3, PLEKHA1, MMP8, TNIP1, HHEX, GAPDH, APOBEC3A, S1PR1, ATM, ST6GAL1, CD58, S100A9, LAX1, IL18RAP, GNLY, CD200R1, BCL2, LEF1, BCL6, S100A8, RORC, PHF10, LY96, MTUS1, PRKCH, MSH2, PRF1, ANXA1, SLC12A2, UBE2J1, SPN, C1R, FCRL1, SRPK1, BCL11B, CD79B, DOCK10, DNAJA3, POLR3H, VSIG4, RAC1, PLD4, MAPK14, HMGB2, SLPI, VNN1, IFI30, SIT1, CR1L, KMT2A, MCU, HLA-C, GPER1, SIRPG, ADAM9, ADARB1, CD22, CLEC4A, DNASE2, SPPL2A, SLAMF1, LILRA6, ITGA3, IRAK3, GPR18, HP, NFIL3, LTF, FCER1G, GPR183, ALPK1, MFSD6, CYP26B1, LCN2, DEFA4, CD59, FKBP1A, RTN4, TLR5, VPREB3, USP15, HAVCR1, PRELID1, CD1C, CFLAR, KAT2A, MILR1, MYD88, FASLG, VIM, PAX5, ACE, CCNB2, ZNF16, CCR9, ITGAM, ARG1, MERTK, GPR89B, SELL, FLOT1, LGALS3, GPR108, FCER2, ARHGEF5, TLR2, CD79A, DUSP3, KLF10, RNASE4, DNASE1L3, ALOX5, DDX1, FLNB, SCRIB, TBKBP1, CTSD, FNIP1, IFNGR2, CR2, PPP2R3C, TRIM25, AQP3, N4BP3, TLR10, TLR3, BIRC3, PURA, CD24, JAK3, TARM1, SPG21, ZNF572, DLL1, CEACAM8, NCR1, MS4A1, CLEC4D, MAPK3, TGFB3, RARG, BANK1, BLK, TNFRSF13C, PPP2CA, TSC22D3, RAF1, TRIM64B, DTX1, S100A12, AHR, SOS2, BST1, IL1R1, RHOA, CD200, VAMP3, BPI, GPSM3, KLHL25, ADM, RIOK3, ZBTB34, LILRA5, IL1R2, RAG1, CCND3, CD248, CEBPA, LEO1, CRISP3, IRS2, FTH1, NFKBIA, FUT4, JMJD6, ACTB, TRIB1, BCL3, ZBTB6, GPX1, SEMA4A, PPARG, MPP1, HMGB3, OLR1, KLF6, ST3GAL4, CLNK, FUT7, PRKCD, JAG1, BCL10, LYN, CAMP, CD19, CD55, APOBEC3D, SLC15A4, DYSF, IRAK1BP1, PRMT6, CYP19A1, CTSK, ADGRG3, CD177, MIR221, PELI1, LAT, PLK2, BLNK, CR1, RBM47, STAT5B, DNAJB9	46.18	82.68	4.2564637110367195e-20	5.19470466782564e-20	19.284439138151
BNT-I (D26, severe)	BNT-I (D10, mild)	52	589	27	641	79	FCRL3, LY9, RAB32, TRIM32, ADD2, CCR7, HLA-DOA, ZNF675, AKIRIN2, ANKHD1, MMP8, S1PR1, S100A9, S100A8, RORC, LY96, UBE2J1, SPN, FCRL1, CD79B, POLR3H, PLD4, HLA-C, NFIL3, LTF, LCN2, VPREB3, USP15, CCNB2, HLA-B, TLR2, CR2, N4BP3, PPP2CA, TSC22D3, TRIM64B, S100A12, BPI, CD248, CRISP3, IRS2, NFKBIA, JMJD6, TRIB1, F12, JAG1, IRAK1BP1, MIR221, LFNG, PELI1, PLK2, RIPK2	8.11	65.82	1.01695891583606e-27	1.54605590125036e-27	26.8107748072058
BNT-I (D3)	BNT-I (D10, mild)	57	584	53	641	110	RAB32, ITGA7, MAP2K6, CST7, PIP, ANXA3, MMP8, S100A9, BCL6, S100A8, C1R, SRPK1, VSIG4, MAPK14, VNN1, IRAK3, HP, NFIL3, CD59, TLR5, CFLAR, FCGR1A, ARG1, GPR15, FCER2, TLR2, CEACAM1, TRIM25, JAK3, CLEC4D, RAB20, S100A12, GBP6, ADM, LILRA5, IL1R2, NFKBIA, JMJD6, TRIB1, BCL3, KIR2DL3, SEMA4A, BMX, F12, JAG1, CLEC4E, GBP2, CD55, DYSF, CYP19A1, ADGRG3, NAIP, CD177, MIR221, ACKR3, PELI1, CR1	8.89	51.82	7.692360147136929e-49	1.84566146125989e-48	47.7338479560674
BNT-I (D4)	BNT-I (D10, mild)	10	631	12	641	22	CYP26B1, AHSP, BPGM, KLF1, TMIGD2, CD248, JMJD6, PELI1, SLC4A1, DNAJB9	1.56	45.45	5.70427366771349e-20	6.890127699400869e-20	19.1617727289442
BNT-I-BNT (D51, mild)	BNT-I (D10, mild)	54	587	13	641	67	FCRL3, LY9, IL21R, IL7R, SLAMF6, TIGIT, GCSAM, ADD2, CCR7, CXCR5, IL18, HMGN2, MEN1, ANKHD1, CHIT1, CD40LG, MMP8, GAPDH, S1PR1, ST6GAL1, RORC, MSH2, FCRL1, DNAJA3, GPER1, CD22, LTF, LCN2, DEFA4, VPREB3, HAVCR1, FCER2, ARHGEF5, TLR2, CD79A, CR2, CD24, MPO, CEACAM8, NCR1, MS4A1, RARG, BANK1, AHR, CD200, BPI, CRISP3, IRS2, FUT4, ROMO1, PARP1, OLR1, CAMP, AZU1	8.42	80.6	4.44887307595885e-14	4.34662910101064e-14	13.361847416689
BNT-I-BNT (D51, severe)	BNT-I (D10, mild)	4	637	11	641	15	ANKHD1, RORC, AHR, GPX1	0.62	26.67	6.5523689576008205e-21	8.31310599064982e-21	20.080236682284
BNT-MO (V3, D1)	BNT-I (D10, mild)	88	553	107	641	195	FCRL3, IFI44, KLRC3, HERC5, JAK2, OASL, TRIM22, APOBEC3A, IFI44L, ZBP1, IFI6, OAS1, PLSCR1, IFITM1, PARP9, IFI30, NMI, DDX60, RSAD2, USP18, OAS2, MX1, HP, NFIL3, ALPK1, OAS3, CASP1, FCGR1A, FFAR3, C3AR1, SERPING1, PIK3AP1, TRAFD1, STAT2, EIF2AK2, PSMB9, TIFA, FAS, ISG15, RBCK1, MX2, TNFSF13B, CEACAM1, TRIM6, TARM1, NOD2, IFIT1, IFIH1, IFI35, RAB20, IL1RN, AIM2, IFIT3, IFI16, MMP28, GBP6, PARP14, CD274, LILRA5, PML, CXCL10, NFKBIA, BATF2, TNFAIP6, TRIB1, CXCL11, POLB, C1QC, GCH1, NBN, DTX3L, TRIM21, GBP2, IRF9, IL36A, IFIT5, DCST1, CCL3L1, C1QB, LAMP3, WDFY1, TAP1, GBP1, IFITM3, PELI1, RIPK2, TREM2, FANCA	13.73	45.13	1.25577658568764e-75	6.419084016469649e-75	74.1925269399957
ChAd (V1, D3)	BNT-I (D10, mild)	61	580	76	641	137	IFI27, IL15, IFI44, OASL, APOBEC3A, IFI44L, IFI6, OAS1, PLSCR1, IFITM1, PARP9, RNASE2, IFI30, DDX60, RSAD2, USP18, OAS2, MX1, ALOX15, FCER1G, CYP26B1, OAS3, LGALS9, FCGR1A, FFAR3, C3AR1, SERPING1, PSMB9, BTN1A1, CXCL3, ISG15, MX2, PYCARD, IFIT1, IFI35, EPHB2, CEBPB, AIM2, IFIT3, IL1R1, LILRA5, IL1R2, CEBPA, CXCL10, BATF2, CXCL11, C1QC, CLNK, HMOX1, CD1E, CCR3, IL36A, ADGRG3, CACNB4, CCL3L1, C1QB, LAMP3, GBP1, IFITM3, CFB, CX3CR1	9.52	44.53	5.82641930529539e-65	2.44642676443352e-64	63.611467780631
ChAd (V1, D6)	BNT-I (D10, mild)	3	638	82	641	85	IFI27, VSIG4, CCNB2	0.47	3.53	1.98003747908726e-105	3.67561131176826e-104	103.434670420594
ChAd (V1, D7)	BNT-I (D10, mild)	11	630	26	641	37	IFI27, SLPI, DEFA4, AHSP, CCNB2, BTN1A1, CXCL10, AZU1, CTSG, SLC4A1, ELANE	1.72	29.73	2.11189189042067e-38	4.3306491954597e-38	37.3634469949002
ChAd (V2, D1)	BNT-I (D10, mild)	75	566	69	641	144	IFI27, SP100, IFI44, HERC5, OASL, TRIM22, APOBEC3A, IFI44L, ZBP1, IFI6, OAS1, PLSCR1, IFITM1, ERBB2, PDGFD, NKG7, PARP9, IFI30, NMI, DDX60, SIT1, SH2D1B, RSAD2, USP18, OAS2, CLEC4A, MX1, OAS3, CASP1, LGALS9, FCGR1A, SERPING1, TRAFD1, STAT2, EIF2AK2, ISG15, MX2, TNFSF13B, CEACAM1, TRIM6, PTGDR, SPON2, WNT1, IFIT1, IFIH1, IFI35, IL1RN, AIM2, IFIT3, IFI16, GBP6, TNFSF11, PARP14, CD274, PML, CXCL10, BATF2, TNFAIP6, CXCL11, C1QC, GCH1, NBN, DTX3L, TRIM21, GBP2, IRF9, UNC93B1, IFIT5, C1QB, LAMP3, WDFY1, TAP1, GBP1, IFITM3, CFB	11.7	52.08	1.24852763924065e-55	3.58016315733654e-55	54.4460971809773
ChAd (V2, D3)	BNT-I (D10, mild)	3	638	8	641	11	A2M, RORC, N4BP3	0.47	27.27	2.20727468951711e-16	2.3170044902121897e-16	15.6350731245732
ChAd (V2, D7)	BNT-I (D10, mild)	0	641	1	641	1	NA	0	0	0.00155763239875389	0.00114693611468767	2.94046077199526
ChAd-BNT (V2, D3)	BNT-I (D10, mild)	70	571	112	641	182	IFI27, IFI44, CDKN1A, EREG, HERC5, JAK2, OASL, TRIM22, APOBEC3A, IFI44L, ZBP1, IFI6, OAS1, PLSCR1, XCL2, PARP9, NMI, DDX60, CR1L, RSAD2, USP18, OAS2, MX1, OAS3, FCGR1A, FFAR3, SERPING1, NCAPH2, STAT2, EIF2AK2, KLF10, CXCL3, ISG15, MX2, TNFSF13B, TRIM25, IFIT1, IFIH1, IFI35, EPHB2, IL1RN, AIM2, IFIT3, IFI16, IL1R1, TNFSF11, PARP14, CD274, PIK3R1, IL1R2, CXCL10, BATF2, CXCL11, C1QC, GCH1, KLF6, DTX3L, GBP2, ADAMDEC1, GLI3, DYSF, ADGRG3, GATA1, C1QB, LAMP3, TAP1, GBP1, IFITM3, CFB, NLRP3	10.92	38.46	2.07834715869958e-85	1.4096929179434e-84	83.8508754820732
ChAd-BNT (V2, D7)	BNT-I (D10, mild)	25	616	92	641	117	RSAD2, FCGR1A, FFAR3, AHSP, CCNB2, SERPING1, PGLYRP4, BTN1A1, CXCL3, IFIT1, CCL4, CEBPB, IL1RN, IFIT3, ADM, IL1R2, CXCL10, BATF2, TNFAIP6, CXCL11, ADGRG3, CCL3L1, GATA1, SLC4A1, MAFB	3.9	21.37	2.5638812850048597e-94	2.77123140145089e-93	92.5573272085457
