Source,Target,Type,Id,Label,Weight,value
XKR8,BNT-I (D1),Undirected,9601,NA,2,
CXADR,"BNT-MO (V3, D1)",Undirected,9602,NA,2,
GPS2,ADAPTIVE IMMUNE SYSTEM,Undirected,9603,NA,2,
LTA,Cellular,Undirected,9604,NA,2,
STAMARIL (D7),NUSAP1,Undirected,9605,NA,2,1
Interspecies interaction,ISG15,Undirected,9606,NA,3,1
OFD1,FLUARIX FLUVIRIN (D3),Undirected,9607,NA,2,
NHLRC1,BNT-I (D1),Undirected,9608,NA,2,
TICAM2,INNATE IMMUNE SYSTEM,Undirected,9609,NA,2,
TLR7,FLUMIST (D3),Undirected,9610,NA,2,
"ZF2001 (V3, D07)",FOXH1,Undirected,9611,NA,2,1
LTF,INNATE IMMUNE SYSTEM,Undirected,9612,NA,2,
IFIH1,HIV-1 GAG-POL NEF (D3),Undirected,9613,NA,2,
LMNB1,"BNT-MO (V3, D1)",Undirected,9614,NA,2,
TGFB1,Metabolism,Undirected,9615,NA,3,
TGFBR1,Metabolism,Undirected,9616,NA,3,
FCGR1A,BNT-I (D3),Undirected,9617,NA,2,
SNORA80B,"ChAd-BNT (V2, D7)",Undirected,9618,NA,2,
SLX1B,INFLUENZA (D1),Undirected,9619,NA,2,
TTLL1,Reg. of BP,Undirected,9620,NA,2,
NR4A2,BNT-I (D3),Undirected,9621,NA,2,
MONOV INFLUENZA A (D1),MED12L,Undirected,9622,NA,2,1
Metabolism,BTK,Undirected,9623,NA,3,1
DBNL,Cellular,Undirected,9624,NA,3,
"ZF2001 (V3, D07)",SPNS2,Undirected,9625,NA,2,1
FOXN3,FLUMIST (D3),Undirected,9626,NA,2,
Cellular,CXCR6,Undirected,9627,NA,3,1
STAMARIL (D3),SP140,Undirected,9628,NA,2,1
MX1,"ChAd-BNT (V3, D1)",Undirected,9629,NA,2,
CLXN,"BNT (V2, D1)",Undirected,9630,NA,2,
SCNN1B,"ChAd (V1, D7)",Undirected,9631,NA,2,
NAF1,FLUMIST (D3),Undirected,9632,NA,2,
SERPINA9,BNT-I (D3),Undirected,9633,NA,2,
"ChAd-BNT (V3, D1)",BMAL2,Undirected,9634,NA,2,1
LST1,Immune system,Undirected,9635,NA,3,
STAMARIL (D10),HECA,Undirected,9636,NA,2,-1
STMN3,STAMARIL (D10),Undirected,9637,NA,2,
TTYH3,STAMARIL (D7),Undirected,9638,NA,2,
Metabolism,CLEC6A,Undirected,9639,NA,3,1
PDGFB,Immune system,Undirected,9640,NA,3,
Interspecies interaction,ISG20,Undirected,9641,NA,2,1
TRIM38,MONOV INFLUENZA A (D1),Undirected,9642,NA,2,
LILRB5,"ChAd-BNT (V2, D7)",Undirected,9643,NA,2,
ZYX,Immune system,Undirected,9644,NA,3,
BCL3,ADAPTIVE IMMUNE SYSTEM,Undirected,9645,NA,2,
CPEB4,BNT-I (D3),Undirected,9646,NA,2,
SEMA4G,BNT-I (D3),Undirected,9647,NA,2,
SIGLEC1,"BNT (V3, D1)",Undirected,9648,NA,2,
TRBV20-1,Cellular,Undirected,9649,NA,2,
GLI3,"ChAd-BNT (V2, D3)",Undirected,9650,NA,2,
IL17REL,"ChAd (V1, D3)",Undirected,9651,NA,2,
GSN,FLUARIX FLUVIRIN (D3),Undirected,9652,NA,2,
SELP,"ChAd-BNT (V2, D3)",Undirected,9653,NA,2,
INNATE IMMUNE SYSTEM,ASS1,Undirected,9654,NA,2,1
Interspecies interaction,HK1,Undirected,9655,NA,3,1
NK CELL,HAVCR2,Undirected,9656,NA,2,1
IL4R,B CELLS,Undirected,9657,NA,2,
TRBV14,Reg. of BP,Undirected,9658,NA,2,
IFNA8,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,9659,NA,2,
LILRB2,Cellular,Undirected,9660,NA,3,
TNIP1,Cellular,Undirected,9661,NA,2,
MENACTRA (D3),IFNA5,Undirected,9662,NA,3,1
MENACTRA (D3),IFNA8,Undirected,9663,NA,3,-1
SERPINA9,BNT-I (D4),Undirected,9664,NA,2,
MENACTRA (D3),IFNA7,Undirected,9665,NA,3,-1
HBG2,"ChAd (V2, D1)",Undirected,9666,NA,2,
Metabolism,CLEC5A,Undirected,9667,NA,3,1
TAGLN2,STAMARIL (D10),Undirected,9668,NA,2,
SDC3,"BNT-MO (V3, D1)",Undirected,9669,NA,2,
MYO10,"ChAd-BNT (V3, D1)",Undirected,9670,NA,2,
LVS F TULARENSIS (H48),KLF2,Undirected,9671,NA,2,-1
LILRB2,ADAPTIVE IMMUNE SYSTEM,Undirected,9672,NA,2,
TRIM14,FLUMIST (D3),Undirected,9673,NA,2,
MENACTRA (D3),IFNA2,Undirected,9674,NA,2,1
MOCS1,"BNT-MO (V3, D1)",Undirected,9675,NA,2,
MENACTRA (D3),IFNA4,Undirected,9676,NA,2,1
Cellular,CXCR2,Undirected,9677,NA,3,1
DZIP1L,"ChAd-BNT (V3, D1)",Undirected,9678,NA,2,
Cellular,CXCR3,Undirected,9679,NA,3,1
IFIT3,"BNT (V3, D1)",Undirected,9680,NA,2,
TUSC2,NEUTROPHIL,Undirected,9681,NA,2,
Cellular,CXCR4,Undirected,9682,NA,3,1
Cellular,CXCR5,Undirected,9683,NA,3,1
FLUARIX FLUVIRIN (D3),EML4,Undirected,9684,NA,2,1
PGD,FLUMIST (D3),Undirected,9685,NA,2,
SOX4,Cellular,Undirected,9686,NA,3,
Interspecies interaction,CSF2RB,Undirected,9687,NA,3,1
Cellular,CXCR1,Undirected,9688,NA,3,1
SIGLEC10,ADAPTIVE IMMUNE SYSTEM,Undirected,9689,NA,2,
POLR3F,INNATE IMMUNE SYSTEM,Undirected,9690,NA,2,
Metabolism,GPAM,Undirected,9691,NA,3,1
RPL39,Immune system,Undirected,9692,NA,2,
SERPINA9,BNT-I (D1),Undirected,9693,NA,2,
YES1,Interspecies interaction,Undirected,9694,NA,3,
"ZF2001 (V3, D07)",CNTNAP3B,Undirected,9695,NA,2,1
RAMP1,"ChAd (V2, D1)",Undirected,9696,NA,2,
Reg. of BP,ELANE,Undirected,9697,NA,3,1
PRRT2,MONOV INFLUENZA A (D1),Undirected,9698,NA,2,
PTK2B,Metabolism,Undirected,9699,NA,2,
SEMA4G,BNT-I (D1),Undirected,9700,NA,2,
LVS F TULARENSIS (H18),HSP90B1,Undirected,9701,NA,2,1
KIF5B,FLUMIST (D3),Undirected,9702,NA,2,
SIGLEC12,FLUARIX FLUVIRIN (D3),Undirected,9703,NA,2,
SUCNR1,INNATE IMMUNE SYSTEM,Undirected,9704,NA,2,
TF,Immune system,Undirected,9705,NA,3,
PARP14,MONOV INFLUENZA A (D3),Undirected,9706,NA,2,
RBBP6,FLUMIST (D3),Undirected,9707,NA,2,
MORC3,Cellular,Undirected,9708,NA,3,
FGR,B CELLS,Undirected,9709,NA,2,
MYO5B,BNT-I (D1),Undirected,9710,NA,2,
CTRL,BNT-I (D4),Undirected,9711,NA,2,
PRKCB,Cellular,Undirected,9712,NA,2,
Reg. of BP,REL,Undirected,9713,NA,3,1
POLR3A,Immune system,Undirected,9714,NA,2,
STAMARIL (D7),SLC2A6,Undirected,9715,NA,2,1
WETVAX (D2-4),CLSTN3,Undirected,9716,NA,2,1
ZNF24,FLUMIST (D3),Undirected,9717,NA,2,
T CELLS,EGR1,Undirected,9718,NA,2,1
GNAS,FLUARIX FLUVIRIN (D3),Undirected,9719,NA,2,
TAS2R4,"ChAd-BNT (V2, D3)",Undirected,9720,NA,2,
FLVCR2,"ChAd-BNT (V3, D1)",Undirected,9721,NA,2,
TLR2,LVS F TULARENSIS (H336),Undirected,9722,NA,2,
IFIT1B,"ChAd (V1, D7)",Undirected,9723,NA,2,
SEMA5A,BNT-I (D3),Undirected,9724,NA,2,
Metabolism,CD55,Undirected,9725,NA,2,1
Metabolism,CD58,Undirected,9726,NA,3,1
SRSF3,FLUARIX FLUVIRIN (D3),Undirected,9727,NA,2,
Reg. of BP,RET,Undirected,9728,NA,2,1
TRIM28,Reg. of BP,Undirected,9729,NA,2,
"ChAd (V1, D3)",CCL3L1,Undirected,9730,NA,2,-1
HPV-VLP (M2),DNASE2,Undirected,9731,NA,2,-1
Metabolism,CD80,Undirected,9732,NA,3,1
Metabolism,CD81,Undirected,9733,NA,3,1
PARP14,MONOV INFLUENZA A (D1),Undirected,9734,NA,2,
ZNF496,MONOV INFLUENZA A (D1),Undirected,9735,NA,2,
Cellular,CLEC4A,Undirected,9736,NA,3,1
TTYH3,STAMARIL (D3),Undirected,9737,NA,2,
Metabolism,CD83,Undirected,9738,NA,3,1
UBE4A,FLUARIX FLUVIRIN (D3),Undirected,9739,NA,2,
STAMARIL (D7),MKRN1,Undirected,9740,NA,2,-1
ZBTB11,FLUARIX FLUVIRIN (D3),Undirected,9741,NA,2,
MONOV INFLUENZA A (D1),GLUL,Undirected,9742,NA,2,1
FLUMIST (D3),EFTUD2,Undirected,9743,NA,2,1
NPR3,"ChAd (V1, D3)",Undirected,9744,NA,2,
Cellular,CLEC4G,Undirected,9745,NA,2,1
MED6,FLUARIX FLUVIRIN (D3),Undirected,9746,NA,2,
VAV1,Metabolism,Undirected,9747,NA,3,
Cellular,CLEC4D,Undirected,9748,NA,3,1
Cellular,CLEC4E,Undirected,9749,NA,2,1
Reg. of BP,JCHAIN,Undirected,9750,NA,2,1
PANDEMRIX (D1),MEG3,Undirected,9751,NA,2,1
SMPD1,Metabolism,Undirected,9752,NA,3,
MIR3909,BNT-I (D1),Undirected,9753,NA,2,
VCAM1,Cellular,Undirected,9754,NA,3,
Cellular,CLEC4M,Undirected,9755,NA,2,1
HSH2D,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,9756,NA,2,
STAT1,Interspecies interaction,Undirected,9757,NA,3,
PRXL2C,FLUMIST (D3),Undirected,9758,NA,2,
MS4A6A,FLUMIST (D3),Undirected,9759,NA,2,
KLF1,BNT-I (D4),Undirected,9760,NA,2,
Immune system,DAPK1,Undirected,9761,NA,2,1
NAMPT,"ChAd-BNT (V2, D7)",Undirected,9762,NA,2,
ENTPD7,ADAPTIVE IMMUNE SYSTEM,Undirected,9763,NA,2,
ULBP3,INNATE IMMUNE SYSTEM,Undirected,9764,NA,2,
SNORA74B,"ChAd (V2, D1)",Undirected,9765,NA,2,
Metabolism,CD84,Undirected,9766,NA,3,1
TRAV1-2,Immune system,Undirected,9767,NA,2,
NTRK3,"ChAd-BNT (V3, D1)",Undirected,9768,NA,2,
Metabolism,CD86,Undirected,9769,NA,3,1
QSOX1,BNT-I (D1),Undirected,9770,NA,2,
SIGLEC6,BNT-I (D3),Undirected,9771,NA,2,
MONOV INFLUENZA A (D28),HLA-DMB,Undirected,9772,NA,2,-1
Cellular,CLEC5A,Undirected,9773,NA,3,1
FLUZONE (D7),CCL7,Undirected,9774,NA,2,-1
WETVAX (D5-7),SRBD1,Undirected,9775,NA,2,1
TCIRG1,Reg. of BP,Undirected,9776,NA,3,
NRBF2,FLUMIST (D3),Undirected,9777,NA,2,
STAMARIL (D3),IDH2,Undirected,9778,NA,2,1
"ChAd-BNT (V3, D1)",CTAGE6,Undirected,9779,NA,2,1
RPS6,Immune system,Undirected,9780,NA,3,
FGFBP2,"ChAd (V2, D1)",Undirected,9781,NA,2,
POLL,Metabolism,Undirected,9782,NA,2,
"ChAd-BNT (V2, D7)",ACSL1,Undirected,9783,NA,2,-1
FLUZONE (D7),CCL2,Undirected,9784,NA,2,-1
Metabolism,CD74,Undirected,9785,NA,3,1
NDST2,Immune system,Undirected,9786,NA,3,
WETVAX (D5-7),CAST,Undirected,9787,NA,2,1
Cellular,CLEC6A,Undirected,9788,NA,3,1
TRIM5,Immune system,Undirected,9789,NA,3,
PLAUR,FLUZONE (D7),Undirected,9790,NA,2,
"ChAd (V1, D7)",CEP55,Undirected,9791,NA,2,1
SASH3,Reg. of BP,Undirected,9792,NA,3,
MONOV INFLUENZA A (D1),CD2AP,Undirected,9793,NA,2,1
EPB41L3,"ChAd-BNT (V2, D3)",Undirected,9794,NA,2,
WETVAX (D5-7),CD79B,Undirected,9795,NA,2,-1
POLR3E,Immune system,Undirected,9796,NA,2,
Reg. of BP,NFKBIA,Undirected,9797,NA,3,1
Reg. of BP,NUB1,Undirected,9798,NA,2,1
CD14,BNT-I (D1),Undirected,9799,NA,2,
INNATE IMMUNE SYSTEM,FADD,Undirected,9800,NA,2,1
GBP3,"BNT (V2, D1)",Undirected,9801,NA,2,
Reg. of BP,NFKBID,Undirected,9802,NA,2,1
ZNF501,BNT-I (D1),Undirected,9803,NA,2,
ZC3H12A,Immune system,Undirected,9804,NA,3,
CD47,ANTIVIRAL AND INTERFERON,Undirected,9805,NA,2,
KIF1B,FLUMIST (D3),Undirected,9806,NA,2,
"ZF2001 (V3, D07)",FOXP2,Undirected,9807,NA,2,1
Cellular,CLEC7A,Undirected,9808,NA,3,1
WETVAX (D5-7),GNB4,Undirected,9809,NA,2,1
"ChAd-BNT (V3, D1)",CYP4F8,Undirected,9810,NA,2,1
Interspecies interaction,IL12A,Undirected,9811,NA,3,1
FLUARIX FLUVIRIN (D3),ATF7IP2,Undirected,9812,NA,2,1
Interspecies interaction,IL12B,Undirected,9813,NA,3,1
STAB1,MONOV INFLUENZA A (D1),Undirected,9814,NA,2,
HPF1,FLUARIX FLUVIRIN (D3),Undirected,9815,NA,2,
FLUMIST (D3),BOD1L1,Undirected,9816,NA,2,1
"ZF2001 (V3, D14)",ADORA2A,Undirected,9817,NA,2,-1
NOSIP,LVS F TULARENSIS (H48),Undirected,9818,NA,2,
TMBIM4,FLUARIX FLUVIRIN (D3),Undirected,9819,NA,2,
TMCO3,FLUARIX FLUVIRIN (D3),Undirected,9820,NA,2,
T CELLS,MAPK1,Undirected,9821,NA,2,1
TMEM38A,BNT-I (D1),Undirected,9822,NA,2,
Metabolism,CD96,Undirected,9823,NA,3,1
T CELLS,GATA3,Undirected,9824,NA,2,1
BCL10,ARPP,Undirected,9825,NA,2,
MPO,Immune system,Undirected,9826,NA,3,
ZNF644,FLUMIST (D3),Undirected,9827,NA,2,
THY1,Metabolism,Undirected,9828,NA,2,
Interspecies interaction,HCK,Undirected,9829,NA,3,1
KCNK6,FLUARIX FLUVIRIN (D3),Undirected,9830,NA,2,
Interspecies interaction,ILRUN,Undirected,9831,NA,2,1
STAT2,"BNT (V2, D1)",Undirected,9832,NA,2,
PCK2,HPV-VLP (M2),Undirected,9833,NA,2,
ELF4,Cellular,Undirected,9834,NA,3,
MONOV INFLUENZA A (D1),GM2A,Undirected,9835,NA,2,1
TLR10,Cellular,Undirected,9836,NA,3,
GPR65,Cellular,Undirected,9837,NA,2,
UBE2N,Immune system,Undirected,9838,NA,2,
Reg. of BP,BRAF,Undirected,9839,NA,2,1
IL1RN,"ChAd-BNT (V2, D3)",Undirected,9840,NA,2,
TYROBP,Metabolism,Undirected,9841,NA,3,
KIF5B,Immune system,Undirected,9842,NA,3,
HPV-VLP (M2),CASP1,Undirected,9843,NA,2,1
HPV-VLP (M2),CASP5,Undirected,9844,NA,2,1
OSER1,FLUARIX FLUVIRIN (D3),Undirected,9845,NA,2,
"ChAd-BNT (V2, D7)",CXCR1,Undirected,9846,NA,2,-1
"ChAd-BNT (V2, D7)",CXCR2,Undirected,9847,NA,2,-1
WETVAX (D5-7),NAPA,Undirected,9848,NA,2,1
HLA-E,ADAPTIVE IMMUNE SYSTEM,Undirected,9849,NA,2,
"ChAd-BNT (V2, D7)",AMPD1,Undirected,9850,NA,2,1
RNU11,"ChAd-BNT (V2, D7)",Undirected,9851,NA,2,
IFNGR2,FLUARIX FLUVIRIN (D3),Undirected,9852,NA,2,
NEDD9,Metabolism,Undirected,9853,NA,2,
FBXL15,"ChAd-BNT (V2, D3)",Undirected,9854,NA,2,
"ChAd-BNT (V3, D1)",CHMP5,Undirected,9855,NA,2,1
ERMAP,Cellular,Undirected,9856,NA,3,
TNS1,STAMARIL (D10),Undirected,9857,NA,2,
"ZF2001 (V3, D07)",KCNJ15,Undirected,9858,NA,2,1
MONOV INFLUENZA A (D1),LIMK1,Undirected,9859,NA,2,1
RAP1GAP,BNT-I (D1),Undirected,9860,NA,2,
MONOV INFLUENZA A (D1),LIMK2,Undirected,9861,NA,2,1
"ZF2001 (V3, D07)",KCNIP3,Undirected,9862,NA,2,1
"ZF2001 (V3, D07)",KCNJ13,Undirected,9863,NA,2,1
Reg. of BP,BATF2,Undirected,9864,NA,3,1
Reg. of BP,BATF3,Undirected,9865,NA,2,1
HIV-1 GAG-POL NEF (D3),CMTR1,Undirected,9866,NA,2,1
MFSD2B,BNT-I (D1),Undirected,9867,NA,2,
STAP1,HPV-VLP (M2),Undirected,9868,NA,2,
"ZF2001 (V3, D07)",KCNJ11,Undirected,9869,NA,2,1
TNFRSF13C,Reg. of BP,Undirected,9870,NA,2,
"ZF2001 (V3, D07)",KCNIP2,Undirected,9871,NA,2,1
"ZF2001 (V3, D07)",KCNJ12,Undirected,9872,NA,2,1
KLRG1,Interspecies interaction,Undirected,9873,NA,3,
HPV-VLP (M2),CASQ1,Undirected,9874,NA,2,1
SLC8A1,MONOV INFLUENZA A (D1),Undirected,9875,NA,2,
LAP3,"ChAd (V1, D3)",Undirected,9876,NA,2,
FGFR1,"ChAd (V2, D1)",Undirected,9877,NA,2,
SNORA15,"ChAd (V1, D7)",Undirected,9878,NA,2,
SRF,Metabolism,Undirected,9879,NA,2,
INNATE IMMUNE SYSTEM,FRK,Undirected,9880,NA,2,1
Immune system,ADD2,Undirected,9881,NA,2,1
DOK7,"ChAd (V2, D1)",Undirected,9882,NA,2,
"ZF2001 (V3, D07)",USP17L15,Undirected,9883,NA,2,1
KCNJ2,HPV-VLP (M2),Undirected,9884,NA,2,
RLBP1,BNT-I (D1),Undirected,9885,NA,2,
MAFF,"ChAd-BNT (V3, D1)",Undirected,9886,NA,2,
"ZF2001 (V3, D07)",CXCL3,Undirected,9887,NA,2,-1
"ZF2001 (V3, D07)",CXCL2,Undirected,9888,NA,2,-1
PSMB9,HPV-VLP (M2),Undirected,9889,NA,2,
Immune system,DENND1B,Undirected,9890,NA,2,1
HPV-VLP (M2),CAV3,Undirected,9891,NA,2,1
PLA2G2F,Cellular,Undirected,9892,NA,2,
OAS2,Interspecies interaction,Undirected,9893,NA,3,
DEFA1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,9894,NA,2,
KCNJ2,"BNT-MO (V3, D1)",Undirected,9895,NA,2,
Immune system,IGF1R,Undirected,9896,NA,3,1
"ZF2001 (V3, D07)",RNF19B,Undirected,9897,NA,2,-1
FLUMIST (D3),DUSP4,Undirected,9898,NA,2,1
"ZF2001 (V3, D07)",CXCL8,Undirected,9899,NA,2,-1
POLR1C,FLUARIX FLUVIRIN (D3),Undirected,9900,NA,2,
"ZF2001 (V3, D07)",RUNDC3A,Undirected,9901,NA,2,1
FAS,"BNT (V2, D1)",Undirected,9902,NA,2,
Metabolism,BAK1,Undirected,9903,NA,3,1
FLUMIST (D3),ATAD2,Undirected,9904,NA,2,1
"ZF2001 (V3, D07)",DEPDC1,Undirected,9905,NA,2,1
SNORA2B,"ChAd (V2, D3)",Undirected,9906,NA,2,
"ZF2001 (V3, D07)",DOCK6,Undirected,9907,NA,2,1
POLR2M,"ChAd (V2, D3)",Undirected,9908,NA,2,
TRAF4,Metabolism,Undirected,9909,NA,2,
HTRA1,HPV-VLP (M2),Undirected,9910,NA,2,
TCF7,T CELLS,Undirected,9911,NA,2,
LILRA5,INFLUENZA (D1),Undirected,9912,NA,2,
RC3H1,FLUMIST (D3),Undirected,9913,NA,2,
FLUARIX FLUVIRIN (D3),CARD8,Undirected,9914,NA,2,1
ITGA8,"ChAd (V1, D7)",Undirected,9915,NA,2,
TRAV21,Immune system,Undirected,9916,NA,2,
Metabolism,BCR,Undirected,9917,NA,3,1
"ZF2001 (V3, D07)",DEPDC7,Undirected,9918,NA,2,1
Reg. of BP,PI3,Undirected,9919,NA,3,1
XAF1,WETVAX (D5-7),Undirected,9920,NA,2,
IFNA21,HPV-VLP (M2),Undirected,9921,NA,2,
SIT1,BNT-I (D1),Undirected,9922,NA,2,
TCF7,Metabolism,Undirected,9923,NA,3,
SMN1,FLUMIST (D3),Undirected,9924,NA,2,
RIMKLA,"ChAd (V2, D3)",Undirected,9925,NA,2,
TNFSF13B,FLUMIST (D3),Undirected,9926,NA,2,
OGDHL,"ChAd-BNT (V2, D7)",Undirected,9927,NA,2,
"ZF2001 (V3, D07)",CPLX2,Undirected,9928,NA,2,1
"ZF2001 (V3, D07)",CPLX1,Undirected,9929,NA,2,1
STAMARIL (D7),HAVCR2,Undirected,9930,NA,2,1
YES1,FLUMIST (D3),Undirected,9931,NA,2,
ITGA4,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,9932,NA,2,
WETVAX (D5-7),ESYT1,Undirected,9933,NA,2,-1
RGS1,BNT-I (D1),Undirected,9934,NA,2,
"ZF2001 (V3, D07)",RGL3,Undirected,9935,NA,2,1
FLUARIX FLUVIRIN (D3),CSF3R,Undirected,9936,NA,2,1
Immune system,EPS8,Undirected,9937,NA,3,1
"ZF2001 (V3, D07)",VSX1,Undirected,9938,NA,2,1
"ZF2001 (V3, D07)",CPLX4,Undirected,9939,NA,2,1
PML,Immune system,Undirected,9940,NA,3,
"ChAd-BNT (V2, D3)",AGRN,Undirected,9941,NA,2,1
"ZF2001 (V3, D07)",VSX2,Undirected,9942,NA,2,1
Reg. of BP,CREBBP,Undirected,9943,NA,3,1
MMD,"ChAd-BNT (V2, D7)",Undirected,9944,NA,2,
Immune system,ASXL1,Undirected,9945,NA,2,1
OTHER,ADSS1,Undirected,9946,NA,2,1
OTHER,ADSS2,Undirected,9947,NA,2,1
"ZF2001 (V3, D07)",EAF1,Undirected,9948,NA,2,-1
HPV-VLP (M2),GNB5,Undirected,9949,NA,2,1
MRAP,"ChAd-BNT (V2, D3)",Undirected,9950,NA,2,
STAMARIL (D7),PLAC8,Undirected,9951,NA,2,1
MAN1C1,FLUARIX FLUVIRIN (D3),Undirected,9952,NA,2,
Interspecies interaction,CSF2,Undirected,9953,NA,3,1
Interspecies interaction,CSF3,Undirected,9954,NA,3,1
UBE2S,"BNT-MO (V3, D1)",Undirected,9955,NA,2,
PGLYRP2,Metabolism,Undirected,9956,NA,3,
PLPP6,MONOV INFLUENZA A (D3),Undirected,9957,NA,2,
Interspecies interaction,CSF1,Undirected,9958,NA,3,1
HFE,Cellular,Undirected,9959,NA,2,
Immune system,CYP7B1,Undirected,9960,NA,2,1
SEPTIN4,"BNT-MO (V3, D1)",Undirected,9961,NA,2,
Metabolism,BAX,Undirected,9962,NA,2,1
LILRA1,FLUARIX FLUVIRIN (D3),Undirected,9963,NA,2,
"ZF2001 (V3, D07)",RNF183,Undirected,9964,NA,2,1
MIR17HG,ADAPTIVE IMMUNE SYSTEM,Undirected,9965,NA,2,
WETVAX (D2-4),IL15,Undirected,9966,NA,2,1
GLRX,FLUARIX FLUVIRIN (D3),Undirected,9967,NA,2,
MONOV INFLUENZA A (D1),IFNGR2,Undirected,9968,NA,2,1
UNC93B1,STAMARIL (D7),Undirected,9969,NA,2,
IFI30,FLUARIX FLUVIRIN (D3),Undirected,9970,NA,2,
PTDSS2,HPV-VLP (M2),Undirected,9971,NA,2,
MLN,HPV-VLP (M2),Undirected,9972,NA,2,
"BNT-MO (V3, D1)",ATG9B,Undirected,9973,NA,2,-1
RABL3,Immune system,Undirected,9974,NA,2,
Metabolism,CHIT1,Undirected,9975,NA,3,1
TMEM98,Cellular,Undirected,9976,NA,3,
RABGGTB,FLUARIX FLUVIRIN (D3),Undirected,9977,NA,2,
S100A9,NEUTROPHIL,Undirected,9978,NA,2,
EFHD1,"BNT-MO (V3, D1)",Undirected,9979,NA,2,
SETD3,FLUARIX FLUVIRIN (D3),Undirected,9980,NA,2,
PPDPF,"ChAd-BNT (V2, D3)",Undirected,9981,NA,2,
SERPING1,Metabolism,Undirected,9982,NA,3,
Metabolism,HLA-DRB3,Undirected,9983,NA,3,1
STAT6,Reg. of BP,Undirected,9984,NA,3,
MIR3909,BNT-I (D3),Undirected,9985,NA,2,
Metabolism,HLA-DRB4,Undirected,9986,NA,3,1
IDS,FLUMIST (D3),Undirected,9987,NA,2,
Metabolism,HLA-DRB1,Undirected,9988,NA,3,1
FUCA1,"ChAd (V1, D3)",Undirected,9989,NA,2,
PQBP1,Immune system,Undirected,9990,NA,2,
Metabolism,HLA-DRB5,Undirected,9991,NA,3,1
INNATE IMMUNE SYSTEM,CLEC7A,Undirected,9992,NA,2,1
"ZF2001 (V3, D07)",PRSS27,Undirected,9993,NA,2,1
TUFT1,FLUARIX FLUVIRIN (D3),Undirected,9994,NA,2,
KDM5D,BNT-I (D4),Undirected,9995,NA,2,
TDRD7,"BNT-MO (V3, D1)",Undirected,9996,NA,2,
YF17D (D3),LGALS3BP,Undirected,9997,NA,2,1
VSIG4,COMPLEMENT IMMUNE SYSTEM,Undirected,9998,NA,2,
BMX,ADAPTIVE IMMUNE SYSTEM,Undirected,9999,NA,2,
NCF4,FLUARIX FLUVIRIN (D3),Undirected,10000,NA,2,
"ZF2001 (V3, D07)",MZB1,Undirected,10001,NA,2,1
JPH4,"BNT (V2, D1)",Undirected,10002,NA,2,
"ZF2001 (V3, D14)",PROKR2,Undirected,10003,NA,2,1
FLUARIX FLUVIRIN (D3),CSF1R,Undirected,10004,NA,2,1
ULK1,BNT-I (D1),Undirected,10005,NA,2,
"ChAd-BNT (V2, D3)",ADAMTSL4,Undirected,10006,NA,2,1
PPIB,Interspecies interaction,Undirected,10007,NA,3,
LVS F TULARENSIS (H192),CD83,Undirected,10008,NA,2,-1
LVS F TULARENSIS (H192),CD81,Undirected,10009,NA,2,1
KITLG,Immune system,Undirected,10010,NA,2,
IFIT2,"BNT (V2, D1)",Undirected,10011,NA,2,
STAMARIL (D3),LMO2,Undirected,10012,NA,2,1
LVS F TULARENSIS (H192),CD86,Undirected,10013,NA,2,1
H1-2,FLUMIST (D3),Undirected,10014,NA,2,
SPAG4,BNT-I (D3),Undirected,10015,NA,2,
SLC15A4,Metabolism,Undirected,10016,NA,3,
NAP1L5,FLUARIX FLUVIRIN (D3),Undirected,10017,NA,2,
"ZF2001 (V3, D07)",MYLK2,Undirected,10018,NA,2,1
WETVAX (D2-4),TXNDC5,Undirected,10019,NA,2,-1
KAZN,"ChAd (V1, D7)",Undirected,10020,NA,2,
MZB1,"ChAd-BNT (V2, D7)",Undirected,10021,NA,2,
"ZF2001 (V3, D07)",MYLK3,Undirected,10022,NA,2,1
Interspecies interaction,FYN,Undirected,10023,NA,3,1
INNATE IMMUNE SYSTEM,CLEC6A,Undirected,10024,NA,2,1
PDK1,FLUMIST (D3),Undirected,10025,NA,2,
"ZF2001 (V3, D07)",RGMA,Undirected,10026,NA,2,1
"ZF2001 (V3, D07)",EIF5AL1,Undirected,10027,NA,2,1
Interspecies interaction,IFNLR1,Undirected,10028,NA,2,1
REPS2,BNT-I (D1),Undirected,10029,NA,2,
OSM,Metabolism,Undirected,10030,NA,3,
Reg. of BP,PF4,Undirected,10031,NA,3,1
OXGR1,"BNT (V2, D1)",Undirected,10032,NA,2,
PLAAT4,"BNT (V3, D1)",Undirected,10033,NA,2,
RHOH,MAST CELL,Undirected,10034,NA,2,
"ZF2001 (V3, D14)",EMP1,Undirected,10035,NA,2,-1
TRIM22,Interspecies interaction,Undirected,10036,NA,3,
CTRL,BNT-I (D3),Undirected,10037,NA,2,
"ZF2001 (V3, D07)",PRSS56,Undirected,10038,NA,2,1
PIK3R2,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,10039,NA,2,
PGLYRP1,"ChAd (V1, D7)",Undirected,10040,NA,2,
