"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size"
"NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","CEACAM1,HLA-G,IL7R,KLRC1,KLRD1,PPP3CB,PTPRC,LILRB1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL","AHR,IL4I1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MEDIATED IMMUNITY","DUSP22,NOD2,CLEC4G",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MIGRATION","APOD,CD200,RIPOR2,LRCH1,CD200R1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL PROLIFERATION","ARG1,CD80,CD86,CEBPB,CR1,CTLA4,DLG1,FOXJ1,HLA-DRB1,HLA-G,IL2RA,IL10,IDO1,PAWR,PLA2G2A,PLA2G5,PTPN6,SDC4,SFTPD,SHH,SPN,SCGB1A1,MAD1L1,PDE5A,DLG5,TSPAN32,LILRB2,GPNMB,LILRB1,LILRB4,GLMN,VSIG4,PLA2G2D,TNFRSF21,CD274,PLA2G2E,FOXP3,IL20RB,PELI1,PLA2G2F,MARCHF7,VTCN1,PDCD1LG2,HAVCR2,IL4I1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY","CEACAM1,CBLB,DUSP3,ELF1,GBP1,LGALS3,SH2D1A,PAWR,PRNP,PTPN2,PTPN6,PTPRJ,THY1,EZR,LAPTM5,DGKZ,BTN2A2,LILRB4,CD160,PTPN22,PHPT1,UBASH3A,DUSP22,PVRIG,SLA2",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T-HELPER 1 CELL ACTIVATION","XCL1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T-HELPER 1 CELL DIFFERENTIATION","IL4R,JAK3,TNFSF4",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T-HELPER 1 TYPE IMMUNE RESPONSE","XCL1,IL1RL1,HAVCR2,IL33",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T-HELPER 17 CELL DIFFERENTIATION","IL2,IL4,SMAD7,TBX21,FOXP3,ZBTB7B,RC3H2,ZC3H12A,RC3H1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T-HELPER 17 CELL LINEAGE COMMITMENT","TNFSF18,TBX21,LOXL3",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T-HELPER 17 TYPE IMMUNE RESPONSE","SMAD7,IL27RA",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T-HELPER 2 CELL CYTOKINE PRODUCTION","ARG1,IFNA2,IFNB1,TBX21",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T-HELPER 2 CELL DIFFERENTIATION","ANXA1,BCL6,HLX,SOCS5",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T-HELPER CELL DIFFERENTIATION","RC3H1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TOLERANCE INDUCTION","PDCD1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","LYN,TNFAIP3,MFHAS1,TLR6,TREM2,NOD2,ACOD1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY","F2RL1,TNFAIP3,UBQLN1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","LYN,TNFAIP3,MFHAS1,NR1D1,LILRA2,TREM2,BPIFB1,DAB2IP,RAB7B,MIR140,MIR146A,ACOD1,MIR708",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 5 SIGNALING PATHWAY","TNFAIP3",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","LILRA4",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR 9 SIGNALING PATHWAY","PTPRS,GRAMD4,LILRA4,RAB7B",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR SIGNALING PATHWAY","ARRB2,GPS2,IRF4,NFKBIL1,PDPK1,TYRO3,LRRC14,IRAK3,SMPDL3B,TLR9,OTUD4,LGR4,GPR108,CACTIN,NLRP6,NLRP2B,MIR17,MIR19A",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TYPE 2 IMMUNE RESPONSE","ARG2,STAT6,IL27RA,NDFIP1,IFNL1,CCR2",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TYPE I HYPERSENSITIVITY","FCGR2B",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","ADAR,MMP12,OAS1,OAS3,PTPN2,STAT2,ISG15,USP18,TREX1,TTLL12,SAMHD1,CNOT7,YTHDF2,METTL3,CACTIN,MUL1,NLRC5,DCST1,YTHDF3,MIR21",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","ARG1,PPARG,PTPN2,NR1H2,NR1H3,PARP14,OTOP1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TYPE IV HYPERSENSITIVITY","IL20RB",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","TSPAN6",NA,NA,NA,NA,NA,NA
"NEGATIVE T CELL SELECTION","THEMIS","GO:0043383","Adaptive","Cellular","Selection-, T cell, Memory","T cell",1
"NEGATIVE THYMIC T CELL SELECTION","ZAP70,GLI3,CD28,CCR7,SPN,PTPRC,AIRE,CD3E,CD74,DOCK2,SHH,ATG5","GO:0045060","Adaptive","Cellular","Selection-, T cell, Thymic","T cell",6
"NEGATIVE THYMIC T CELL SELECTION","ZAP70,GLI3,CD28,CCR7,SPN,PTPRC,AIRE,CD3E,CD74,DOCK2,SHH,ATG5",NA,NA,NA,NA,NA,NA
"NEUTROPHIL","CXCL9,JAML,CCL24,CCL18,SRP54,C5AR1,PIK3CG,SAA1,CCL8,CCL1,CCL3L1,CX3CL1,ITGA1,TGFB2,CXCR2,LBP,FCER1G,CCL3,EDN3,NCKAP1L,PPIB,XCL1,CXCR1,CXCL8,DPEP1,SYK,CD300H,PDE4B,CXCL6,VAV1,LGALS3,CXCL3,BSG,S100A12,CXCL5,PF4V1,EDN2,CCL4L1,CCL4,CCL7,CXADR,CCL23,CCL20,PPIA,CCL2,CXCL1,CCL5,CXCL2,F2RL1,IL15,KMT2E,IL18RAP,FCAR,CTSG,PRKCD,CAMP,ADAM17,ACE,IL6R,JAGN1,LILRA2,DNASE1,SCNN1B,PECAM1,CD177,PRTN3,MTHFD1,BTK,CSF1,MPL,EMP2,GP2,MCOLN2,HMGB1,CCR2,MERTK,AXL,STXBP3,VAMP7,BCR,ANXA3,AZU1,F2,ELANE,NLRP6","Manual","Innate","Cell","Neutrophil","Neutrophil",85
"NEUTROPHIL ACTIVATION","CXCL8,F2RL1,IL15,KMT2E,CCL5,CXCR2,IL18RAP,FCAR,CXCL6,CTSG,PRKCD,CAMP,ANXA1,IL18,PRG3,TRAF3IP2,PREX1","GO:0042119","Innate","Cells","Activation, Neutrophil","Neutrophil",12
"NEUTROPHIL ACTIVATION","CXCL8,F2RL1,IL15,KMT2E,CCL5,CXCR2,IL18RAP,FCAR,CXCL6,CTSG,PRKCD,CAMP,ANXA1,IL18,PRG3,TRAF3IP2,PREX1",NA,NA,NA,NA,NA,NA
"NEUTROPHIL ACTIVATION INVOLVED IN IMMUNE RESPONSE","FCER1G,LILRA2,SYK,DNASE1,SCNN1B,DNASE1L3,MYD88,TYROBP","GO:0002283","Innate","Cells","Activation, Immune response, Neutrophil","Neutrophil",5
"NEUTROPHIL ACTIVATION INVOLVED IN IMMUNE RESPONSE","FCER1G,LILRA2,SYK,DNASE1,SCNN1B,DNASE1L3,MYD88,TYROBP",NA,NA,NA,NA,NA,NA
"NEUTROPHIL APOPTOTIC PROCESS","IL6,HCAR2",NA,NA,NA,NA,NA,NA
"NEUTROPHIL CHEMOTAXIS","CXCL9,JAML,CCL24,CCL18,SRP54,C5AR1,PIK3CG,SAA1,CCL8,CCL1,CCL3L1,CX3CL1,ITGA1,TGFB2,CXCR2,LBP,FCER1G,CCL3,EDN3,NCKAP1L,PPIB,XCL1,CXCR1,CXCL8,DPEP1,SYK,CD300H,PDE4B,CXCL6,VAV1,LGALS3,CXCL3,BSG,S100A12,CXCL5,PF4V1,EDN2,CCL4L1,CCL4,CCL7,CXADR,CCL23,CCL20,PPIA,CCL2,CXCL1,CCL5,CXCL2,CSF3R,IL1B,CXCL10,ITGA9,ITGB2,PF4,PIK3CD,PLA2G1B,PPBP,S100A8,S100A9,CCL11,CCL13,CCL14,CCL15,CCL16,CCL17,CCL19,CCL21,CCL22,CCL25,CXCL11,XCL2,GBF1,CCL26,VAV3,CXCL13,PIP5K1C,CKLF,TREM1,PREX1,PIKFYVE,CCL3L3","GO:0030593","Innate","Cells","Chemotaxis, Neutrophil","Neutrophil",48
"NEUTROPHIL CHEMOTAXIS","CXCL9,JAML,CCL24,CCL18,SRP54,C5AR1,PIK3CG,SAA1,CCL8,CCL1,CCL3L1,CX3CL1,ITGA1,TGFB2,CXCR2,LBP,FCER1G,CCL3,EDN3,NCKAP1L,PPIB,XCL1,CXCR1,CXCL8,DPEP1,SYK,CD300H,PDE4B,CXCL6,VAV1,LGALS3,CXCL3,BSG,S100A12,CXCL5,PF4V1,EDN2,CCL4L1,CCL4,CCL7,CXADR,CCL23,CCL20,PPIA,CCL2,CXCL1,CCL5,CXCL2,CSF3R,IL1B,CXCL10,ITGA9,ITGB2,PF4,PIK3CD,PLA2G1B,PPBP,S100A8,S100A9,CCL11,CCL13,CCL14,CCL15,CCL16,CCL17,CCL19,CCL21,CCL22,CCL25,CXCL11,XCL2,GBF1,CCL26,VAV3,CXCL13,PIP5K1C,CKLF,TREM1,PREX1,PIKFYVE,CCL3L3",NA,NA,NA,NA,NA,NA
"NEUTROPHIL CLEARANCE","HMGB1,CCR2,MERTK,AXL,ANXA1,XKR8","GO:0097350","Innate","Cells","Clearance, Neutrophil","Neutrophil",4
"NEUTROPHIL CLEARANCE","HMGB1,CCR2,MERTK,AXL,ANXA1,XKR8",NA,NA,NA,NA,NA,NA
"NEUTROPHIL DEGRANULATION","STXBP3,VAMP7,BCR,ANXA3,STXBP2","GO:0043312","Innate","Cells","Degranulation, Neutrophil","Neutrophil",4
"NEUTROPHIL DEGRANULATION","STXBP3,VAMP7,BCR,ANXA3,STXBP2",NA,NA,NA,NA,NA,NA
"NEUTROPHIL EXTRAVASATION","PECAM1,PIK3CG,JAML,CD177,PRTN3,PIK3CD","GO:0072672","Innate","Cells","Extravasation, Neutrophil","Neutrophil",5
"NEUTROPHIL EXTRAVASATION","PECAM1,PIK3CG,JAML,CD177,PRTN3,PIK3CD",NA,NA,NA,NA,NA,NA
"NEUTROPHIL HOMEOSTASIS","PDE4B,MTHFD1,BTK,CSF1,MPL,ANXA1,SH2B3,GCNT4,JAM3","GO:0001780","Innate","Cells","Homeostasis, Neutrophil","Neutrophil",5
"NEUTROPHIL HOMEOSTASIS","PDE4B,MTHFD1,BTK,CSF1,MPL,ANXA1,SH2B3,GCNT4,JAM3",NA,NA,NA,NA,NA,NA
"NEUTROPHIL MEDIATED IMMUNITY","ADAM17,ACE,IL6R,KMT2E,JAGN1,FCAR,IL6,PLA2G1B,WDR1,IRAK4,CARD9","GO:0002446","Innate","Cells","Immunity, Neutrophil","Neutrophil",6
"NEUTROPHIL MEDIATED IMMUNITY","ADAM17,ACE,IL6R,KMT2E,JAGN1,FCAR,IL6,PLA2G1B,WDR1,IRAK4,CARD9",NA,NA,NA,NA,NA,NA
"NEUTROPHIL MIGRATION","EMP2,GP2,JAGN1,CD177,MCOLN2,ITGB2,UMOD,WDR1,IRAK4,SELENOK","GO:1990266","Innate","Cells","Migration, Neutrophil","Neutrophil",5
"NEUTROPHIL MIGRATION","EMP2,GP2,JAGN1,CD177,MCOLN2,ITGB2,UMOD,WDR1,IRAK4,SELENOK",NA,NA,NA,NA,NA,NA
"NEUTROPHIL-MEDIATED KILLING OF BACTERIUM","SCNN1B,AZU1,MYD88","GO:0070944","Innate","Cells","Killing of bacterium, Neutrophil","Neutrophil",2
"NEUTROPHIL-MEDIATED KILLING OF BACTERIUM","SCNN1B,AZU1,MYD88",NA,NA,NA,NA,NA,NA
"NEUTROPHIL-MEDIATED KILLING OF FUNGUS","ELANE","GO:0070947","Innate","Cells","Killing of fungus, Neutrophil","Neutrophil",1
"NEUTROPHIL-MEDIATED KILLING OF GRAM-NEGATIVE BACTERIUM","F2,ELANE,TUSC2,TREM1","GO:0070945","Innate","Cells","killing of Gram- bacterium, Neutrophil","Neutrophil",2
"NEUTROPHIL-MEDIATED KILLING OF GRAM-NEGATIVE BACTERIUM","F2,ELANE,TUSC2,TREM1",NA,NA,NA,NA,NA,NA
"NEUTROPHIL-MEDIATED KILLING OF GRAM-POSITIVE BACTERIUM","NLRP6,CTSG","GO:0070946","Innate","Cells","killing of Gram+ bacterium, Neutrophil","Neutrophil",2
"NK CELL","FCGR3A,PTPN6,GZMB,RAET1G,LAG3,TUBB4B,PLEKHM2,CEBPG,RNF19B,KIF5B,KLRK1,STAT5B,KIR3DL1,PRDX1,CLEC2A,KAT7,SP3,PBX1,PTPRC,MERTK,AXL,TYRO3,IL15,IL12B,GATA3,BAG6,IL2,RASGRP1,UNC13D,KLRF2,RAB27A,VAMP7,CORO1A,IFNA8,IFNE,EMP2,LGALS9,HLA-E,XCL1,PIK3CG,KLRC2","Manual","Innate","Cell","NK cell","NK cell",41
"NK T CELL DIFFERENTIATION","ATF2,ITK,FOSL2,ZBTB7B","GO:0001865","Innate","Cellular","Differentiation, NK T cell","NK T cell",3
"NK T CELL DIFFERENTIATION","ATF2,ITK,FOSL2,ZBTB7B",NA,NA,NA,NA,NA,NA
"NK T CELL LINEAGE COMMITMENT","TOX","GO:0002364","Innate","Cellular","Lineage commitment, NK T cell","NK T cell",1
"NK T CELL PROLIFERATION","IL15,ELF4","GO:0001866","Innate","Cellular","Proliferation, NK T cell","NK T cell",1
"NK T CELL PROLIFERATION","IL15,ELF4",NA,NA,NA,NA,NA,NA
"NLRP3 INFLAMMASOME COMPLEX ASSEMBLY","SIRT2","GO:0044546","Innate","Inflammation","NLRP3, Inflammasome complex","Undefined",1
"NLRP6 INFLAMMASOME COMPLEX ASSEMBLY","NLRP6","GO:0140739","Innate","Inflammation","NLRP6, Inflammasome complex","Undefined",1
"NUCLEATE ERYTHROCYTE DIFFERENTIATION","BAP1",NA,NA,NA,NA,NA,NA
"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","NFKBIA,TLR4,XIAP,RIPK2","GO:0070427","Innate","PRR","PRR, NOD1","All",3
"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","NFKBIA,TLR4,XIAP,RIPK2",NA,NA,NA,NA,NA,NA
"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","TLR4,LACC1,IRGM,XIAP,NFKBIA,RELA,RIPK2,INAVA,NOD2,OTULIN","GO:0070431","Innate","PRR","PRR, NOD2","All",6
"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","TLR4,LACC1,IRGM,XIAP,NFKBIA,RELA,RIPK2,INAVA,NOD2,OTULIN",NA,NA,NA,NA,NA,NA
"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY","MAP2K6,TNFAIP3,CYLD,MAP3K7,ITCH","GO:0070423","Innate","PRR","PRR, NOD","All",2
"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY","MAP2K6,TNFAIP3,CYLD,MAP3K7,ITCH",NA,NA,NA,NA,NA,NA
"OPSONIZATION","PTX3,SFTPA1,LBP,C4B,MBL2,CRP,FCN2,SPON2","GO:0008228","Adaptive","Humoral","Opsonization","B cell",5
"OPSONIZATION","PTX3,SFTPA1,LBP,C4B,MBL2,CRP,FCN2,SPON2",NA,NA,NA,NA,NA,NA
"ORGAN OR TISSUE SPECIFIC IMMUNE RESPONSE","UMOD",NA,NA,NA,NA,NA,NA
"OTHER","HMSD,JAM2,FER,BMI1,BST1,ST6GAL1,POU2F2,CXCL14,TNFSF15,PTAFR,CEACAM8,SCAP,IL12A,ETS1,PNP,IL1RL1,DPP8,ENPP1,CRHR1,GTPBP1,IL3,EXOSC9,NRROS,KIR2DL1,LIF,IGSF6,TGFBR3,ADGRE5,IGF1R,CRIP1,XBP1,GPR65,S1PR4,LTB,PKHD1L1,RGS1,CD96,CTSK,ACKR3,IL32,VPREB1,THBS1,CNIH1,ENDOU,OPRD1,RFX1,CCR10,GEM,SP2,CHST4,TNFRSF1B,TNFSF10,IL27RA,KIR2DL3,HRH2,CSF3,BMPR1A,PRG2,FCGR2C,CTSW,CNR2,IL1R1,XCR1,IL1R2,CXCR3,OSM,BMP6,KIR2DS2,OPRK1,AZGP1,MS4A2,GZMA,IRAK1BP1,FCGRT,CD164,TNFSF9,PIK3R6,CYP11B1,TTLL1,RO60,CEACAM20,ADSS2,OLR1,RNF213,PTMS,PSMA1,FCGR2A,HP,PLD3,IDO2,PSMB9,CD300C,CD300LB,IRF2,SLFN11,IRF9,CD300LD,IL31,IRAG2,MYSM1,VSTM1,CD300LG,DCAF15,ADSS1,ZNF3,MT-RNR2,PTN,DBH,SELL,AIMP1,SELP,SELE,ADORA1,ITGA3,ADD2,ITGA6,CD34,GCNT1,PDPN,PAFAH1B1","Manual","General","Undefined",NA,NA,NA
"PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","CASP1,LACC1,CGAS,STING1,MEFV,NAIP,AIM2,NOD1,NLRP1,CLEC4E,PYCARD,INAVA,NLRC4,NOD2,NLRP3","GO:0002221","Innate","PRR","Signaling, PRR","All",4
"PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","CASP1,LACC1,CGAS,STING1,MEFV,NAIP,AIM2,NOD1,NLRP1,CLEC4E,PYCARD,INAVA,NLRC4,NOD2,NLRP3",NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS I PROTEIN COMPLEX","CALR,PDIA3,TAPBP,TAPBPL","GO:0002502","Innate","APP","MHCII, Peptide complex","APC",2
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS I PROTEIN COMPLEX","CALR,PDIA3,TAPBP,TAPBPL",NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DRB3,HLA-DMB,HLA-DMA,B2M,HLA-DRB4,HLA-DPA1,HLA-DOB,HLA-DOA,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB5","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DRB3,HLA-DMB,HLA-DMA,B2M,HLA-DRB4,HLA-DPA1,HLA-DOB,HLA-DOA,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB5",NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN STABILIZATION","TAPBP",NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN TRANSPORT","TAP2,CLEC4M,CD209","GO:0046968","Innate","APP","Transport, Peptide antigen","All",1
"PEPTIDE ANTIGEN TRANSPORT","TAP2,CLEC4M,CD209",NA,NA,NA,NA,NA,NA
"PERIPHERAL B CELL TOLERANCE INDUCTION","HLA-G","GO:0002451","Adaptive","Humoral","Tolerance, B cell, Peripheral","B cell",1
"PERIPHERAL T CELL TOLERANCE INDUCTION","AIRE",NA,NA,NA,NA,NA,NA
"PEYER'S PATCH DEVELOPMENT","ADA,CACNB4,STAT5B,TOX,NKX2-3",NA,NA,NA,NA,NA,NA
"PEYER'S PATCH MORPHOGENESIS","FOXL1,RET,ARTN",NA,NA,NA,NA,NA,NA
"PLASMA CELL DIFFERENTIATION","BCL6,LGALS1,ITM2A,NFKBIZ,NKX2-3","GO:0002317","Adaptive","Humoral","Differentiation, Plasma cell","Plasma cell",2
"PLASMA CELL DIFFERENTIATION","BCL6,LGALS1,ITM2A,NFKBIZ,NKX2-3",NA,NA,NA,NA,NA,NA
"PLASMACYTOID DENDRITIC CELL ACTIVATION","LAG3","GO:0002270","Innate","APC","Activation, Dendritic cell, Plasmacytoid","Dendritic cell",1
"PLASMACYTOID DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION","CLEC4A",NA,NA,NA,NA,NA,NA
"PLASMACYTOID DENDRITIC CELL CYTOKINE PRODUCTION","SLAMF9",NA,NA,NA,NA,NA,NA
"PLASMACYTOID DENDRITIC CELL DIFFERENTIATION","ZBTB46,IRF8","GO:0002273","Innate","APC","Differentiation, Dendritic cell, Plasmacytoid","Dendritic cell",2
"POSITIVE REGULATION OF ACTIVATED T CELL AUTONOMOUS CELL DEATH","LGALS9",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ACTIVATED T CELL PROLIFERATION","AGER,EPO,HMGB1,IGF1,IGF2,IGFBP2,IL2,IL2RA,IL12B,IL12RB1,IL18,JAK3,PPP3CA,RPS3,SLAMF1,STAT5B,TNFSF9,FADD,HHLA2,ICOSLG,PYCARD,IL23A,GPAM,TMIGD2,IL23R,MIR21,MIR30B,CD24",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ACTIVATION OF MEMBRANE ATTACK COMPLEX","C3,CR1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ACUTE INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","CNR1,PARK7",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ADAPTIVE IMMUNE MEMORY RESPONSE","CD81",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE","IL6ST,SKAP1,FADD,SIRT1,PYCARD,SASH3,AKIRIN2,EIF2AK4",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION","ADA,RHOA,GLI3,IHH,ITPKB,PNP,SHH,SYK,ZAP70,NKAP",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ALPHA-BETA T CELL PROLIFERATION","PTPRC,SYK,TNFSF4,ZAP70,EBI3,CCR2",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ANTIBACTERIAL PEPTIDE PRODUCTION","KLK3,PGC,KLK7,KLK5",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY","HLA-E",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ANTIFUNGAL INNATE IMMUNE RESPONSE","PLA2G5,SPI1,TRIM62",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II","PYCARD,TREM2",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY","PTPRC",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ANTIMICROBIAL HUMORAL RESPONSE","ACOD1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ANTIMICROBIAL PEPTIDE PRODUCTION","IL17A,IL17F",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF B CELL ACTIVATION","IL6,TNFSF4,SH3KBP1,TLR9,AKIRIN2,NOD2,TNIP2",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF B CELL CHEMOTAXIS","PTK2B,XCL1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF B CELL DIFFERENTIATION","BAD,BTK,CD27,NCKAP1L,IL2RG,IL7,INPP5D,MMP14,SPI1,STAT5B,SYK,XBP1,PPP2R3C,PCID2",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF B CELL PROLIFERATION","ADA,BCL2,BCL6,BMI1,BST1,BTK,CD38,CD40,CD74,CD81,CDKN1A,CHRNB2,GPR183,EPHB2,NCKAP1L,IL2,IL4,IL5,IL7,IL13,MEF2C,MIF,NFATC2,PRLR,PTPRC,TFRC,TLR4,TNFRSF4,IRS2,VAV3,TNFSF13B,CLCF1,CD320,TLR9,SASH3,PELI1,SLC39A10,IL21,ATAD5,CARD11,WNT3A,TIRAP,FCRL3,TNFRSF13C,TICAM1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF B CELL RECEPTOR SIGNALING PATHWAY","CD81,PRKCB,PRKCH,STAP1,FOXP1,SLC39A10,CMTM3,NFAM1,MIR18A,MIR19A",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF B CELL TOLERANCE INDUCTION","TGFBR2",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF BIOSYNTHETIC PROCESS OF ANTIBACTERIAL PEPTIDES ACTIVE AGAINST GRAM-POSITIVE BACTERIA","NOD2",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION","CD55,HLA-DRA,HLA-DRB1,HLA-DRB3",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL COSTIMULATION","TNFSF4",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION","NCKAP1L,TNFSF4,SOCS1,CD83,ZBTB7B,SASH3",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL PROLIFERATION","CD3E,CD28,CD81,CD55,LGALS9,PRKCQ,XCL1,TGFBR2,RIPK2,CARD11",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL DIFFERENTIATION","HLA-DRA,HLA-DRB1,IL2RG,FOXP3,KLHL25",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","IFNG,LGALS9",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA CYTOTOXIC T CELL EXTRAVASATION","FADD",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION","HLA-A,HLA-E",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION","RUNX1,RUNX3,CBFB,NCKAP1L,LILRB4",NA,NA,NA,NA,NA,NA
