...1	Cond1	Cond2	Shared	NotShared_cond1	NotShared_cond2	Total_Genes_Cond1	Total_Genes_Cond2	Genes_Names	Percentage_Shared_Cond1	Percentage_Shared_Cond2	pvalue	qvalue
8463	WETVAX (D5-7)	FLUARIX (D28)	2	6	196	69	1724	CD19,CD40	2.9	0.12	3.01254694623246e-10	9.125454938368539e-11
8472	STAMARIL (D14)	FLUARIX (D28)	1	7	16	69	137	CD19	1.45	0.73	2.31144395904121e-5	5.29707796858792e-6
8477	HPV-VLP (D0)	FLUARIX (D28)	1	7	147	69	1025	CD19	1.45	0.1	2.15218009755232e-11	6.90217691334542e-12
8478	MMR II (Y7)	FLUARIX (D28)	2	6	470	69	3035	CD40,STAP1	2.9	0.07	1.74423182927221e-12	5.899880920933759e-13
8495	BNT-I (D1)	FLUARIX (D28)	2	6	159	69	946	CD22,STAP1	2.9	0.21	1.01773698529319e-9	2.99932281163354e-10
8496	BNT-I (D10, mild)	FLUARIX (D28)	5	3	636	69	4349	ADD2,BLNK,CD19,CD22,SCRIB	7.25	0.11	1.26388456183967e-6	3.10878590898325e-7
8497	BNT-I (D10, severe)	FLUARIX (D28)	2	6	653	69	4499	ADD2,CD40	2.9	0.04	2.47266120845867e-13	8.6876354593294e-14
8498	BNT-I (D26, mild)	FLUARIX (D28)	8	0	350	69	2431	ADD2,BLNK,CD19,CD22,CD40,PAWR,STAP1,SCRIB	11.59	0.33	1	0.173737993497139
8499	BNT-I (D26, severe)	FLUARIX (D28)	2	6	77	69	516	ADD2,CD40	2.9	0.39	6.40214292527995e-8	1.68726809080224e-8
8502	BNT-I-BNT (D51, mild)	FLUARIX (D28)	3	5	64	69	446	ADD2,CD22,CD40	4.35	0.67	4.00241746014592e-6	9.59224884115186e-7
8513	ChAd-BNT (V3, D1)	FLUARIX (D28)	1	7	243	69	1626	CD40	1.45	0.06	6.98968526621226e-13	2.40884001791338e-13
8514	I (D10, moderate)	FLUARIX (D28)	2	6	482	69	3175	ADD2,SCRIB	2.9	0.06	1.5019614898424998e-12	5.08995392404843e-13
8515	I (D10, severe)	FLUARIX (D28)	3	5	532	69	3665	ADD2,CD40,SCRIB	4.35	0.08	1.49095795657901e-10	4.595800776469279e-11
8517	I (D26, severe)	FLUARIX (D28)	4	4	523	69	3289	ADD2,CD40,PAWR,SCRIB	5.8	0.12	2.1372203289198e-8	5.81859887302565e-9
8519	I (D51, severe)	FLUARIX (D28)	1	7	374	69	2435	ADD2	1.45	0.04	3.5899498630135104e-14	1.3132655394534401e-14
8521	I-I (D1)	FLUARIX (D28)	2	6	12	69	94	CD19,CD22	2.9	2.13	7.2239422084623e-4	1.5080820273777e-4
8527	WETVAX (ANY)	PFALCIPARUM RTSS (D1)	4	1	31	27	221	IFI27,IFI44L,IFI6,SERPING1	14.81	1.81	0.138888888888889	0.0247962930091458
8528	YF VAX (ANY)	PFALCIPARUM RTSS (D1)	4	1	40	27	327	IFI27,IFI44L,IFI6,SERPING1	14.81	1.22	0.111111111111111	0.019873602961953
8530	CHAD63-KH (H24)	PFALCIPARUM RTSS (D1)	5	0	728	27	5081	EPHB2,IFI27,IFI44L,IFI6,SERPING1	18.52	0.1	1	0.173737993497139
8531	INACTIVATED INFLUENZA (D28)	PFALCIPARUM RTSS (D1)	1	4	217	27	1439	IFI44L	3.7	0.07	5.07655624496883e-8	1.34890508785793e-8
8544	HIV-1 GAG-POL NEF (D1)	PFALCIPARUM RTSS (D1)	5	0	613	27	4241	EPHB2,IFI27,IFI44L,IFI6,SERPING1	18.52	0.12	1	0.173737993497139
8545	HIV-1 GAG-POL NEF (D3)	PFALCIPARUM RTSS (D1)	4	1	78	27	549	IFI27,IFI44L,IFI6,SERPING1	14.81	0.73	0.0602409638554216	0.010936126481654
8546	HPV-VLP (M2)	PFALCIPARUM RTSS (D1)	1	4	187	27	1315	SERPING1	3.7	0.08	9.11236788889038e-8	2.388564913664e-8
8547	INFLUENZA (D1)	PFALCIPARUM RTSS (D1)	1	4	69	27	447	IFI44L	3.7	0.22	4.34546064490113e-6	1.03730013480516e-6
8553	MONOV INFLUENZA A (D3)	PFALCIPARUM RTSS (D1)	3	2	53	27	336	IFI44L,IFI6,SERPING1	11.11	0.89	0.00604960677555958	0.00118967850007973
8558	INFLUENZA (D7)	PFALCIPARUM RTSS (D1)	3	2	95	27	521	IFI44L,IFI6,SERPING1	11.11	0.58	0.00202020202020202	4.1139122343526e-4
8560	FLUZONE (D1)	PFALCIPARUM RTSS (D1)	1	4	6	27	44	SERPING1	3.7	2.27	0.0151515151515151	0.00286095498273732
8564	FLUMIST (D7)	PFALCIPARUM RTSS (D1)	2	3	827	27	5101	EPHB2,IFI6	7.41	0.04	1.04555963370282e-7	2.73383897683792e-8
8569	MENACTRA (D3)	PFALCIPARUM RTSS (D1)	1	4	31	27	371	SERPING1	3.7	0.27	8.48824378236141e-5	1.87867047142137e-5
8571	WETVAX (D2-4)	PFALCIPARUM RTSS (D1)	2	3	41	27	383	IFI44L,SERPING1	7.41	0.52	6.5876152832674e-4	1.3759245545033e-4
8572	WETVAX (D5-7)	PFALCIPARUM RTSS (D1)	4	1	194	27	1724	IFI27,IFI44L,IFI6,SERPING1	14.81	0.23	0.0251256281407035	0.00467432232248717
8575	MVA85A (D2)	PFALCIPARUM RTSS (D1)	4	1	55	27	551	IFI27,IFI44L,IFI6,SERPING1	14.81	0.73	0.0833333333333334	0.0150137817548592
8577	ZOSTAVAX (D3)	PFALCIPARUM RTSS (D1)	1	4	3	27	26	IFI44L	3.7	3.85	0.142857142857143	0.0254363521978953
8578	YF17D (D3)	PFALCIPARUM RTSS (D1)	4	1	31	27	235	IFI27,IFI44L,IFI6,SERPING1	14.81	1.7	0.138888888888889	0.0247962930091458
8579	YF VAX (D4-7)	PFALCIPARUM RTSS (D1)	4	1	140	27	941	IFI27,IFI44L,IFI6,SERPING1	14.81	0.43	0.0344827586206896	0.0063606914342227
8580	STAMARIL (D10)	PFALCIPARUM RTSS (D1)	4	1	106	27	857	IFI27,IFI44L,IFI6,SERPING1	14.81	0.47	0.045045045045045	0.0082546882892649
8583	STAMARIL (D3)	PFALCIPARUM RTSS (D1)	4	1	117	27	997	IFI27,IFI44L,IFI6,SERPING1	14.81	0.4	0.040983606557377	0.00753449547805981
8585	STAMARIL (D7)	PFALCIPARUM RTSS (D1)	4	1	172	27	1374	IFI27,IFI44L,IFI6,SERPING1	14.81	0.29	0.0282485875706215	0.00523062422573172
8586	HPV-VLP (D0)	PFALCIPARUM RTSS (D1)	4	1	144	27	1025	IFI27,IFI44L,IFI6,SERPING1	14.81	0.39	0.0335570469798657	0.00619809238722948
8587	MMR II (Y7)	PFALCIPARUM RTSS (D1)	4	1	468	27	3035	IFI27,IFI44L,IFI6,SERPING1	14.81	0.13	0.0105708245243129	0.00203159849097852
8588	PREVNAR (M8)	PFALCIPARUM RTSS (D1)	1	4	19	27	130	SERPING1	3.7	0.77	4.7054394880481e-4	9.92831857841344e-5
8589	PREVNAR (M9)	PFALCIPARUM RTSS (D1)	1	4	34	27	214	SERPING1	3.7	0.47	6.0789534473745e-5	1.35709981715716e-5
8592	BCG (W10)	PFALCIPARUM RTSS (D1)	1	4	143	27	1065	IFI44L	3.7	0.09	2.60544156893438e-7	6.65925435059506e-8
8594	TC-83 (D14)	PFALCIPARUM RTSS (D1)	3	2	119	27	779	IFI27,IFI44L,IFI6	11.11	0.39	0.001311303435615	2.7021673478315e-4
8595	TC-83 (D2)	PFALCIPARUM RTSS (D1)	4	1	70	27	490	IFI27,IFI44L,IFI6,SERPING1	14.81	0.82	0.0666666666666666	0.0120523418163416
8596	TC-83 (D7)	PFALCIPARUM RTSS (D1)	4	1	46	27	273	IFI27,IFI44L,IFI6,SERPING1	14.81	1.47	0.0980392156862745	0.017628021645343
8601	BNT (V1, D6)	PFALCIPARUM RTSS (D1)	1	4	1	27	13	IFI27	3.7	7.69	0.333333333333333	0.0587625358858248
8602	BNT (V2, D1)	PFALCIPARUM RTSS (D1)	4	1	110	27	739	IFI27,IFI44L,IFI6,SERPING1	14.81	0.54	0.0434782608695651	0.00796988451368437
8603	BNT (V3, D1)	PFALCIPARUM RTSS (D1)	4	1	135	27	904	IFI27,IFI44L,IFI6,SERPING1	14.81	0.44	0.0357142857142857	0.0065705629729394
8605	BNT-I (D10, mild)	PFALCIPARUM RTSS (D1)	5	0	636	27	4349	EPHB2,IFI27,IFI44L,IFI6,SERPING1	18.52	0.11	1	0.173737993497139
8606	BNT-I (D10, severe)	PFALCIPARUM RTSS (D1)	5	0	650	27	4499	EPHB2,IFI27,IFI44L,IFI6,SERPING1	18.52	0.11	1	0.173737993497139
8613	BNT-MO (V3, D1)	PFALCIPARUM RTSS (D1)	3	2	192	27	1281	IFI44L,IFI6,SERPING1	11.11	0.23	5.179736869367e-4	1.0890811930698e-4
8614	ChAd (V1, D3)	PFALCIPARUM RTSS (D1)	5	0	132	27	995	EPHB2,IFI27,IFI44L,IFI6,SERPING1	18.52	0.5	1	0.173737993497139
8615	ChAd (V1, D6)	PFALCIPARUM RTSS (D1)	1	4	84	27	350	IFI27	3.7	0.29	2.04781567693005e-6	4.98069299631847e-7
8616	ChAd (V1, D7)	PFALCIPARUM RTSS (D1)	1	4	36	27	272	IFI27	3.7	0.37	4.93729633652612e-5	1.10870547640236e-5
8617	ChAd (V2, D1)	PFALCIPARUM RTSS (D1)	4	1	140	27	866	IFI27,IFI44L,IFI6,SERPING1	14.81	0.46	0.0344827586206896	0.0063606914342227
8620	ChAd-BNT (V2, D3)	PFALCIPARUM RTSS (D1)	5	0	177	27	1209	EPHB2,IFI27,IFI44L,IFI6,SERPING1	18.52	0.41	1	0.173737993497139
8621	ChAd-BNT (V2, D7)	PFALCIPARUM RTSS (D1)	1	4	116	27	798	SERPING1	3.7	0.13	5.88553112798557e-7	1.47528678016432e-7
8622	ChAd-BNT (V3, D1)	PFALCIPARUM RTSS (D1)	4	1	240	27	1626	EPHB2,IFI44L,IFI6,SERPING1	14.81	0.25	0.0204081632653061	0.00381809380365916
8623	I (D10, moderate)	PFALCIPARUM RTSS (D1)	5	0	479	27	3175	EPHB2,IFI27,IFI44L,IFI6,SERPING1	18.52	0.16	1	0.173737993497139
8624	I (D10, severe)	PFALCIPARUM RTSS (D1)	1	4	534	27	3665	IFI27	3.7	0.03	1.4377094581297602e-9	4.20166202988408e-10
8625	I (D26, moderate)	PFALCIPARUM RTSS (D1)	1	4	314	27	2016	EPHB2	3.7	0.05	1.18091081010266e-8	3.25468585123034e-9
8626	I (D26, severe)	PFALCIPARUM RTSS (D1)	2	3	525	27	3289	IFI27,IFI44L	7.41	0.06	4.05308569520146e-7	1.02512739661007e-7
8638	CHAD63-KH (H24)	ATTENUVAX (D14)	5	9	728	97	5081	FCHO1,YES1,S1PR1,CIITA,GATA3	5.15	0.1	1.1187776237245701e-17	4.79658920218163e-18
8640	INACTIVATED INFLUENZA (D7)	ATTENUVAX (D14)	1	13	281	97	1653	SMARCD2	1.03	0.06	8.89630473843466e-22	4.56519354703406e-22
8652	HIV-1 GAG-POL NEF (D1)	ATTENUVAX (D14)	2	12	616	97	4241	S1PR1,ADAM9	2.06	0.05	1.23899246915523e-23	6.83036746453859e-24
8658	MONOV INFLUENZA A (D28)	ATTENUVAX (D14)	1	13	27	97	281	CIITA	1.03	0.36	7.94548202514147e-10	2.3536723997317303e-10
8659	FLUARIX FLUVIRIN (D3)	ATTENUVAX (D14)	1	13	177	97	1182	GATA3	1.03	0.08	2.9398897197523097e-19	1.3499068539321799e-19
8660	INFLUENZA (D3)	ATTENUVAX (D14)	1	13	144	97	1057	CIITA	1.03	0.09	3.78576102590943e-18	1.66149046899044e-18
8665	FLUARIX FLUVIRIN (D7)	ATTENUVAX (D14)	4	10	399	97	2412	DHPS,YES1,CIITA,ATF2	4.12	0.17	2.80791438555877e-17	1.18492092530559e-17
8670	FLUZONE (D7)	ATTENUVAX (D14)	1	13	11	97	174	IFNA1	1.03	0.57	2.69215237582448e-6	6.50644499570956e-7
8671	FLUMIST (D3)	ATTENUVAX (D14)	4	10	224	97	1510	YES1,S1PR1,CIITA,GATA3	4.12	0.26	7.54495893657216e-15	2.83912355415861e-15
8672	FLUMIST (D7)	ATTENUVAX (D14)	5	9	824	97	5101	DHPS,SLC11A2,YES1,ADAM9,ATF2	5.15	0.1	3.72178586360495e-18	1.63398166213194e-18
8680	WETVAX (D5-7)	ATTENUVAX (D14)	1	13	197	97	1724	GATA3	1.03	0.06	7.736576955349649e-20	3.6466506764080096e-20
8681	WETVAX (D50-60)	ATTENUVAX (D14)	1	13	84	97	702	YES1	1.03	0.14	2.6052103199447e-15	9.98496000887019e-16
8695	MMR II (Y7)	ATTENUVAX (D14)	1	13	471	97	3035	S1PR1	1.03	0.03	1.24801250008023e-24	7.097228954666649e-25
8699	DRYVAX (M9-M34)	ATTENUVAX (D14)	1	13	5	97	80	IFNA1	1.03	1.25	5.1599587203302e-4	1.0851035594503e-4
8702	TC-83 (D14)	ATTENUVAX (D14)	1	13	121	97	779	ATF2	1.03	0.13	3.19977034746177e-17	1.34622795046387e-17
8712	BNT-I (D1)	ATTENUVAX (D14)	2	12	159	97	946	S1PR1,ADAM9	2.06	0.21	8.959996042933051e-17	3.68730244391297e-17
8713	BNT-I (D10, mild)	ATTENUVAX (D14)	4	10	637	97	4349	YES1,S1PR1,ADAM9,GATA3	4.12	0.09	2.84809637357049e-19	1.30823441639267e-19
8714	BNT-I (D10, severe)	ATTENUVAX (D14)	4	10	651	97	4499	YES1,S1PR1,ADAM9,GATA3	4.12	0.09	2.29884640690105e-19	1.0598033423961599e-19
8715	BNT-I (D26, mild)	ATTENUVAX (D14)	3	11	355	97	2431	S1PR1,ADAM9,GATA3	3.09	0.12	9.779624329094418e-19	4.397650679769259e-19
8716	BNT-I (D26, severe)	ATTENUVAX (D14)	1	13	78	97	516	S1PR1	1.03	0.19	6.270195440508081e-15	2.3693333517361803e-15
8719	BNT-I-BNT (D51, mild)	ATTENUVAX (D14)	1	13	66	97	446	S1PR1	1.03	0.22	4.4425223541350604e-14	1.6190469570304602e-14
8730	ChAd-BNT (V3, D1)	ATTENUVAX (D14)	1	13	243	97	1626	CIITA	1.03	0.06	5.56259449433771e-21	2.76886775223884e-21
8731	I (D10, moderate)	ATTENUVAX (D14)	4	10	480	97	3175	YES1,S1PR1,ADAM9,GATA3	4.12	0.13	4.59986321145581e-18	2.0069116202921397e-18
8732	I (D10, severe)	ATTENUVAX (D14)	4	10	531	97	3665	S1PR1,CIITA,ADAM9,GATA3	4.12	0.11	1.7072670204735699e-18	7.609330330730229e-19
8733	I (D26, moderate)	ATTENUVAX (D14)	4	10	311	97	2016	YES1,S1PR1,ADAM9,GATA3	4.12	0.2	3.17754117231584e-16	1.26713654628119e-16
8734	I (D26, severe)	ATTENUVAX (D14)	4	10	523	97	3289	S1PR1,CIITA,ADAM9,GATA3	4.12	0.12	1.98181982869165e-18	8.811224278112959e-19
8736	I (D51, severe)	ATTENUVAX (D14)	2	12	373	97	2435	S1PR1,ADAM9	2.06	0.08	4.58835718622627e-21	2.29115934653109e-21
8743	YF VAX (ANY)	WETVAX (ANY)	35	0	9	221	327	APOBEC3B,CD74,CEBPB,FCGR3A,FPR2,HERC5,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IL1RN,ISG15,IRF9,MX1,MX2,OAS1,OAS2,PLSCR1,PSMB9,PSME1,PYHIN1,SERPING1,TAP1,TNFSF10,TRIM21,TRIM22,USP18	15.84	10.7	1	0.173737993497139
8745	CHAD63-KH (H24)	WETVAX (ANY)	35	0	698	221	5081	APOBEC3B,CD74,CEBPB,FCGR3A,FPR2,HERC5,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IL1RN,ISG15,IRF9,MX1,MX2,OAS1,OAS2,PLSCR1,PSMB9,PSME1,PYHIN1,SERPING1,TAP1,TNFSF10,TRIM21,TRIM22,USP18	15.84	0.69	1	0.173737993497139
8746	INACTIVATED INFLUENZA (D28)	WETVAX (ANY)	9	26	209	221	1439	CD74,CEBPB,IFI44L,IFITM2,IFITM3,IRF9,MX1,PLSCR1,TRIM22	4.07	0.63	9.59566655011867e-28	6.10973107041635e-28
8747	INACTIVATED INFLUENZA (D7)	WETVAX (ANY)	4	31	278	221	1653	CEBPB,IRF9,PLSCR1,TRIM22	1.81	0.24	8.69733775227231e-39	7.74737369455304e-39
8748	INACTIVATED INFLUENZA (D2)	WETVAX (ANY)	1	34	54	221	333	PLSCR1	0.45	0.3	7.947308628808511e-24	4.41402071438512e-24
8750	RVSV ZEBOV (D7)	WETVAX (ANY)	4	31	6	221	82	HERC5,IFIT1,ISG15,USP18	1.81	4.88	4.67041545347065e-5	1.04933589353509e-5
8751	LVS F TULARENSIS (H18)	WETVAX (ANY)	3	32	67	221	989	CD74,FCGR3A,TAP1	1.36	0.3	2.1456616222266698e-23	1.1700839517848698e-23
8752	LVS F TULARENSIS (H192)	WETVAX (ANY)	3	32	67	221	979	CD74,FCGR3A,TAP1	1.36	0.31	2.1456616222266698e-23	1.1700839517848698e-23
8753	LVS F TULARENSIS (H336)	WETVAX (ANY)	3	32	68	221	999	CD74,FCGR3A,TAP1	1.36	0.3	1.47904830269994e-23	8.12888706195262e-24
8754	LVS F TULARENSIS (H48)	WETVAX (ANY)	3	32	68	221	999	CD74,FCGR3A,TAP1	1.36	0.3	1.47904830269994e-23	8.12888706195262e-24
8758	CN54GP140 (H6)	WETVAX (ANY)	1	34	16	221	118	FCGR3A	0.45	0.85	2.36949673679713e-12	7.95511279955508e-13
8759	HIV-1 GAG-POL NEF (D1)	WETVAX (ANY)	32	3	586	221	4241	CEBPB,FPR2,HERC5,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IL1RN,ISG15,IRF9,MX1,MX2,OAS1,OAS2,PLSCR1,PSMB9,PSME1,PYHIN1,SERPING1,TAP1,TNFSF10,TRIM21,TRIM22,USP18	14.48	0.75	1.6477334664611e-4	3.57350164993185e-5
8760	HIV-1 GAG-POL NEF (D3)	WETVAX (ANY)	25	10	57	221	549	FCGR3A,FPR2,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IL1RN,IRF9,MX1,MX2,OAS1,OAS2,PLSCR1,SERPING1,TAP1,TNFSF10,TRIM21,TRIM22,USP18	11.31	4.55	2.54594228129842e-5	5.82072379825887e-6
8761	HPV-VLP (M2)	WETVAX (ANY)	8	27	180	221	1315	APOBEC3B,FPR2,IFITM1,IFITM2,IL1RN,PSMB9,SERPING1,TNFSF10	3.62	0.61	1.48920260025318e-27	9.40133924117832e-28
8762	INFLUENZA (D1)	WETVAX (ANY)	5	30	65	221	447	IFI44,IFI44L,IFIT1,OAS1,OAS2	2.26	1.12	1.1052303016089599e-20	5.43920715319715e-21
8763	PANDEMRIX (D1)	WETVAX (ANY)	2	33	38	221	582	IRF9,TAP1	0.9	0.34	9.43037536997229e-19	4.2451424809242596e-19
8764	FLUARIX FLUVIRIN (D28)	WETVAX (ANY)	1	34	46	221	241	OAS2	0.45	0.41	4.6098570438474195e-22	2.39677951078098e-22
8765	MONOV INFLUENZA A (D28)	WETVAX (ANY)	1	34	27	221	281	IFI30	0.45	0.36	1.0010991595169001e-16	4.1131082875314804e-17
8767	INFLUENZA (D3)	WETVAX (ANY)	2	33	143	221	1057	CEBPB,IFI30	0.9	0.19	6.66869325814318e-34	5.185866277288819e-34
8768	MONOV INFLUENZA A (D3)	WETVAX (ANY)	18	17	38	221	336	APOBEC3B,HERC5,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM3,ISG15,MX1,OAS1,OAS2,PLSCR1,SERPING1,TRIM22,USP18	8.14	5.36	2.56709313476864e-7	6.56789389691114e-8
8772	FLUARIX FLUVIRIN (D7)	WETVAX (ANY)	5	30	398	221	2412	APOBEC3B,IFI44,IFIT1,ISG15,TNFSF10	2.26	0.21	1.93631107811202e-41	1.88597870183135e-41
8773	INFLUENZA (D7)	WETVAX (ANY)	8	27	90	221	521	IFI44,IFI44L,IFI6,IFITM3,ISG15,OAS1,OAS2,SERPING1	3.62	1.54	1.28323065889569e-20	6.28821825275905e-21
8775	FLUZONE (D1)	WETVAX (ANY)	2	33	5	221	44	IFIT3,SERPING1	0.9	4.55	3.19145055987161e-5	7.25968860710988e-6
8778	FLUMIST (D3)	WETVAX (ANY)	10	25	218	221	1510	CEBPB,IFI30,MX1,MX2,OAS1,OAS2,PLSCR1,PSMB9,TNFSF10,TRIM22	4.52	0.66	8.10788853825303e-27	5.00822064512082e-27
8779	FLUMIST (D7)	WETVAX (ANY)	16	19	813	221	5101	CEBPB,FPR2,IFI30,IFI44,IFI6,IFIT3,IFIT5,IFITM1,IFITM2,IL1RN,MX1,OAS1,OAS2,PLSCR1,PYHIN1,TNFSF10	7.24	0.31	1.38775129257954e-29	9.426080817623759e-30
8784	MENACTRA (D3)	WETVAX (ANY)	1	34	31	221	371	SERPING1	0.45	0.27	4.99493919639076e-18	2.17401855793288e-18
8786	WETVAX (D2-4)	WETVAX (ANY)	9	26	34	221	383	CEBPB,FCGR3A,HERC5,IFI44,IFI44L,IFIT1,IFIT3,MX1,SERPING1	4.07	2.35	1.2638453147693299e-11	4.09908950967336e-12
8787	WETVAX (D5-7)	WETVAX (ANY)	35	0	163	221	1724	APOBEC3B,CD74,CEBPB,FCGR3A,FPR2,HERC5,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IL1RN,ISG15,IRF9,MX1,MX2,OAS1,OAS2,PLSCR1,PSMB9,PSME1,PYHIN1,SERPING1,TAP1,TNFSF10,TRIM21,TRIM22,USP18	15.84	2.03	1	0.173737993497139
8788	WETVAX (D50-60)	WETVAX (ANY)	3	32	82	221	702	OAS1,TNFSF10,TRIM21	1.36	0.43	1.22208288911888e-25	7.216570144428899e-26
8790	MVA85A (D2)	WETVAX (ANY)	16	19	43	221	551	FPR2,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,ISG15,IRF9,MX1,PSMB9,SERPING1,TNFSF10	7.24	2.9	6.048198127090321e-9	1.6968018500676102e-9
8792	ZOSTAVAX (D3)	WETVAX (ANY)	2	33	2	221	26	IFI44L,MX1	0.9	7.69	0.00900900900900902	0.00173752353195751
8793	YF17D (D3)	WETVAX (ANY)	16	19	19	221	235	HERC5,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,ISG15,MX1,MX2,OAS1,OAS2,PLSCR1,SERPING1,TRIM22	7.24	6.81	4.38014977807986e-5	9.85172722606183e-6
8794	YF VAX (D4-7)	WETVAX (ANY)	35	0	109	221	941	APOBEC3B,CD74,CEBPB,FCGR3A,FPR2,HERC5,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IL1RN,ISG15,IRF9,MX1,MX2,OAS1,OAS2,PLSCR1,PSMB9,PSME1,PYHIN1,SERPING1,TAP1,TNFSF10,TRIM21,TRIM22,USP18	15.84	3.72	1	0.173737993497139
8795	STAMARIL (D10)	WETVAX (ANY)	24	11	86	221	857	HERC5,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM3,IL1RN,ISG15,IRF9,MX1,OAS1,OAS2,PLSCR1,SERPING1,TAP1,TNFSF10,TRIM21,TRIM22	10.86	2.8	3.26787477132477e-7	8.29521851859405e-8
8797	STAMARIL (D28)	WETVAX (ANY)	3	32	12	221	154	IL1RN,IRF9,MX1	1.36	1.95	8.70790050772948e-9	2.4166346214661703e-9
8798	STAMARIL (D3)	WETVAX (ANY)	26	9	95	221	997	HERC5,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM3,IL1RN,ISG15,IRF9,MX1,MX2,OAS1,OAS2,PLSCR1,PSME1,SERPING1,TAP1,TNFSF10,TRIM21,TRIM22	11.76	2.61	3.20700533894876e-6	7.71674392211582e-7
8799	STAMARIL (D60)	WETVAX (ANY)	3	32	19	221	238	CD74,IFI30,TAP1	1.36	1.26	8.385519414451399e-12	2.74085848277692e-12
8800	STAMARIL (D7)	WETVAX (ANY)	27	8	149	221	1374	CD74,HERC5,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM3,IL1RN,ISG15,IRF9,MX1,MX2,OAS1,OAS2,PLSCR1,PSME1,SERPING1,TAP1,TNFSF10,TRIM21,TRIM22	12.22	1.97	8.42776033896093e-7	2.09463112536197e-7
8801	HPV-VLP (D0)	WETVAX (ANY)	24	11	124	221	1025	APOBEC3B,FPR2,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,ISG15,MX1,MX2,OAS1,OAS2,PLSCR1,PSMB9,SERPING1,TNFSF10,TRIM21,USP18	10.86	2.34	1.44479624290837e-8	3.96686147551603e-9
8802	MMR II (Y7)	WETVAX (ANY)	27	8	445	221	3035	APOBEC3B,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IL1RN,ISG15,MX1,MX2,OAS1,OAS2,PLSCR1,PSMB9,SERPING1,TAP1,TNFSF10,TRIM21,TRIM22,USP18	12.22	0.89	3.57097480619529e-10	1.07730342573339e-10
8803	PREVNAR (M8)	WETVAX (ANY)	1	34	19	221	130	SERPING1	0.45	0.77	1.08902849538331e-13	3.89793655565407e-14
8804	PREVNAR (M9)	WETVAX (ANY)	1	34	34	221	214	SERPING1	0.45	0.47	6.417897215349619e-19	2.90982622741665e-19
8806	DRYVAX (M9-M34)	WETVAX (ANY)	1	34	5	221	80	HERC5	0.45	1.25	9.11843017106176e-6	2.14139284125991e-6
8807	BCG (W10)	WETVAX (ANY)	10	25	134	221	1065	CEBPB,IFI30,IFI44L,IFIT3,IL1RN,ISG15,IRF9,MX1,PSMB9,TRIM22	4.52	0.94	3.70213726642028e-22	1.93600571986517e-22
8808	PPD (W10)	WETVAX (ANY)	2	33	99	221	724	IFI30,IL1RN	0.9	0.28	2.44361543033364e-29	1.64648749522829e-29
8809	TC-83 (D14)	WETVAX (ANY)	11	24	111	221	779	HERC5,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT5,ISG15,OAS1,OAS2,TRIM22	4.98	1.41	2.17560047624427e-19	1.0051894467843099e-19
8810	TC-83 (D2)	WETVAX (ANY)	22	13	52	221	490	HERC5,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL1RN,ISG15,MX1,MX2,OAS1,OAS2,PLSCR1,SERPING1,TNFSF10,TRIM22,USP18	9.95	4.49	1.44276605172957e-6	3.54468619727059e-7
8811	TC-83 (D7)	WETVAX (ANY)	22	13	28	221	273	HERC5,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IL1RN,ISG15,MX1,MX2,OAS1,OAS2,PLSCR1,SERPING1,TNFSF10,TRIM22,USP18	9.95	8.06	2.4631585725721e-4	5.29370437168923e-5
8816	BNT (V1, D6)	WETVAX (ANY)	1	34	1	221	13	IFI27	0.45	7.69	0.0555555555555555	0.0100884428511152
