Source,Target,Type,Id,Label,Weight
PDGFRL,"ChAd-BNT (V2, D3)",Undirected,13881,,1
FBXO6,"ChAd (V2, D1)",Undirected,13882,,1
STAMARIL (D7),LMBRD1,Undirected,13883,,1
Reg. of BP,AKIRIN2,Undirected,13884,,1
SLC2A6,HPV-VLP (M2),Undirected,13885,,1
TPD52,B CELLS,Undirected,13886,,1
TUSC2,Cellular,Undirected,13887,,1
KDM4E,"ChAd-BNT (V2, D7)",Undirected,13888,,1
STAMARIL (D7),DSC2,Undirected,13889,,1
Reg. of BP,CCNB2,Undirected,13890,,2
RAET1E,Immune system,Undirected,13891,,1
STAMARIL (D10),NIBAN1,Undirected,13892,,1
TRIM15,INNATE IMMUNE SYSTEM,Undirected,13893,,1
MTCO2P12,"BNT (V2, D1)",Undirected,13894,,1
TLR9,LVS F TULARENSIS (H192),Undirected,13895,,1
KMT2E,Cellular,Undirected,13896,,1
XAF1,FLUMIST (D3),Undirected,13897,,1
STAMARIL (D7),ABCA1,Undirected,13898,,1
"ZF2001 (V3, D14)",PPP1R10,Undirected,13899,,1
Immune system,ICOSLG,Undirected,13900,,1
TRIM49D1,Reg. of BP,Undirected,13901,,1
SAMHD1,Interspecies interaction,Undirected,13902,,1
T CELLS,DOCK8,Undirected,13903,,1
STING1,Reg. of BP,Undirected,13904,,2
PSIP1,FLUMIST (D3),Undirected,13905,,1
LHFPL2,"BNT-MO (V3, D1)",Undirected,13906,,1
"ChAd-BNT (V2, D3)",CDH2,Undirected,13907,,1
RELA,Immune system,Undirected,13908,,2
RBCK1,Cellular,Undirected,13909,,2
ZBTB7B,Reg. of BP,Undirected,13910,,2
PQBP1,Cellular,Undirected,13911,,1
FLUARIX FLUVIRIN (D3),BEX4,Undirected,13912,,1
SLC2A7,"ChAd (V1, D3)",Undirected,13913,,1
"ZF2001 (V3, D07)",UGT2B11,Undirected,13914,,1
Immune system,AKT1,Undirected,13915,,1
XBP1,Interspecies interaction,Undirected,13916,,1
HBA2,"ChAd (V2, D1)",Undirected,13917,,1
FLUARIX FLUVIRIN (D3),BEX2,Undirected,13918,,1
"ChAd (V1, D3)",C3AR1,Undirected,13919,,1
MAP3K8,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,13920,,1
SKAP2,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,13921,,1
SHH,Reg. of BP,Undirected,13922,,2
IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE,IL4R,Undirected,13923,,1
VAV3,ADAPTIVE IMMUNE SYSTEM,Undirected,13924,,1
"ZF2001 (V3, D07)",PLA2R1,Undirected,13925,,1
ZFP36L2,Cellular,Undirected,13926,,2
MAVS,INNATE IMMUNE SYSTEM,Undirected,13927,,1
SYNCRIP,Reg. of BP,Undirected,13928,,1
Reg. of BP,MSH2,Undirected,13929,,2
MSMP,Cellular,Undirected,13930,,1
CACNA1E,"BNT-MO (V3, D1)",Undirected,13931,,1
OAS1,"BNT-MO (V3, D1)",Undirected,13932,,1
POLR3C,Cellular,Undirected,13933,,1
Reg. of BP,MSH6,Undirected,13934,,2
REEP5,FLUARIX FLUVIRIN (D3),Undirected,13935,,1
Reg. of BP,MSH3,Undirected,13936,,2
SLC25A20,FLUARIX FLUVIRIN (D3),Undirected,13937,,1
IFNE,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,13938,,1
FLUMIST (D3),CDK12,Undirected,13939,,1
FLUMIST (D3),CDK13,Undirected,13940,,1
NFATC2,Cellular,Undirected,13941,,2
PPM1H,MONOV INFLUENZA A (D1),Undirected,13942,,1
WFDC5,Interspecies interaction,Undirected,13943,,1
TYMP,FLUARIX FLUVIRIN (D3),Undirected,13944,,1
TLR1,MACROPHAGES,Undirected,13945,,1
STAMARIL (D10),SCARB2,Undirected,13946,,1
Reg. of BP,CCND3,Undirected,13947,,1
JAG2,ADAPTIVE IMMUNE SYSTEM,Undirected,13948,,1
FLUMIST (D3),CDK17,Undirected,13949,,1
PRCP,FLUARIX FLUVIRIN (D3),Undirected,13950,,1
KYNU,Cellular,Undirected,13951,,2
SERPINB1,BNT-I (D3),Undirected,13952,,1
Reg. of BP,GSDMD,Undirected,13953,,1
TNFSF15,Metabolism,Undirected,13954,,1
INNATE IMMUNE SYSTEM,HMGB2,Undirected,13955,,1
NMI,MACROPHAGES,Undirected,13956,,1
INNATE IMMUNE SYSTEM,HMGB1,Undirected,13957,,1
"ZF2001 (V3, D07)",SNAI2,Undirected,13958,,1
"ZF2001 (V3, D07)",SNAI1,Undirected,13959,,1
TLR7,"ChAd-BNT (V2, D3)",Undirected,13960,,1
ZBP1,MONOV INFLUENZA A (D3),Undirected,13961,,1
SOD2,LVS F TULARENSIS (H192),Undirected,13962,,1
INNATE IMMUNE SYSTEM,HMGB3,Undirected,13963,,1
Metabolism,EPHB2,Undirected,13964,,2
Metabolism,EPHB3,Undirected,13965,,2
Metabolism,EPHB1,Undirected,13966,,2
MONOV INFLUENZA A (D3),CD2AP,Undirected,13967,,1
HYPK,FLUMIST (D3),Undirected,13968,,1
"ZF2001 (V3, D14)",G0S2,Undirected,13969,,1
Immune system,IGLV6-57,Undirected,13970,,1
ULBP1,INNATE IMMUNE SYSTEM,Undirected,13971,,1
PLSCR1,"ChAd-BNT (V2, D3)",Undirected,13972,,1
IFI30,"ChAd (V2, D1)",Undirected,13973,,1
S100A12,BNT-I (D3),Undirected,13974,,1
HIV-1 GAG-POL NEF (D3),ANKFY1,Undirected,13975,,1
INNATE IMMUNE SYSTEM,DEFB105A,Undirected,13976,,1
TENT4B,FLUMIST (D3),Undirected,13977,,1
MONOV INFLUENZA A (D1),CMPK2,Undirected,13978,,1
GPAM,FLUARIX FLUVIRIN (D3),Undirected,13979,,1
STAT1,HIV-1 GAG-POL NEF (D3),Undirected,13980,,1
Immune system,DTX1,Undirected,13981,,1
"ChAd (V1, D7)",CDK1,Undirected,13982,,1
DDX60,"ChAd-BNT (V2, D3)",Undirected,13983,,1
"ZF2001 (V3, D07)",ADORA2A,Undirected,13984,,1
FBXO38,Cellular,Undirected,13985,,2
IGF1R,FLUMIST (D3),Undirected,13986,,1
H4C15,"ChAd-BNT (V3, D1)",Undirected,13987,,1
FLUMIST (D3),DCAF7,Undirected,13988,,1
Metabolism,DHX36,Undirected,13989,,1
GAPT,FLUARIX FLUVIRIN (D3),Undirected,13990,,1
RHOH,LVS F TULARENSIS (H48),Undirected,13991,,1
STAT3,ADAPTIVE IMMUNE SYSTEM,Undirected,13992,,1
SH3D19,BNT-I (D1),Undirected,13993,,1
IMPA2,FLUARIX FLUVIRIN (D3),Undirected,13994,,1
Interspecies interaction,BCL10,Undirected,13995,,1
"ZF2001 (V3, D07)",MLF1,Undirected,13996,,1
RGS9BP,"BNT (V3, D1)",Undirected,13997,,1
PHACTR1,BNT-I (D1),Undirected,13998,,1
MONOV INFLUENZA A (D1),DENND1A,Undirected,13999,,1
"ZF2001 (V3, D07)",RAB3C,Undirected,14000,,1
"ZF2001 (V3, D07)",RAB3B,Undirected,14001,,1
CBX4,BNT-I (D1),Undirected,14002,,1
CXCL10,ADAPTIVE IMMUNE SYSTEM,Undirected,14003,,1
EPHA10,"BNT (V2, D1)",Undirected,14004,,1
PHB2,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,14005,,1
RRP12,FLUMIST (D3),Undirected,14006,,1
Metabolism,BTN2A3P,Undirected,14007,,2
HIF1A,FLUARIX FLUVIRIN (D3),Undirected,14008,,1
"ZF2001 (V3, D07)",RAB17,Undirected,14009,,1
PDCD1,Cellular,Undirected,14010,,1
HPV-VLP (M2),CLIC5,Undirected,14011,,1
HPV-VLP (M2),CLIC2,Undirected,14012,,1
IDH3A,HPV-VLP (M2),Undirected,14013,,1
MAST CELL,LAT,Undirected,14014,,1
Metabolism,BANK1,Undirected,14015,,2
WETVAX (D5-7),ATP5PO,Undirected,14016,,1
SLC22A1,BNT-I (D1),Undirected,14017,,1
"ZF2001 (V3, D07)",RAD54L,Undirected,14018,,1
RNU1-4,"BNT (V2, D1)",Undirected,14019,,1
SPTLC2,FLUARIX FLUVIRIN (D3),Undirected,14020,,1
OSM,FLUARIX FLUVIRIN (D3),Undirected,14021,,1
RUNX2,Cellular,Undirected,14022,,2
TOX,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,14023,,1
BATF,ADAPTIVE IMMUNE SYSTEM,Undirected,14024,,1
KMO,"ChAd (V1, D3)",Undirected,14025,,1
TRAFD1,"ChAd-BNT (V3, D1)",Undirected,14026,,1
Metabolism,LYAR,Undirected,14027,,1
MONOV INFLUENZA A (D1),FRMD3,Undirected,14028,,1
PPP1R1A,BNT-I (D3),Undirected,14029,,1
WNK4,"ChAd-BNT (V3, D1)",Undirected,14030,,1
"ZF2001 (V3, D07)",RAB20,Undirected,14031,,1
TK2,FLUARIX FLUVIRIN (D3),Undirected,14032,,1
Reg. of BP,DYSF,Undirected,14033,,2
C2,"BNT (V2, D1)",Undirected,14034,,1
PPM1D,FLUMIST (D3),Undirected,14035,,1
MCTP2,FLUMIST (D3),Undirected,14036,,1
PSPC1,FLUMIST (D3),Undirected,14037,,1
RASGRP1,INFLAMMATION,Undirected,14038,,1
PDE12,Cellular,Undirected,14039,,2
FLUARIX FLUVIRIN (D3),EIF2S1,Undirected,14040,,1
SLC35E4,BNT-I (D1),Undirected,14041,,1
MX1,"ChAd-BNT (V2, D3)",Undirected,14042,,1
TMX3,FLUARIX FLUVIRIN (D3),Undirected,14043,,1
WETVAX (D5-7),SLC8A1,Undirected,14044,,1
SLC2A3,FLUARIX FLUVIRIN (D3),Undirected,14045,,1
KLRB1,"ChAd-BNT (V3, D1)",Undirected,14046,,1
TRIM38,Immune system,Undirected,14047,,2
STAMARIL (D7),MEF2D,Undirected,14048,,1
TNFSF15,Reg. of BP,Undirected,14049,,1
NOD2,HPV-VLP (M2),Undirected,14050,,1
IL18,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,14051,,1
KCTD2,FLUMIST (D3),Undirected,14052,,1
TLR7,STAMARIL (D3),Undirected,14053,,1
FLUMIST (D3),CLN5,Undirected,14054,,1
T CELLS,IDO1,Undirected,14055,,1
TRPV1,Immune system,Undirected,14056,,1
GABRR3,"ChAd (V1, D3)",Undirected,14057,,1
PRKDC,Interspecies interaction,Undirected,14058,,2
SPC24,"ChAd (V1, D7)",Undirected,14059,,1
NK CELL,FCGR3A,Undirected,14060,,1
GJD4,"BNT (V2, D1)",Undirected,14061,,1
SIDT2,FLUMIST (D3),Undirected,14062,,1
Cellular,CACTIN,Undirected,14063,,1
Reg. of BP,MSMP,Undirected,14064,,1
MIR146A,BNT-I (D1),Undirected,14065,,1
Metabolism,F12,Undirected,14066,,2
ZNF410,FLUMIST (D3),Undirected,14067,,1
Reg. of BP,BANK1,Undirected,14068,,2
Immune system,DHX36,Undirected,14069,,1
TIRAP,LVS F TULARENSIS (H18),Undirected,14070,,1
ITK,Cellular,Undirected,14071,,2
Immune system,EPHB1,Undirected,14072,,2
Immune system,EPHB2,Undirected,14073,,2
Immune system,EPHB3,Undirected,14074,,2
"ZF2001 (V3, D07)",ZC3H12A,Undirected,14075,,1
SLC31A2,"ChAd (V1, D3)",Undirected,14076,,1
Immune system,CR1L,Undirected,14077,,1
SYK,Reg. of BP,Undirected,14078,,2
CELLULAR ADAPTIVE IMMUNE SYSTEM,BATF,Undirected,14079,,1
KLHL9,FLUMIST (D3),Undirected,14080,,1
TLR1,PANDEMRIX (D1),Undirected,14081,,1
SNORA22,"ChAd-BNT (V3, D1)",Undirected,14082,,1
TRIM56,Cellular,Undirected,14083,,1
SULT1C4,"ChAd (V1, D3)",Undirected,14084,,1
XIAP,ARPP,Undirected,14085,,1
RIMBP3,BNT-I (D3),Undirected,14086,,1
"ChAd (V1, D6)",CAV1,Undirected,14087,,1
UBE2N,T CELLS,Undirected,14088,,1
NFKB1,Interspecies interaction,Undirected,14089,,1
"BNT (V3, D1)",BATF2,Undirected,14090,,1
EPS8,"ChAd-BNT (V3, D1)",Undirected,14091,,1
NCF1,Immune system,Undirected,14092,,2
SLC26A8,BNT-I (D3),Undirected,14093,,1
LRRC8A,Immune system,Undirected,14094,,1
MYB,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,14095,,1
PANDEMRIX (D1),GPR20,Undirected,14096,,1
Reg. of BP,MYSM1,Undirected,14097,,1
TRBV6-5,Immune system,Undirected,14098,,1
"ZF2001 (V3, D07)",ORC6,Undirected,14099,,1
PIK3AP1,ARPP,Undirected,14100,,1
MONOV INFLUENZA A (D1),DSE,Undirected,14101,,1
ENDOD1,Cellular,Undirected,14102,,1
TREML4,INNATE IMMUNE SYSTEM,Undirected,14103,,1
Metabolism,F2R,Undirected,14104,,2
Metabolism,CACTIN,Undirected,14105,,1
RTN1,FLUARIX FLUVIRIN (D3),Undirected,14106,,1
Metabolism,METTL3,Undirected,14107,,2
TUBB,Reg. of BP,Undirected,14108,,1
MEF2D,BNT-I (D1),Undirected,14109,,1
FLUMIST (D3),AFF4,Undirected,14110,,1
WETVAX (D5-7),NPC2,Undirected,14111,,1
Immune system,DHX58,Undirected,14112,,1
Immune system,DEFB105A,Undirected,14113,,1
BNT-I (D1),BLM,Undirected,14114,,1
FLUMIST (D3),CRTAP,Undirected,14115,,1
TNFRSF17,Cellular,Undirected,14116,,1
"ZF2001 (V3, D07)",DRD5,Undirected,14117,,1
"ZF2001 (V3, D07)",DRD3,Undirected,14118,,1
FLUARIX FLUVIRIN (D3),EPB42,Undirected,14119,,1
SCARNA4,"ChAd-BNT (V2, D7)",Undirected,14120,,1
MTHFD2,HPV-VLP (M2),Undirected,14121,,1
IRF7,Cellular,Undirected,14122,,2
VAMP7,Immune system,Undirected,14123,,1
Metabolism,EPX,Undirected,14124,,1
WAS,ADAPTIVE IMMUNE SYSTEM,Undirected,14125,,1
PLD4,MONOV INFLUENZA A (D1),Undirected,14126,,1
ZNF395,FLUARIX FLUVIRIN (D3),Undirected,14127,,1
Reg. of BP,BCL2L11,Undirected,14128,,1
WETVAX (D5-7),CXCL9,Undirected,14129,,1
"ZF2001 (V3, D07)",LHX6,Undirected,14130,,1
PRKRA,Immune system,Undirected,14131,,1
"ZF2001 (V3, D07)",LHX9,Undirected,14132,,1
JAK2,FLUMIST (D3),Undirected,14133,,1
WETVAX (D5-7),DSG2,Undirected,14134,,1
RIMBP3,BNT-I (D1),Undirected,14135,,1
"ZF2001 (V3, D07)",AMHR2,Undirected,14136,,1
GADD45G,"BNT (V2, D1)",Undirected,14137,,1
TMEM106A,Interspecies interaction,Undirected,14138,,2
TRDV2,Immune system,Undirected,14139,,1
HPV-VLP (M2),CD180,Undirected,14140,,1
Metabolism,DHX58,Undirected,14141,,1
BNT-I (D1),ADAM9,Undirected,14142,,1
Reg. of BP,MT1G,Undirected,14143,,2
TNFRSF4,Reg. of BP,Undirected,14144,,2
Reg. of BP,DHX36,Undirected,14145,,1
RBM47,MONOV INFLUENZA A (D1),Undirected,14146,,1
MOV10,"ChAd (V2, D1)",Undirected,14147,,1
PSEN1,Metabolism,Undirected,14148,,2
RUFY4,MONOV INFLUENZA A (D1),Undirected,14149,,1
RASL10A,MONOV INFLUENZA A (D1),Undirected,14150,,1
WETVAX (D2-4),BCL2A1,Undirected,14151,,1
SCIMP,Reg. of BP,Undirected,14152,,1
FLUARIX FLUVIRIN (D3),ACTR3,Undirected,14153,,1
OTHER,BMI1,Undirected,14154,,1
BNT-I (D1),BACE1-AS,Undirected,14155,,1
ZBTB7C,INFLUENZA (D1),Undirected,14156,,1
"ChAd (V1, D7)",CDC6,Undirected,14157,,1
Reg. of BP,LILRA3,Undirected,14158,,2
RUNX2,ADAPTIVE IMMUNE SYSTEM,Undirected,14159,,1
TOP2A,"ChAd-BNT (V2, D7)",Undirected,14160,,1
Metabolism,LY96,Undirected,14161,,2
Reg. of BP,LILRA4,Undirected,14162,,2
Reg. of BP,LILRA5,Undirected,14163,,2
VCPKMT,FLUARIX FLUVIRIN (D3),Undirected,14164,,1
Reg. of BP,LILRB1,Undirected,14165,,2
Reg. of BP,LILRB2,Undirected,14166,,2
Reg. of BP,LILRB3,Undirected,14167,,2
SERPINB9,Reg. of BP,Undirected,14168,,1
ZBP1,"BNT (V3, D1)",Undirected,14169,,1
SECISBP2L,FLUARIX FLUVIRIN (D3),Undirected,14170,,1
SERPING1,INNATE IMMUNE SYSTEM,Undirected,14171,,1
YF VAX (ANY),UBE2D3,Undirected,14172,,1
STAMARIL (D3),GPR183,Undirected,14173,,1
STAMARIL (D7),NPC2,Undirected,14174,,1
TLR7,STAMARIL (D7),Undirected,14175,,1
"ZF2001 (V3, D07)",COBL,Undirected,14176,,1
OTHER,BMP6,Undirected,14177,,1
BNT-I (D1),ADAT3,Undirected,14178,,1
FLUARIX FLUVIRIN (D3),ABI3,Undirected,14179,,1
FLUMIST (D3),CLK1,Undirected,14180,,1
PLA2G3,MAST CELL,Undirected,14181,,1
PCSK4,INFLUENZA (D1),Undirected,14182,,1
TRIM10,Reg. of BP,Undirected,14183,,1
HBA1,"ChAd (V2, D1)",Undirected,14184,,1
Reg. of BP,BST1,Undirected,14185,,2
FLUMIST (D3),CLK4,Undirected,14186,,1
Reg. of BP,BST2,Undirected,14187,,2
INNATE IMMUNE SYSTEM,B4GALT1,Undirected,14188,,1
Reg. of BP,LILRA1,Undirected,14189,,2
Reg. of BP,LILRA2,Undirected,14190,,2
NR4A3,Immune system,Undirected,14191,,2
GPR42,"BNT (V3, D1)",Undirected,14192,,1
HORMAD1,"ChAd-BNT (V3, D1)",Undirected,14193,,1
ZBTB7B,Metabolism,Undirected,14194,,2
ZBP1,MONOV INFLUENZA A (D1),Undirected,14195,,1
"ZF2001 (V3, D14)",TRIB1,Undirected,14196,,1
GNLY,ANTIMICROBIAL RESPONSE,Undirected,14197,,1
HUMORAL ADAPTIVE IMMUNE SYSTEM,ADGRG3,Undirected,14198,,1
NDFIP1,FLUMIST (D3),Undirected,14199,,1
"ZF2001 (V3, D07)",SHANK2,Undirected,14200,,1
"ZF2001 (V3, D07)",SHANK1,Undirected,14201,,1
STAMARIL (D3),SHFL,Undirected,14202,,1
MSMP,INNATE IMMUNE SYSTEM,Undirected,14203,,1
SAMD4A,"BNT (V3, D1)",Undirected,14204,,1
C1QB,"BNT (V3, D1)",Undirected,14205,,1
WDR26,FLUMIST (D3),Undirected,14206,,1
RELA,FLUMIST (D3),Undirected,14207,,1
TNNI2,INFLUENZA (D1),Undirected,14208,,1
Reg. of BP,FKBP1B,Undirected,14209,,1
SCARNA6,"ChAd-BNT (V3, D1)",Undirected,14210,,1
Reg. of BP,FKBP1A,Undirected,14211,,2
GSDMC,"BNT (V2, D1)",Undirected,14212,,1
FLUMIST (D3),ERMN,Undirected,14213,,1
SNORD94,"BNT-MO (V3, D1)",Undirected,14214,,1
"ZF2001 (V3, D07)",TEAD1,Undirected,14215,,1
SNX10,"ChAd-BNT (V2, D3)",Undirected,14216,,1
RAP1GDS1,FLUMIST (D3),Undirected,14217,,1
"ZF2001 (V3, D07)",TEAD2,Undirected,14218,,1
KREMEN1,"BNT (V3, D1)",Undirected,14219,,1
RPL30,Cellular,Undirected,14220,,1
STAMARIL (D3),GPR162,Undirected,14221,,1
WARS1,MONOV INFLUENZA A (D1),Undirected,14222,,1
NLRC3,Metabolism,Undirected,14223,,2
Reg. of BP,MAD1L1,Undirected,14224,,2
"ZF2001 (V3, D07)",NOCT,Undirected,14225,,1
STAMARIL (D7),OSBP2,Undirected,14226,,1
MONOV INFLUENZA A (D1),ADAM9,Undirected,14227,,1
NFIL3,"BNT-MO (V3, D1)",Undirected,14228,,1
TIPARP,BNT-I (D3),Undirected,14229,,1
WETVAX (D5-7),DSC2,Undirected,14230,,1
LRP10,FLUMIST (D3),Undirected,14231,,1
VNN1,Metabolism,Undirected,14232,,2
Reg. of BP,LILRB4,Undirected,14233,,2
Reg. of BP,LILRB5,Undirected,14234,,2
RFTN1,Interspecies interaction,Undirected,14235,,1
STX11,"BNT-MO (V3, D1)",Undirected,14236,,1
Reg. of BP,IGHM,Undirected,14237,,2
STAMARIL (D3),REC8,Undirected,14238,,1
DEPDC1B,"ChAd (V1, D7)",Undirected,14239,,1
LVS F TULARENSIS (H192),CDC42,Undirected,14240,,1
Reg. of BP,IGHD,Undirected,14241,,2
Reg. of BP,IGHE,Undirected,14242,,1
LVS F TULARENSIS (H18),ICAM1,Undirected,14243,,1
LVS F TULARENSIS (H18),ICAM2,Undirected,14244,,1
"ZF2001 (V3, D07)",LIPJ,Undirected,14245,,1
STAT6,B CELLS,Undirected,14246,,1
ORC6,MONOV INFLUENZA A (D1),Undirected,14247,,1
SKAP2,BNT-I (D3),Undirected,14248,,1
HSD17B4,FLUARIX FLUVIRIN (D3),Undirected,14249,,1
"ChAd (V1, D3)",CD207,Undirected,14250,,1
USP18,"ChAd (V1, D3)",Undirected,14251,,1
GNG8,"ChAd-BNT (V2, D3)",Undirected,14252,,1
RLIM,FLUARIX FLUVIRIN (D3),Undirected,14253,,1
MAPK12,HPV-VLP (M2),Undirected,14254,,1
"ZF2001 (V3, D07)",FYB2,Undirected,14255,,1
TGFBR3,Metabolism,Undirected,14256,,2
SIX1,Cellular,Undirected,14257,,1
"ZF2001 (V3, D14)",RRAD,Undirected,14258,,1
"ZF2001 (V3, D07)",LIPG,Undirected,14259,,1
Immune system,ADARB1,Undirected,14260,,2
STAMARIL (D7),LRRN3,Undirected,14261,,1
SMPDL3B,INNATE IMMUNE SYSTEM,Undirected,14262,,1
PIK3CA,FLUARIX FLUVIRIN (D3),Undirected,14263,,1
HES1,Cellular,Undirected,14264,,1
Immune system,CCND3,Undirected,14265,,1
MONOV INFLUENZA A (D1),HIVEP3,Undirected,14266,,1
MONOV INFLUENZA A (D1),HIVEP2,Undirected,14267,,1
"ZF2001 (V3, D07)",CARD10,Undirected,14268,,1
POLR3K,Metabolism,Undirected,14269,,2
INNATE IMMUNE SYSTEM,CXCR4,Undirected,14270,,1
FBXO39,"BNT-MO (V3, D1)",Undirected,14271,,1
INNATE IMMUNE SYSTEM,CSF2,Undirected,14272,,1
Metabolism,LYL1,Undirected,14273,,2
INNATE IMMUNE SYSTEM,CSF1,Undirected,14274,,1
MNDA,Immune system,Undirected,14275,,2
PDC,"ChAd-BNT (V2, D7)",Undirected,14276,,1
"BNT-MO (V3, D1)",ATF3,Undirected,14277,,1
INNATE IMMUNE SYSTEM,CXCR2,Undirected,14278,,1
RNASE6,FLUARIX FLUVIRIN (D3),Undirected,14279,,1
INNATE IMMUNE SYSTEM,CXCR1,Undirected,14280,,1
SP3,Cellular,Undirected,14281,,1
T CELLS,DEFA4,Undirected,14282,,1
LACTB,BNT-I (D3),Undirected,14283,,1
MR1,Cellular,Undirected,14284,,2
STAMARIL (D10),SNRPG,Undirected,14285,,1
RNF135,Cellular,Undirected,14286,,2
PSEN1,INNATE IMMUNE SYSTEM,Undirected,14287,,1
T CELLS,KLRC1,Undirected,14288,,1
PAICS,FLUMIST (D3),Undirected,14289,,1
RO60,FLUMIST (D3),Undirected,14290,,1
CDK6,ADAPTIVE IMMUNE SYSTEM,Undirected,14291,,1
"ZF2001 (V3, D07)",GFRA1,Undirected,14292,,1
SRF,Cellular,Undirected,14293,,1
NBN,ADAPTIVE IMMUNE SYSTEM,Undirected,14294,,1
Reg. of BP,IGKC,Undirected,14295,,2
"ZF2001 (V3, D07)",CHODL,Undirected,14296,,1
PRKCG,"ChAd-BNT (V3, D1)",Undirected,14297,,1
SLC15A2,INNATE IMMUNE SYSTEM,Undirected,14298,,1
FLUARIX FLUVIRIN (D3),CWC25,Undirected,14299,,1
TASL,"BNT-MO (V3, D1)",Undirected,14300,,1
UPK2,INFLUENZA (D1),Undirected,14301,,1
IFNAR2,Cellular,Undirected,14302,,1
ADAPTIVE IMMUNE SYSTEM,ADA,Undirected,14303,,1
MONOV INFLUENZA A (D1),BCL3,Undirected,14304,,1
FLUARIX FLUVIRIN (D3),CWC27,Undirected,14305,,1
MIR1249,"ChAd-BNT (V2, D7)",Undirected,14306,,1
MYBL2,"ChAd (V1, D7)",Undirected,14307,,1
"ZF2001 (V3, D07)",NOX5,Undirected,14308,,1
LVS F TULARENSIS (H18),ICOS,Undirected,14309,,1
DSC1,"ChAd (V1, D3)",Undirected,14310,,1
"ZF2001 (V3, D07)",RASAL1,Undirected,14311,,1
SGO2,FLUARIX FLUVIRIN (D3),Undirected,14312,,1
IFI30,ARPP,Undirected,14313,,1
LCN2,Interspecies interaction,Undirected,14314,,2
Reg. of BP,CD99L2,Undirected,14315,,1
TPX2,"ChAd (V1, D7)",Undirected,14316,,1
TYMP,"ChAd (V1, D3)",Undirected,14317,,1
Reg. of BP,RAF1,Undirected,14318,,2
OPTN,Immune system,Undirected,14319,,1
"ZF2001 (V3, D07)",AIRE,Undirected,14320,,1
SPIRE1,Reg. of BP,Undirected,14321,,1
TNFSF15,Immune system,Undirected,14322,,1
PTPRO,INNATE IMMUNE SYSTEM,Undirected,14323,,1
"ZF2001 (V3, D07)",ELOA2,Undirected,14324,,1
PLD3,HPV-VLP (M2),Undirected,14325,,1
T CELLS,DEFA1,Undirected,14326,,1
NOD1,LVS F TULARENSIS (H18),Undirected,14327,,1
SPP1,MONOV INFLUENZA A (D1),Undirected,14328,,1
HIV-1 GAG-POL NEF (D3),C3AR1,Undirected,14329,,1
STAMARIL (D7),ORM1,Undirected,14330,,1
MYO3A,"ChAd (V1, D3)",Undirected,14331,,1
Metabolism,C4BPB,Undirected,14332,,1
NCKAP1L,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,14333,,1
"ChAd-BNT (V3, D1)",COL1A1,Undirected,14334,,1
NDUFAF5,FLUMIST (D3),Undirected,14335,,1
NHSL1,"ChAd-BNT (V2, D3)",Undirected,14336,,1
FGR,Cellular,Undirected,14337,,2
Metabolism,C4BPA,Undirected,14338,,2
MPL,ADAPTIVE IMMUNE SYSTEM,Undirected,14339,,1
RHBDF1,BNT-I (D1),Undirected,14340,,1
EPHB3,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,14341,,1
SLC16A4,"ChAd (V2, D3)",Undirected,14342,,1
RAB27A,ARPP,Undirected,14343,,1
OAS3,Interspecies interaction,Undirected,14344,,2
CHRNA7,B CELLS,Undirected,14345,,1
MNDA,Cellular,Undirected,14346,,2
INNATE IMMUNE SYSTEM,CPLX2,Undirected,14347,,1
"ZF2001 (V3, D07)",TRHDE,Undirected,14348,,1
MSH6,Immune system,Undirected,14349,,2
CFAP157,"BNT (V2, D1)",Undirected,14350,,1
Reg. of BP,IL15RA,Undirected,14351,,2
PDC,"ChAd-BNT (V2, D3)",Undirected,14352,,1
RHBDL1,BNT-I (D1),Undirected,14353,,1
"ChAd (V1, D7)",APOBEC3B,Undirected,14354,,1
SNORA74B,"ChAd-BNT (V3, D1)",Undirected,14355,,1
STAMARIL (D3),EIF4B,Undirected,14356,,1
"ZF2001 (V3, D14)",SPHK1,Undirected,14357,,1
MONOV INFLUENZA A (D1),COL5A3,Undirected,14358,,1
MONOV INFLUENZA A (D1),COL5A1,Undirected,14359,,1
Reg. of BP,PSPC1,Undirected,14360,,2
IFNA8,ADAPTIVE IMMUNE SYSTEM,Undirected,14361,,1
Immune system,H2BC21,Undirected,14362,,1
"ChAd-BNT (V2, D3)",CD38,Undirected,14363,,1
IL6R,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,14364,,1
PANDEMRIX (D1),MAP4K1,Undirected,14365,,1
SNCA,BNT-I (D4),Undirected,14366,,1
"ChAd (V2, D1)",CLIC3,Undirected,14367,,1
Interspecies interaction,INAVA,Undirected,14368,,1
