"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"6044","CEBPB","Vaccination",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6045","CEBPB","Vaccination",3,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6046","CEBPB","Vaccination",3,"Formation, Granuloma","GRANULOMA FORMATION","Vaccination only"
"6047","CEBPB","Vaccination",3,"Immune response","IMMUNE RESPONSE","Vaccination only"
"6048","CEBPB","Vaccination",3,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6049","CEBPB","Vaccination",3,"Activation, Th1 cell","T-HELPER 1 CELL ACTIVATION","Vaccination only"
"6050","CEBPB","Vaccination",3,NA,"NEGATIVE REGULATION OF T CELL PROLIFERATION","Vaccination only"
"6051","CEBPB","Vaccination",3,NA,"REGULATION OF OSTEOCLAST DIFFERENTIATION","Vaccination only"
"6052","CEBPB","Vaccination",3,NA,"REGULATION OF DENDRITIC CELL DIFFERENTIATION","Vaccination only"
"6053","CFB","Vaccination",6,"Activation, Complement","COMPLEMENT ACTIVATION","Vaccination only"
"6054","CFB","Vaccination",6,"Complement, Alternative pathway","COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","Vaccination only"
"6055","CFB","Vaccination",6,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Vaccination only"
"6056","CFB","Vaccination",6,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"6057","CFB","Vaccination",6,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"6058","CFB","Vaccination",6,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6059","CFD","Vaccination",3,"Activation, Complement","COMPLEMENT ACTIVATION","Vaccination only"
"6060","CFD","Vaccination",3,"Complement, Alternative pathway","COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","Vaccination only"
"6061","CFD","Vaccination",3,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Vaccination only"
"6062","CFD","Vaccination",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"6063","CFD","Vaccination",3,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"6064","CFD","Vaccination",3,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6065","CFI","Vaccination",1,NA,"COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Vaccination only"
"6066","CFI","Vaccination",1,NA,"INNATE IMMUNE RESPONSE","Vaccination only"
"6067","CHGA","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"6068","CHGA","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6069","CHGA","Vaccination",1,"Mast cell","MAST CELL","Vaccination only"
"6070","CHGA","Vaccination",1,"Activation, Mast cell","MAST CELL ACTIVATION","Vaccination only"
"6071","CHGA","Vaccination",1,"Chemotaxis, Mast cell","MAST CELL CHEMOTAXIS","Vaccination only"
"6072","CHGA","Vaccination",1,"Degranulation, Mast cell","MAST CELL DEGRANULATION","Vaccination only"
"6073","CHIT1","Vaccination",1,NA,"IMMUNE RESPONSE","Vaccination only"
"6074","CHRNB2","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6075","CHRNB2","Vaccination",2,"Activation, B cell","B CELL ACTIVATION","Vaccination only"
"6076","CHRNB2","Vaccination",2,"B cells","B CELLS","Vaccination only"
"6077","CHRNB2","Vaccination",2,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Vaccination only"
"6078","CHST3","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6079","CHST3","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6080","CHST3","Vaccination",1,"Homeostasis, T cell","T CELL HOMEOSTASIS","Vaccination only"
"6081","CHST3","Vaccination",1,"T cells","T CELLS","Vaccination only"
"6082","CIITA","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"6083","CIITA","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6084","CIITA","Vaccination",1,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Vaccination only"
"6085","CLDN18","Vaccination",1,NA,"NEGATIVE REGULATION OF OSTEOCLAST DEVELOPMENT","Vaccination only"
"6086","CLEC4A","Vaccination",1,NA,"ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"6087","CLEC4A","Vaccination",1,NA,"PLASMACYTOID DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION","Vaccination only"
"6088","CLEC4A","Vaccination",1,NA,"CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION","Vaccination only"
"6089","CLEC4A","Vaccination",1,NA,"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","Vaccination only"
"6090","CLEC4A","Vaccination",1,NA,"ANTIFUNGAL INNATE IMMUNE RESPONSE","Vaccination only"
"6091","CLEC4D","Vaccination",1,NA,"ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"6092","CLEC4D","Vaccination",1,NA,"T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"6093","CLEC4D","Vaccination",1,NA,"POSITIVE REGULATION OF MYELOID DENDRITIC CELL ACTIVATION","Vaccination only"
"6094","CLEC4D","Vaccination",1,NA,"FC-GAMMA RECEPTOR SIGNALING PATHWAY","Vaccination only"
"6095","CLEC4D","Vaccination",1,NA,"ANTIFUNGAL INNATE IMMUNE RESPONSE","Vaccination only"
"6096","CLEC4G","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6097","CLEC4G","Vaccination",2,"Proliferation, abT cell","ALPHA-BETA T CELL PROLIFERATION","Vaccination only"
"6098","CLEC4G","Vaccination",2,"B cells","B CELLS","Vaccination only"
"6099","CLEC4G","Vaccination",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6100","CLEC4G","Vaccination",2,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6101","CLEC4G","Vaccination",2,"Proliferation, thymus, T cell, immature","IMMATURE T CELL PROLIFERATION IN THYMUS","Vaccination only"
"6102","CLEC4G","Vaccination",2,"Immune response","IMMUNE RESPONSE","Vaccination only"
"6103","CLEC4G","Vaccination",2,"T cell-mediated immunity","T CELL MEDIATED IMMUNITY","Vaccination only"
"6104","CLEC4G","Vaccination",2,"T cells","T CELLS","Vaccination only"
"6105","CLEC4G","Vaccination",2,NA,"NEGATIVE REGULATION OF T CELL MEDIATED IMMUNITY","Vaccination only"
"6106","CLEC4G","Vaccination",2,NA,"NEGATIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS","Vaccination only"
"6107","CLEC4G","Vaccination",2,NA,"NEGATIVE REGULATION OF ALPHA-BETA T CELL PROLIFERATION","Vaccination only"
"6108","CLEC6A","Vaccination",7,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"6109","CLEC6A","Vaccination",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6110","CLEC6A","Vaccination",7,"Antifungal innate immune response","ANTIFUNGAL INNATE IMMUNE RESPONSE","Vaccination only"
"6111","CLEC6A","Vaccination",7,"Antigen recognition processing and presentation","ARPP","Vaccination only"
"6112","CLEC6A","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"6113","CLEC6A","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"6114","CLEC6A","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6115","CLEC6A","Vaccination",7,"C-type lectin receptor, PRR","STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","Vaccination only"
"6116","CLEC6A","Vaccination",7,NA,"POSITIVE REGULATION OF T-HELPER 17 TYPE IMMUNE RESPONSE","Vaccination only"
"6117","CLNK","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6118","CLNK","Vaccination",2,"Mast cell","MAST CELL","Vaccination only"
"6119","CLNK","Vaccination",2,"Degranulation, Mast cell","MAST CELL DEGRANULATION","Vaccination only"
"6120","CLNK","Vaccination",2,NA,"POSITIVE REGULATION OF NATURAL KILLER CELL CYTOKINE PRODUCTION","Vaccination only"
"6121","CLNK","Vaccination",2,NA,"NEGATIVE REGULATION OF NATURAL KILLER CELL ACTIVATION","Vaccination only"
"6122","CLU","Vaccination",2,"Activation, Complement","COMPLEMENT ACTIVATION","Vaccination only"
"6123","CLU","Vaccination",2,"Complement, Classical pathway","COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Vaccination only"
"6124","CLU","Vaccination",2,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Vaccination only"
"6125","CLU","Vaccination",2,"Clearance, Immune complex","IMMUNE COMPLEX CLEARANCE","Vaccination only"
"6126","CLU","Vaccination",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"6127","CLU","Vaccination",2,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"6128","CLU","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6129","CLU","Vaccination",2,"Activation, Microglial cell","MICROGLIAL CELL ACTIVATION","Vaccination only"
"6130","COLEC10","Vaccination",1,NA,"COMPLEMENT ACTIVATION, LECTIN PATHWAY","Vaccination only"
"6131","COLEC10","Vaccination",1,NA,"CELL SURFACE PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","Vaccination only"
"6132","COLEC10","Vaccination",1,NA,"POSITIVE REGULATION OF OPSONIZATION","Vaccination only"
"6133","COLEC12","Vaccination",4,NA,"TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY","Vaccination only"
"6134","COLEC12","Vaccination",4,NA,"INNATE IMMUNE RESPONSE","Vaccination only"
"6135","CPLX2","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6136","CPLX2","Vaccination",2,"Mast cell","MAST CELL","Vaccination only"
"6137","CPLX2","Vaccination",2,"Degranulation, Mast cell","MAST CELL DEGRANULATION","Vaccination only"
"6138","CR1L","Vaccination",2,NA,"T CELL MEDIATED IMMUNITY","Vaccination only"
"6139","CR1L","Vaccination",2,NA,"REGULATION OF COMPLEMENT ACTIVATION","Vaccination only"
"6140","CR1L","Vaccination",2,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Vaccination only"
"6141","CRISP3","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"6142","CRISP3","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6143","CSF1","Vaccination",3,"Macrophages","MACROPHAGES","Vaccination only"
"6144","CSF1","Vaccination",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"6145","CSF1","Vaccination",3,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"6146","CSF1","Vaccination",3,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6147","CSF1","Vaccination",3,"Homeostasis, Macrophage","MACROPHAGE HOMEOSTASIS","Vaccination only"
"6148","CSF1","Vaccination",3,"Activation, Monocyte","MONOCYTE ACTIVATION","Vaccination only"
"6149","CSF1","Vaccination",3,"Homeostasis, Monocyte","MONOCYTE HOMEOSTASIS","Vaccination only"
"6150","CSF1","Vaccination",3,"Monocytes","MONOCYTES","Vaccination only"
"6151","CSF1","Vaccination",3,"Migration, Myeloid leukocyte","MYELOID LEUKOCYTE MIGRATION","Vaccination only"
"6152","CSF1","Vaccination",3,"Neutrophil","NEUTROPHIL","Vaccination only"
"6153","CSF1","Vaccination",3,"Homeostasis, Neutrophil","NEUTROPHIL HOMEOSTASIS","Vaccination only"
"6154","CSF1","Vaccination",3,NA,"POSITIVE REGULATION OF MACROPHAGE CHEMOTAXIS","Vaccination only"
"6155","CSF1","Vaccination",3,NA,"POSITIVE REGULATION OF MACROPHAGE DIFFERENTIATION","Vaccination only"
"6156","CSF1","Vaccination",3,NA,"POSITIVE REGULATION OF MONOCYTE DIFFERENTIATION","Vaccination only"
"6157","CSF1","Vaccination",3,NA,"POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Vaccination only"
"6158","CSF1","Vaccination",3,NA,"POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION","Vaccination only"
"6159","CSF1","Vaccination",3,NA,"POSITIVE REGULATION OF MICROGLIAL CELL MIGRATION","Vaccination only"
"6160","CSF1","Vaccination",3,NA,"POSITIVE REGULATION OF MACROPHAGE MIGRATION","Vaccination only"
"6161","CSF2","Vaccination",2,NA,"IMMUNE RESPONSE","Vaccination only"
"6162","CSF2","Vaccination",2,NA,"MACROPHAGE ACTIVATION","Vaccination only"
"6163","CSF2","Vaccination",2,NA,"MYELOID DENDRITIC CELL DIFFERENTIATION","Vaccination only"
"6164","CTSG","Vaccination",1,"Antibacterial humoral response","ANTIBACTERIAL HUMORAL RESPONSE","Vaccination only"
"6165","CTSG","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"6166","CTSG","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6167","CTSG","Vaccination",1,"Chemotaxis, Monocyte","MONOCYTE CHEMOTAXIS","Vaccination only"
"6168","CTSG","Vaccination",1,"Monocytes","MONOCYTES","Vaccination only"
"6169","CTSG","Vaccination",1,"Neutrophil","NEUTROPHIL","Vaccination only"
"6170","CTSG","Vaccination",1,"Activation, Neutrophil","NEUTROPHIL ACTIVATION","Vaccination only"
"6171","CTSG","Vaccination",1,"killing of Gram+ bacterium, Neutrophil","NEUTROPHIL-MEDIATED KILLING OF GRAM-POSITIVE BACTERIUM","Vaccination only"
"6172","CTSG","Vaccination",1,NA,"POSITIVE REGULATION OF IMMUNE RESPONSE","Vaccination only"
"6173","CTSG","Vaccination",1,NA,"NEGATIVE REGULATION OF T CELL ACTIVATION","Vaccination only"
"6174","CTSL","Vaccination",4,NA,"ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"6175","CTSL","Vaccination",4,NA,"IMMUNE RESPONSE","Vaccination only"
"6176","CTSL","Vaccination",4,NA,"ANTIGEN PROCESSING AND PRESENTATION","Vaccination only"
"6177","CTSL","Vaccination",4,NA,"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Vaccination only"
"6178","CTSL","Vaccination",4,NA,"CD4-POSITIVE, ALPHA-BETA T CELL LINEAGE COMMITMENT","Vaccination only"
"6179","CTSL","Vaccination",4,NA,"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN","Vaccination only"
"6180","CTSW","Vaccination",1,NA,"OTHER","Vaccination only"
"6181","CTSW","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"6182","CX3CL1","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6183","CX3CL1","Vaccination",1,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Vaccination only"
"6184","CX3CL1","Vaccination",1,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Vaccination only"
"6185","CX3CL1","Vaccination",1,"Eosinophil","EOSINOPHIL","Vaccination only"
"6186","CX3CL1","Vaccination",1,"Chemotaxis, Eosinophil","EOSINOPHIL CHEMOTAXIS","Vaccination only"
"6187","CX3CL1","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"6188","CX3CL1","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6189","CX3CL1","Vaccination",1,"Activation, Adhesive, Leukocyte","LEUKOCYTE ADHESIVE ACTIVATION","Vaccination only"
"6190","CX3CL1","Vaccination",1,"Chemotaxis, Leukocyte","LEUKOCYTE CHEMOTAXIS","Vaccination only"
"6191","CX3CL1","Vaccination",1,"Migration, Inflammatory response, Leukocyte","LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE","Vaccination only"
"6192","CX3CL1","Vaccination",1,"Chemotaxis, Lymphocyte","LYMPHOCYTE CHEMOTAXIS","Vaccination only"
"6193","CX3CL1","Vaccination",1,"Activation, Microglial cell","MICROGLIAL CELL ACTIVATION","Vaccination only"
"6194","CX3CL1","Vaccination",1,"Chemotaxis, Monocyte","MONOCYTE CHEMOTAXIS","Vaccination only"
"6195","CX3CL1","Vaccination",1,"Monocytes","MONOCYTES","Vaccination only"
"6196","CX3CL1","Vaccination",1,"Neutrophil","NEUTROPHIL","Vaccination only"
"6197","CX3CL1","Vaccination",1,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Vaccination only"
"6198","CX3CL1","Vaccination",1,NA,"NEGATIVE REGULATION OF MICROGLIAL CELL ACTIVATION","Vaccination only"
"6199","CX3CL1","Vaccination",1,NA,"POSITIVE REGULATION OF MICROGLIAL CELL MIGRATION","Vaccination only"
"6200","CX3CR1","Vaccination",2,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Vaccination only"
"6201","CX3CR1","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6202","CX3CR1","Vaccination",2,"Antifungal innate immune response","ANTIFUNGAL INNATE IMMUNE RESPONSE","Vaccination only"
"6203","CX3CR1","Vaccination",2,"Immune response","IMMUNE RESPONSE","Vaccination only"
"6204","CX3CR1","Vaccination",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Vaccination only"
"6205","CX3CR1","Vaccination",2,"Innate immune response","INNATE IMMUNE RESPONSE","Vaccination only"
"6206","CX3CR1","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6207","CX3CR1","Vaccination",2,"Chemotaxis, Leukocyte","LEUKOCYTE CHEMOTAXIS","Vaccination only"
"6208","CX3CR1","Vaccination",2,"Tethering or roling, Leukocyte","LEUKOCYTE TETHERING OR ROLLING","Vaccination only"
"6209","CX3CR1","Vaccination",2,"Activation, Immune response, Microglial cell","MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Vaccination only"
"6210","CX3CR1","Vaccination",2,NA,"POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS","Vaccination only"
"6211","CX3CR1","Vaccination",2,NA,"REGULATION OF MICROGLIAL CELL MIGRATION","Vaccination only"
"6212","CX3CR1","Vaccination",2,NA,"POSITIVE REGULATION OF MICROGLIAL CELL MIGRATION","Vaccination only"
"6213","CX3CR1","Vaccination",2,NA,"NEGATIVE REGULATION OF MICROGLIAL CELL MEDIATED CYTOTOXICITY","Vaccination only"
"6214","CXADR","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6215","CXADR","Vaccination",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Vaccination only"
"6216","CXADR","Vaccination",2,"Activation, gdT cell","GAMMA-DELTA T CELL ACTIVATION","Vaccination only"
"6217","CXADR","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6218","CXADR","Vaccination",2,"Neutrophil","NEUTROPHIL","Vaccination only"
"6219","CXADR","Vaccination",2,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Vaccination only"
"6220","CXADR","Vaccination",2,"T cells","T CELLS","Vaccination only"
"6221","CXCL1","Vaccination",3,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
"6222","CXCL1","Vaccination",3,"Immune response","IMMUNE RESPONSE","Vaccination only"
"6223","CXCL1","Vaccination",3,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6224","CXCL1","Vaccination",3,"Neutrophil","NEUTROPHIL","Vaccination only"
"6225","CXCL1","Vaccination",3,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Vaccination only"
"6226","CXCL10","Vaccination",9,NA,"T CELL CHEMOTAXIS","Vaccination only"
"6227","CXCL10","Vaccination",9,NA,"REGULATION OF T CELL CHEMOTAXIS","Vaccination only"
"6228","CXCL10","Vaccination",9,NA,"NEUTROPHIL CHEMOTAXIS","Vaccination only"
"6229","CXCL10","Vaccination",9,NA,"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
"6230","CXCL10","Vaccination",9,NA,"POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS","Vaccination only"
"6231","CXCL10","Vaccination",9,NA,"ANTIVIRAL INNATE IMMUNE RESPONSE","Vaccination only"
"6232","CXCL10","Vaccination",9,NA,"POSITIVE REGULATION OF T CELL MIGRATION","Vaccination only"
"6233","CXCL11","Vaccination",8,NA,"T CELL CHEMOTAXIS","Vaccination only"
"6234","CXCL11","Vaccination",8,NA,"NEUTROPHIL CHEMOTAXIS","Vaccination only"
"6235","CXCL11","Vaccination",8,NA,"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
"6236","CXCL14","Vaccination",1,NA,"ANTIMICROBIAL RESPONSE","Vaccination only"
"6237","CXCL14","Vaccination",1,NA,"OTHER","Vaccination only"
"6238","CXCL14","Vaccination",1,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
"6239","CXCL14","Vaccination",1,"Immune response","IMMUNE RESPONSE","Vaccination only"
"6240","CXCL17","Vaccination",1,"Macrophages","MACROPHAGES","Vaccination only"
"6241","CXCL17","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6242","CXCL17","Vaccination",1,"Chemotaxis, Macrophage","MACROPHAGE CHEMOTAXIS","Vaccination only"
"6243","CXCL17","Vaccination",1,NA,"POSITIVE REGULATION OF MACROPHAGE CHEMOTAXIS","Vaccination only"
"6244","CXCL17","Vaccination",1,NA,"POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS","Vaccination only"
"6245","CXCL2","Vaccination",8,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
"6246","CXCL2","Vaccination",8,"Immune response","IMMUNE RESPONSE","Vaccination only"
"6247","CXCL2","Vaccination",8,"Innate immune system","INNATE IMMUNE SYSTEM","Vaccination only"
"6248","CXCL2","Vaccination",8,"Neutrophil","NEUTROPHIL","Vaccination only"
"6249","CXCL2","Vaccination",8,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Vaccination only"
"6250","CXCL3","Vaccination",5,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Vaccination only"
