"","genes","infection_vaccination","n_conditions","comparison"
"9748","CLDN20","Infection",1,"Infection only"
"9749","CLDN23","Infection",1,"Infection only"
"9750","CLDN24","Infection",1,"Infection only"
"9751","CLEC17A","Infection",1,"Infection only"
"9752","CLEC18B","Infection",1,"Infection only"
"9753","CLIC2","Infection",1,"Infection only"
"9754","CLIP1","Infection",1,"Infection only"
"9755","CLIP2","Infection",1,"Infection only"
"9756","CLK3","Infection",1,"Infection only"
"9757","CLN3","Infection",1,"Infection only"
"9758","CLTB","Infection",1,"Infection only"
"9759","CLYBL","Infection",1,"Infection only"
"9760","CMSS1","Infection",1,"Infection only"
"9761","CNN3","Infection",1,"Infection only"
"9762","CNNM3","Infection",1,"Infection only"
"9763","CNOT8","Infection",1,"Infection only"
"9764","CNTD2","Infection",1,"Infection only"
"9765","CNTF","Infection",1,"Infection only"
"9766","CNTN4-AS1","Infection",1,"Infection only"
"9767","CNTNAP3","Infection",1,"Infection only"
"9768","COA7","Infection",1,"Infection only"
"9769","COG6","Infection",1,"Infection only"
"9770","COG8","Infection",1,"Infection only"
"9771","COL10A1","Infection",1,"Infection only"
"9772","COL15A1","Infection",1,"Infection only"
"9773","COL1A1","Infection",1,"Infection only"
"9774","COL4A1","Infection",1,"Infection only"
"9775","COL6A3","Infection",1,"Infection only"
"9776","COL6A4P2","Infection",1,"Infection only"
"9777","COL6A6","Infection",1,"Infection only"
"9778","COMMD8","Infection",1,"Infection only"
"9779","COMT","Infection",1,"Infection only"
"9780","COPB2","Infection",1,"Infection only"
"9781","COPG2","Infection",1,"Infection only"
"9782","COPRS","Infection",1,"Infection only"
"9783","COQ6","Infection",1,"Infection only"
"9784","COQ7","Infection",1,"Infection only"
"9785","CORO6","Infection",1,"Infection only"
"9786","CORO7","Infection",1,"Infection only"
"9787","COTL1","Infection",1,"Infection only"
"9788","COX14","Infection",1,"Infection only"
"9789","COX6B2","Infection",1,"Infection only"
"9790","CPB2","Infection",1,"Infection only"
"9791","CPLX3","Infection",1,"Infection only"
"9792","CPNE9","Infection",1,"Infection only"
"9793","CPS1","Infection",1,"Infection only"
"9794","CPSF4","Infection",1,"Infection only"
"9795","CPTP","Infection",1,"Infection only"
"9796","CPXM1","Infection",1,"Infection only"
"9797","CRACR2B","Infection",1,"Infection only"
"9798","CREB3L3","Infection",1,"Infection only"
"9799","CREB3L4","Infection",1,"Infection only"
"9800","CREBL2","Infection",1,"Infection only"
"9801","CREBZF","Infection",1,"Infection only"
"9802","CREG2","Infection",1,"Infection only"
"9803","CRHR2","Infection",1,"Infection only"
"9804","CRIM1","Infection",1,"Infection only"
"9805","CRIP3","Infection",1,"Infection only"
"9806","CRLS1","Infection",1,"Infection only"
"9807","CRTAC1","Infection",1,"Infection only"
"9808","CRTC1","Infection",1,"Infection only"
"9809","CRTC2","Infection",1,"Infection only"
"9810","CRYBB1","Infection",1,"Infection only"
"9811","CRYGN","Infection",1,"Infection only"
"9812","CRYM-AS1","Infection",1,"Infection only"
"9813","CSNK1A1P1","Infection",1,"Infection only"
"9814","CSPG5","Infection",1,"Infection only"
"9815","CSTF2T","Infection",1,"Infection only"
"9816","CTBP1-AS","Infection",1,"Infection only"
"9817","CTDP1","Infection",1,"Infection only"
"9818","CTDSP1","Infection",1,"Infection only"
"9819","CTIF","Infection",1,"Infection only"
"9820","CTNNA3","Infection",1,"Infection only"
"9821","CTNND2","Infection",1,"Infection only"
"9822","CTSZ","Infection",1,"Infection only"
"9823","CTTNBP2NL","Infection",1,"Infection only"
"9824","CTU2","Infection",1,"Infection only"
"9825","CYB5A","Infection",1,"Infection only"
"9826","CYB5R2","Infection",1,"Infection only"
"9827","CYC1","Infection",1,"Infection only"
"9828","CYCSP52","Infection",1,"Infection only"
"9829","CYFIP1","Infection",1,"Infection only"
"9830","CYFIP2","Infection",1,"Infection only"
"9831","CYP11A1","Infection",1,"Infection only"
"9832","CYP1B1","Infection",1,"Infection only"
"9833","CYP2A6","Infection",1,"Infection only"
"9834","CYP2A7","Infection",1,"Infection only"
"9835","CYP51A1","Infection",1,"Infection only"
"9836","CYR61","Infection",1,"Infection only"
"9837","DAB1","Infection",1,"Infection only"
"9838","DACT3","Infection",1,"Infection only"
"9839","DANCR","Infection",1,"Infection only"
"9840","DAPP1","Infection",1,"Infection only"
"9841","DAZAP2","Infection",1,"Infection only"
"9842","DBNDD1","Infection",1,"Infection only"
"9843","DCAF11","Infection",1,"Infection only"
"9844","DCDC2","Infection",1,"Infection only"
"9845","DCDC5","Infection",1,"Infection only"
"9846","DCN","Infection",1,"Infection only"
"9847","DCUN1D4","Infection",1,"Infection only"
"9848","DCXR","Infection",1,"Infection only"
"9849","DDB1","Infection",1,"Infection only"
"9850","DDHD1","Infection",1,"Infection only"
"9851","DDO","Infection",1,"Infection only"
"9852","DDX11L9","Infection",1,"Infection only"
"9853","DDX12P","Infection",1,"Infection only"
"9854","DDX55","Infection",1,"Infection only"
"9855","DEAF1","Infection",1,"Infection only"
"9856","DEAR","Infection",1,"Infection only"
"9857","DEF8","Infection",1,"Infection only"
"9858","DEFB109P1","Infection",1,"Infection only"
"9859","DENND6A","Infection",1,"Infection only"
"9860","DGCR14","Infection",1,"Infection only"
"9861","DGCR2","Infection",1,"Infection only"
"9862","DGKE","Infection",1,"Infection only"
"9863","DGKK","Infection",1,"Infection only"
"9864","DHODH","Infection",1,"Infection only"
"9865","DHRS4L1","Infection",1,"Infection only"
"9866","DHTKD1","Infection",1,"Infection only"
"9867","DHX34","Infection",1,"Infection only"
"9868","DIAPH2","Infection",1,"Infection only"
"9869","DIP2A","Infection",1,"Infection only"
"9870","DIS3L","Infection",1,"Infection only"
"9871","DISC2","Infection",1,"Infection only"
"9872","DISP1","Infection",1,"Infection only"
"9873","DIXDC1","Infection",1,"Infection only"
"9874","DKFZP434I0714","Infection",1,"Infection only"
"9875","DKFZp779M0652","Infection",1,"Infection only"
"9876","DKK3","Infection",1,"Infection only"
"9877","DLAT","Infection",1,"Infection only"
"9878","DLEU7","Infection",1,"Infection only"
"9879","DLG2","Infection",1,"Infection only"
"9880","DLG3-AS1","Infection",1,"Infection only"
"9881","DLSTP1","Infection",1,"Infection only"
"9882","DMXL2","Infection",1,"Infection only"
"9883","DNAAF3","Infection",1,"Infection only"
"9884","DNAH8","Infection",1,"Infection only"
"9885","DNAH9","Infection",1,"Infection only"
"9886","DNAJA1","Infection",1,"Infection only"
"9887","DNAJA4","Infection",1,"Infection only"
"9888","DNAJB11","Infection",1,"Infection only"
"9889","DNAJB12","Infection",1,"Infection only"
"9890","DNAJB6","Infection",1,"Infection only"
"9891","DNAJB7","Infection",1,"Infection only"
"9892","DNAJC1","Infection",1,"Infection only"
"9893","DNAJC12","Infection",1,"Infection only"
"9894","DNAJC13","Infection",1,"Infection only"
"9895","DNAJC19","Infection",1,"Infection only"
"9896","DNAJC3","Infection",1,"Infection only"
"9897","DNAL1","Infection",1,"Infection only"
"9898","DNAL4","Infection",1,"Infection only"
"9899","DNM3OS","Infection",1,"Infection only"
"9900","DNMT1","Infection",1,"Infection only"
"9901","DNPEP","Infection",1,"Infection only"
"9902","DNPH1","Infection",1,"Infection only"
"9903","DNTTIP2","Infection",1,"Infection only"
"9904","DOC2A","Infection",1,"Infection only"
"9905","DOC2B","Infection",1,"Infection only"
"9906","DOCK7","Infection",1,"Infection only"
"9907","DOK4","Infection",1,"Infection only"
"9908","DOT1L","Infection",1,"Infection only"
"9909","DPEP3","Infection",1,"Infection only"
"9910","DPF3","Infection",1,"Infection only"
"9911","DPH3P1","Infection",1,"Infection only"
"9912","DPH5","Infection",1,"Infection only"
"9913","DPM2","Infection",1,"Infection only"
"9914","DPY19L2","Infection",1,"Infection only"
"9915","DPY19L4","Infection",1,"Infection only"
"9916","DPYD-AS1","Infection",1,"Infection only"
"9917","DRAP1","Infection",1,"Infection only"
"9918","DRAXIN","Infection",1,"Infection only"
"9919","DSC2","Infection",1,"Infection only"
"9920","DSC3","Infection",1,"Infection only"
"9921","DSCAML1","Infection",1,"Infection only"
"9922","DSCAS","Infection",1,"Infection only"
"9923","DTHD1","Infection",1,"Infection only"
"9924","DTNBP1","Infection",1,"Infection only"
"9925","DUS1L","Infection",1,"Infection only"
"9926","DUSP16","Infection",1,"Infection only"
"9927","DUSP18","Infection",1,"Infection only"
"9928","DUSP23","Infection",1,"Infection only"
"9929","DUSP5","Infection",1,"Infection only"
"9930","DUSP8","Infection",1,"Infection only"
"9931","DVL2","Infection",1,"Infection only"
"9932","DYNC1I2","Infection",1,"Infection only"
"9933","DYNLRB1","Infection",1,"Infection only"
"9934","DYNLT1","Infection",1,"Infection only"
"9935","DYNLT3","Infection",1,"Infection only"
"9936","DYRK4","Infection",1,"Infection only"
"9937","EBF3","Infection",1,"Infection only"
"9938","ECD","Infection",1,"Infection only"
"9939","ECH1","Infection",1,"Infection only"
"9940","ECI1","Infection",1,"Infection only"
"9941","ECI2","Infection",1,"Infection only"
"9942","EDF1","Infection",1,"Infection only"
"9943","EDRF1-AS1","Infection",1,"Infection only"
"9944","EEF1B2","Infection",1,"Infection only"
"9945","EEF1D","Infection",1,"Infection only"
"9946","EFCAB1","Infection",1,"Infection only"
"9947","EFCC1","Infection",1,"Infection only"
"9948","EFEMP2","Infection",1,"Infection only"
"9949","EFHC2","Infection",1,"Infection only"
"9950","EFHD2","Infection",1,"Infection only"
"9951","EFR3B","Infection",1,"Infection only"
"9952","EGFL7","Infection",1,"Infection only"
"9953","EGLN3","Infection",1,"Infection only"
"9954","EHD1","Infection",1,"Infection only"
"9955","EHD2","Infection",1,"Infection only"
"9956","EI24","Infection",1,"Infection only"
"9957","EIF1AX-AS1","Infection",1,"Infection only"
"9958","EIF1AY","Infection",1,"Infection only"
"9959","EIF2AK3","Infection",1,"Infection only"
"9960","EIF2S1","Infection",1,"Infection only"
"9961","EIF4B","Infection",1,"Infection only"
"9962","EIF4EBP1","Infection",1,"Infection only"
"9963","ELAVL3","Infection",1,"Infection only"
"9964","ELF5","Infection",1,"Infection only"
"9965","ELMO1","Infection",1,"Infection only"
"9966","ELMO1-AS1","Infection",1,"Infection only"
"9967","ELMO3","Infection",1,"Infection only"
"9968","ELP2","Infection",1,"Infection only"
"9969","EMC10","Infection",1,"Infection only"
"9970","EME1","Infection",1,"Infection only"
"9971","EME2","Infection",1,"Infection only"
"9972","EMG1","Infection",1,"Infection only"
"9973","EMID1","Infection",1,"Infection only"
"9974","EMP3","Infection",1,"Infection only"
"9975","EMX1","Infection",1,"Infection only"
"9976","ENTPD6","Infection",1,"Infection only"
"9977","EPGN","Infection",1,"Infection only"
"9978","EPHB6","Infection",1,"Infection only"
"9979","EPHX4","Infection",1,"Infection only"
"9980","EPM2A","Infection",1,"Infection only"
"9981","EPN2","Infection",1,"Infection only"
"9982","EPRS","Infection",1,"Infection only"
"9983","EPS8L1","Infection",1,"Infection only"
"9984","ERI2","Infection",1,"Infection only"
"9985","ERICH4","Infection",1,"Infection only"
"9986","ERMARD","Infection",1,"Infection only"
"9987","ERMP1","Infection",1,"Infection only"
"9988","ESPNP","Infection",1,"Infection only"
"9989","ETAA1","Infection",1,"Infection only"
"9990","ETFA","Infection",1,"Infection only"
"9991","ETFB","Infection",1,"Infection only"
"9992","ETV3","Infection",1,"Infection only"
"9993","EVA1B","Infection",1,"Infection only"
"9994","EVA1C","Infection",1,"Infection only"
"9995","EVC","Infection",1,"Infection only"
"9996","EWSAT1","Infection",1,"Infection only"
"9997","EXD3","Infection",1,"Infection only"
"9998","EXOC2","Infection",1,"Infection only"
"9999","EXOC3-AS1","Infection",1,"Infection only"
"10000","EXOG","Infection",1,"Infection only"
"10001","EXOSC2","Infection",1,"Infection only"
"10002","EXOSC7","Infection",1,"Infection only"
"10003","F13A1","Infection",1,"Infection only"
"10004","F2RL2","Infection",1,"Infection only"
"10005","F3","Infection",1,"Infection only"
"10006","FAAH","Infection",1,"Infection only"
"10007","FAAP100","Infection",1,"Infection only"
"10008","FABP2","Infection",1,"Infection only"
"10009","FABP3","Infection",1,"Infection only"
"10010","FABP4","Infection",1,"Infection only"
"10011","FADS3","Infection",1,"Infection only"
"10012","FAM101B","Infection",1,"Infection only"
"10013","FAM110C","Infection",1,"Infection only"
"10014","FAM114A1","Infection",1,"Infection only"
"10015","FAM117A","Infection",1,"Infection only"
"10016","FAM117B","Infection",1,"Infection only"
"10017","FAM124B","Infection",1,"Infection only"
"10018","FAM132B","Infection",1,"Infection only"
"10019","FAM133B","Infection",1,"Infection only"
"10020","FAM157A","Infection",1,"Infection only"
"10021","FAM157B","Infection",1,"Infection only"
"10022","FAM157C","Infection",1,"Infection only"
"10023","FAM160B2","Infection",1,"Infection only"
"10024","FAM177A1","Infection",1,"Infection only"
"10025","FAM195B","Infection",1,"Infection only"
"10026","FAM196B","Infection",1,"Infection only"
"10027","FAM200A","Infection",1,"Infection only"
"10028","FAM205A","Infection",1,"Infection only"
"10029","FAM206A","Infection",1,"Infection only"
"10030","FAM212B","Infection",1,"Infection only"
"10031","FAM218A","Infection",1,"Infection only"
"10032","FAM21A","Infection",1,"Infection only"
"10033","FAM21EP","Infection",1,"Infection only"
"10034","FAM53A","Infection",1,"Infection only"
"10035","FAM53B-AS1","Infection",1,"Infection only"
"10036","FAM66C","Infection",1,"Infection only"
"10037","FAM71D","Infection",1,"Infection only"
"10038","FAM73A","Infection",1,"Infection only"
"10039","FAM73B","Infection",1,"Infection only"
"10040","FAM81A","Infection",1,"Infection only"
"10041","FAM86B3P","Infection",1,"Infection only"
"10042","FAM86FP","Infection",1,"Infection only"
"10043","FAM89B","Infection",1,"Infection only"
"10044","FAM90A1","Infection",1,"Infection only"
"10045","FAM90A2P","Infection",1,"Infection only"
"10046","FAM96A","Infection",1,"Infection only"
"10047","FANCI","Infection",1,"Infection only"
"10048","FARP1","Infection",1,"Infection only"
"10049","FASTK","Infection",1,"Infection only"
"10050","FASTKD1","Infection",1,"Infection only"
"10051","FAT2","Infection",1,"Infection only"
"10052","FAXC","Infection",1,"Infection only"
"10053","FBL","Infection",1,"Infection only"
"10054","FBP1","Infection",1,"Infection only"
"10055","FBXL15","Infection",1,"Infection only"
"10056","FBXL20","Infection",1,"Infection only"
"10057","FBXL6","Infection",1,"Infection only"
"10058","FBXL8","Infection",1,"Infection only"
"10059","FBXO4","Infection",1,"Infection only"
"10060","FBXO41","Infection",1,"Infection only"
"10061","FCHSD2","Infection",1,"Infection only"
"10062","FCRL5","Infection",1,"Infection only"
"10063","FERMT3","Infection",1,"Infection only"
"10064","FGD3","Infection",1,"Infection only"
"10065","FGD6","Infection",1,"Infection only"
"10066","FGF13-AS1","Infection",1,"Infection only"
"10067","FGF8","Infection",1,"Infection only"
"10068","FGFBP3","Infection",1,"Infection only"
"10069","FGFR1","Infection",1,"Infection only"
"10070","FHOD1","Infection",1,"Infection only"
"10071","FIBP","Infection",1,"Infection only"
"10072","FIGNL1","Infection",1,"Infection only"
"10073","FIS1","Infection",1,"Infection only"
"10074","FKBP10","Infection",1,"Infection only"
"10075","FKBP2","Infection",1,"Infection only"
"10076","FKBP6","Infection",1,"Infection only"
"10077","FKSG29","Infection",1,"Infection only"
"10078","FLJ10038","Infection",1,"Infection only"
"10079","FLJ33360","Infection",1,"Infection only"
"10080","FLJ36777","Infection",1,"Infection only"
"10081","FLJ37201","Infection",1,"Infection only"
"10082","FLJ46906","Infection",1,"Infection only"
"10083","FLVCR1-AS1","Infection",1,"Infection only"
"10084","FLYWCH2","Infection",1,"Infection only"
"10085","FNBP4","Infection",1,"Infection only"
"10086","FNDC9","Infection",1,"Infection only"
"10087","FOLR1","Infection",1,"Infection only"
"10088","FOXN3-AS2","Infection",1,"Infection only"
"10089","FOXP4","Infection",1,"Infection only"
"10090","FPGT","Infection",1,"Infection only"
"10091","FRAT1","Infection",1,"Infection only"
"10092","FRMD7","Infection",1,"Infection only"
"10093","FRS3","Infection",1,"Infection only"
"10094","FXYD6","Infection",1,"Infection only"
"10095","FYB","Infection",1,"Infection only"
"10096","FZD2","Infection",1,"Infection only"
"10097","FZR1","Infection",1,"Infection only"
